TIMESTAMP,INTERN34157_OPEN_PRICE_USD,INTERN34157_HIGH_PRICE_USD,INTERN34157_LOW_PRICE_USD,INTERN34157_CLOSE_PRICE_USD,INTERN34157_VOLUME_USD,INTERN34157_DIVIDENDS_USD,INTERN34157_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,0.0030620000325143337,0.003114999970421195,0.0018749999580904841,0.002397000091150403,202637,0.0,0.0
2024-12-02 00:00:00+00:00,0.002397000091150403,0.0025019999593496323,0.0013229999458417296,0.0013229999458417296,214922,0.0,0.0
2024-12-03 00:00:00+00:00,0.0013229999458417296,0.0016080000204965472,0.0013129999861121178,0.001487000030465424,66862,0.0,0.0
2024-12-04 00:00:00+00:00,0.001487000030465424,0.0015660000499337912,0.001075000036507845,0.0011030000168830156,79442,0.0,0.0
2024-12-05 00:00:00+00:00,0.0011060000397264957,0.0011149999918416142,0.0009250000002793968,0.0009270000155083835,64066,0.0,0.0
2024-12-06 00:00:00+00:00,0.0009539999882690609,0.0009919999865815043,0.0008559999987483025,0.0008570000063627958,31433,0.0,0.0
2024-12-07 00:00:00+00:00,0.0008570000063627958,0.0008580000139772892,0.0006510000093840063,0.0006890000076964498,26966,0.0,0.0
2024-12-08 00:00:00+00:00,0.0006880000000819564,0.0006890000076964498,0.0006019999855197966,0.0006040000007487833,12458,0.0,0.0
2024-12-09 00:00:00+00:00,0.0006040000007487833,0.0006079999729990959,0.0005050000036135316,0.0005050000036135316,32665,0.0,0.0
2024-12-10 00:00:00+00:00,0.0005050000036135316,0.0006890000076964498,0.0004330000083427876,0.0005859999801032245,59770,0.0,0.0
2024-12-11 00:00:00+00:00,0.0005859999801032245,0.0007750000222586095,0.0005859999801032245,0.0006719999946653843,32022,0.0,0.0
2024-12-12 00:00:00+00:00,0.0006719999946653843,0.0007440000190399587,0.00060299999313429,0.00060299999313429,28059,0.0,0.0
2024-12-13 00:00:00+00:00,0.00060299999313429,0.0006300000241026282,0.0005649999948218465,0.0006270000012591481,22027,0.0,0.0
2024-12-14 00:00:00+00:00,0.0006270000012591481,0.0006520000169984996,0.0005970000056549907,0.0006270000012591481,8522,0.0,0.0
2024-12-15 00:00:00+00:00,0.0006270000012591481,0.0006389999762177467,0.000615999975707382,0.0006210000137798488,4158,0.0,0.0
2024-12-16 00:00:00+00:00,0.0006210000137798488,0.0013409999664872885,0.0006210000137798488,0.0013139999937266111,111377,0.0,0.0
