TIMESTAMP,JOULE_OPEN_PRICE_USD,JOULE_HIGH_PRICE_USD,JOULE_LOW_PRICE_USD,JOULE_CLOSE_PRICE_USD,JOULE_VOLUME_USD,JOULE_DIVIDENDS_USD,JOULE_STOCK_SPLITS_USD
2024-09-29 00:00:00+00:00,0.05204100161790848,0.05806799978017807,0.05204100161790848,0.056756000965833664,83802,0.0,0.0
2024-09-30 00:00:00+00:00,0.056536998599767685,0.057610999792814255,0.052917998284101486,0.05620399862527847,86343,0.0,0.0
2024-10-01 00:00:00+00:00,0.05620399862527847,0.05620399862527847,0.050335001200437546,0.05040200054645538,80866,0.0,0.0
2024-10-02 00:00:00+00:00,0.05040200054645538,0.055031999945640564,0.05002399906516075,0.054878998547792435,79981,0.0,0.0
2024-10-03 00:00:00+00:00,0.054878998547792435,0.05708499997854233,0.049268998205661774,0.049268998205661774,77791,0.0,0.0
2024-10-04 00:00:00+00:00,0.04923500120639801,0.05040900036692619,0.04791500046849251,0.04820699989795685,73349,0.0,0.0
2024-10-05 00:00:00+00:00,0.04820699989795685,0.04820699989795685,0.04639299958944321,0.04646100103855133,69554,0.0,0.0
2024-10-06 00:00:00+00:00,0.04646899923682213,0.046650998294353485,0.04478299990296364,0.04497300088405609,75703,0.0,0.0
2024-10-07 00:00:00+00:00,0.0451509989798069,0.047120001167058945,0.04334200173616409,0.046441998332738876,85390,0.0,0.0
2024-10-08 00:00:00+00:00,0.046441998332738876,0.04744800180196762,0.045827001333236694,0.047120001167058945,78243,0.0,0.0
2024-10-09 00:00:00+00:00,0.0471390001475811,0.047283999621868134,0.04490400105714798,0.045221999287605286,73964,0.0,0.0
2024-10-10 00:00:00+00:00,0.04507200047373772,0.045173000544309616,0.04241599887609482,0.04241900146007538,56887,0.0,0.0
2024-10-11 00:00:00+00:00,0.04291300103068352,0.04334099963307381,0.04131700098514557,0.04132099822163582,14478,0.0,0.0
2024-10-12 00:00:00+00:00,0.04124100133776665,0.04124100133776665,0.039831001311540604,0.040213000029325485,10489,0.0,0.0
2024-10-13 00:00:00+00:00,0.040213000029325485,0.040213000029325485,0.03742999956011772,0.03815099969506264,11214,0.0,0.0
2024-10-14 00:00:00+00:00,0.03815099969506264,0.04156700149178505,0.03748499974608421,0.039538998156785965,18033,0.0,0.0
2024-10-15 00:00:00+00:00,0.039538998156785965,0.03954099863767624,0.03621299937367439,0.03621299937367439,14941,0.0,0.0
2024-10-16 00:00:00+00:00,0.0344959981739521,0.035401999950408936,0.03414199873805046,0.03533799946308136,11319,0.0,0.0
2024-10-17 00:00:00+00:00,0.03533799946308136,0.03533799946308136,0.03290199860930443,0.03290500119328499,12428,0.0,0.0
2024-10-18 00:00:00+00:00,0.03290500119328499,0.03985700011253357,0.032524000853300095,0.03538699820637703,54441,0.0,0.0
2024-10-19 00:00:00+00:00,0.03538699820637703,0.03568499907851219,0.0345349982380867,0.034536998718976974,49833,0.0,0.0
2024-10-20 00:00:00+00:00,0.0343099981546402,0.03518399968743324,0.03416899964213371,0.03482000157237053,26327,0.0,0.0
2024-10-21 00:00:00+00:00,0.034591998904943466,0.03459300100803375,0.03210499882698059,0.03210600093007088,43922,0.0,0.0
2024-10-22 00:00:00+00:00,0.03226599842309952,0.03254999965429306,0.03115900047123432,0.031228000298142433,51392,0.0,0.0
2024-10-23 00:00:00+00:00,0.031228000298142433,0.031233999878168106,0.029890000820159912,0.02997400052845478,43328,0.0,0.0
2024-10-24 00:00:00+00:00,0.0299260001629591,0.02993299998342991,0.028067000210285187,0.028193999081850052,119231,0.0,0.0
2024-10-25 00:00:00+00:00,0.028201999142766,0.028480999171733856,0.02722500078380108,0.02722500078380108,7164,0.0,0.0
2024-10-26 00:00:00+00:00,0.027101000770926476,0.02734299935400486,0.025279000401496887,0.025279000401496887,12420,0.0,0.0
2024-10-27 00:00:00+00:00,0.025097999721765518,0.025637000799179077,0.02495099976658821,0.02501099929213524,5144,0.0,0.0
