TIMESTAMP,DOGE_TWEET_VOLUME_FULL_NAME_HASHTAG
2014-04-09,986.0
2014-04-10,2457.0
2014-04-11,3327.0
2014-04-12,1614.0
2014-04-13,2287.0
2014-04-14,3056.0
2014-04-15,3535.0
2014-04-16,4672.0
2014-04-17,2910.0
2014-04-18,2974.0
2014-04-19,3108.0
2014-04-20,3774.0
2014-04-21,5148.0
2014-04-22,4331.0
2014-04-23,4642.0
2014-04-24,4607.0
2014-04-25,5147.0
2014-04-26,5020.0
2014-04-27,3615.0
2014-04-28,5502.0
2014-04-29,5031.0
2014-04-30,4931.0
2014-05-01,4727.0
2014-05-02,5180.0
2014-05-03,6500.0
2014-05-04,7787.0
2014-05-05,6189.0
2014-05-06,5396.0
2014-05-07,4948.0
2014-05-08,4047.0
2014-05-09,5589.0
2014-05-10,3137.0
2014-05-11,5503.0
2014-05-12,5930.0
2014-05-13,5619.0
2014-05-14,6559.0
2014-05-15,7130.0
2014-05-16,4689.0
2014-05-17,6791.0
2014-05-18,5378.0
2014-05-19,3527.0
2014-05-20,4919.0
2014-05-21,4420.0
2014-05-22,4311.0
2014-05-23,4286.0
2014-05-24,3498.0
2014-05-25,2660.0
2014-05-26,2816.0
2014-05-27,4604.0
2014-05-28,3750.0
2014-05-29,3645.0
2014-05-30,3460.0
2014-05-31,3134.0
2014-06-01,3230.0
2014-06-02,3038.0
2014-06-03,4164.0
2014-06-04,4641.0
2014-06-05,3479.0
2014-06-06,3304.0
2014-06-07,2657.0
2014-06-08,2984.0
2014-06-09,3362.0
2014-06-10,3041.0
2014-06-11,3015.0
2014-06-12,2735.0
2014-06-13,2838.0
2014-06-14,2194.0
2014-06-15,2417.0
2014-06-16,2689.0
2014-06-17,2696.0
2014-06-18,2518.0
2014-06-19,2696.0
2014-06-20,2874.0
2014-06-21,1884.0
2014-06-22,2345.0
2014-06-23,2806.0
2014-06-24,2781.0
2014-06-25,2923.0
2014-06-26,2724.0
2014-06-27,2631.0
2014-06-28,1651.0
2014-06-29,1876.0
2014-06-30,2728.0
2014-07-01,2686.0
2014-07-02,2709.0
2014-07-03,2165.0
2014-07-04,2080.0
2014-07-05,1788.0
2014-07-06,2081.0
2014-07-07,2993.0
2014-07-08,3498.0
2014-07-09,7428.0
2014-07-10,7776.0
2014-07-11,13365.0
2014-07-12,2005.0
2014-07-13,1901.0
2014-07-14,2446.0
2014-07-15,2585.0
2014-07-16,3157.0
2014-07-17,2681.0
2014-07-18,2374.0
2014-07-19,1698.0
2014-07-20,1686.0
2014-07-21,3106.0
2014-07-22,2031.0
2014-07-23,2748.0
2014-07-24,2569.0
2014-07-25,2650.0
2014-07-26,1698.0
2014-07-27,1488.0
2014-07-28,2395.0
2014-07-29,1811.0
2014-07-30,2356.0
2014-07-31,2204.0
2014-08-01,1869.0
2014-08-02,1398.0
2014-08-03,1432.0
2014-08-04,2159.0
2014-08-05,2052.0
2014-08-06,2103.0
2014-08-07,2320.0
2014-08-08,2236.0
2014-08-09,1484.0
2014-08-10,1481.0
2014-08-11,2155.0
2014-08-12,2323.0
2014-08-13,2383.0
2014-08-14,2703.0
2014-08-15,2482.0
2014-08-16,1670.0
2014-08-17,1361.0
2014-08-18,2322.0
2014-08-19,2417.0
2014-08-20,2552.0
2014-08-21,2473.0
2014-08-22,2246.0
2014-08-23,1473.0
2014-08-24,1537.0
2014-08-25,2458.0
2014-08-26,2647.0
2014-08-27,1468.0
2014-08-28,1331.0
2014-08-29,1112.0
2014-08-30,1150.0
2014-08-31,1181.0
2014-09-01,1349.0
2014-09-02,1281.0
2014-09-03,1647.0
2014-09-04,2550.0
2014-09-05,2775.0
2014-09-06,2044.0
2014-09-07,1647.0
2014-09-08,2326.0
2014-09-09,1422.0
2014-09-10,1994.0
2014-09-11,2718.0
2014-09-12,3003.0
2014-09-13,2409.0
2014-09-14,2917.0
2014-09-15,3131.0
2014-09-16,3076.0
2014-09-17,3663.0
2014-09-18,3537.0
2014-09-19,3522.0
2014-09-20,2914.0
2014-09-21,2301.0
2014-09-22,2958.0
2014-09-23,3271.0
2014-09-24,4375.0
2014-09-25,3834.0
2014-09-26,4717.0
2014-09-27,3365.0
2014-09-28,3043.0
2014-09-29,3234.0
2014-09-30,2953.0
2014-10-01,2833.0
2014-10-02,2648.0
2014-10-03,2430.0
2014-10-04,2062.0
2014-10-05,1950.0
2014-10-06,3135.0
2014-10-07,2935.0
2014-10-08,2978.0
2014-10-09,3340.0
2014-10-10,2797.0
2014-10-11,2207.0
2014-10-12,2412.0
2014-10-13,3039.0
