TIMESTAMP,XGD_OPEN_PRICE_USD,XGD_HIGH_PRICE_USD,XGD_LOW_PRICE_USD,XGD_CLOSE_PRICE_USD,XGD_VOLUME_USD,XGD_DIVIDENDS_USD,XGD_STOCK_SPLITS_USD
2024-08-07 00:00:00+00:00,2996.965576171875,3001.064208984375,2990.9814453125,2991.516357421875,14617,0.0,0.0
2024-08-08 00:00:00+00:00,2991.516357421875,2999.197509765625,2990.7958984375,2994.354248046875,12388,0.0,0.0
2024-08-09 00:00:00+00:00,2995.13525390625,2998.208251953125,2990.598876953125,2991.763916015625,18786,0.0,0.0
2024-08-10 00:00:00+00:00,2991.763916015625,2998.19384765625,2990.943603515625,2994.772705078125,16893,0.0,0.0
2024-08-11 00:00:00+00:00,2994.772705078125,3431.927001953125,2990.83740234375,3404.967529296875,31267,0.0,0.0
2024-08-12 00:00:00+00:00,3404.967529296875,4448.23876953125,3391.9697265625,4436.1787109375,33904,0.0,0.0
2024-08-13 00:00:00+00:00,4436.1787109375,4997.27099609375,4397.8896484375,4944.759765625,26637,0.0,0.0
2024-08-14 00:00:00+00:00,4944.759765625,5047.822265625,4940.185546875,4978.26025390625,33297,0.0,0.0
2024-08-15 00:00:00+00:00,4968.05419921875,9993.1357421875,4940.03466796875,9927.1279296875,66933,0.0,0.0
2024-08-16 00:00:00+00:00,9899.078125,10079.2490234375,2990.0283203125,6883.548828125,50823,0.0,0.0
2024-08-17 00:00:00+00:00,6902.11572265625,6921.3427734375,6422.93408203125,6450.7021484375,22875,0.0,0.0
2024-08-18 00:00:00+00:00,6477.6142578125,6497.06396484375,2988.0224609375,6456.353515625,15057,0.0,0.0
2024-08-19 00:00:00+00:00,6456.353515625,6498.9453125,6422.70947265625,6448.93505859375,38109,0.0,0.0
2024-08-20 00:00:00+00:00,6473.03466796875,6497.96875,6423.08984375,6480.34033203125,38720,0.0,0.0
2024-08-21 00:00:00+00:00,6459.6787109375,6494.63427734375,2237.60498046875,2237.791015625,10067,0.0,0.0
2024-08-22 00:00:00+00:00,2237.5400390625,6496.71923828125,2237.34619140625,6460.4111328125,17733,0.0,0.0
2024-08-23 00:00:00+00:00,6433.43408203125,6499.8251953125,6421.02734375,6462.79248046875,36380,0.0,0.0
2024-08-24 00:00:00+00:00,6441.072265625,6496.39453125,6423.64208984375,6448.9443359375,47302,0.0,0.0
2024-08-25 00:00:00+00:00,6480.361328125,6505.212890625,646.1947631835938,6502.20361328125,4859,0.0,0.0
2024-08-26 00:00:00+00:00,6502.20361328125,6506.2744140625,6424.05322265625,6444.7236328125,26955,0.0,0.0
2024-08-27 00:00:00+00:00,6462.60546875,6496.30224609375,6422.4755859375,6453.77734375,36853,0.0,0.0
2024-08-28 00:00:00+00:00,6453.77734375,6496.13037109375,6423.1455078125,6453.712890625,38636,0.0,0.0
2024-08-29 00:00:00+00:00,6453.712890625,6496.9658203125,6423.31201171875,6472.99072265625,33572,0.0,0.0
2024-08-30 00:00:00+00:00,6472.99072265625,6496.0498046875,5927.50927734375,5965.94091796875,35493,0.0,0.0
2024-08-31 00:00:00+00:00,5965.94091796875,6493.0703125,1979.341064453125,6402.18603515625,14663,0.0,0.0
2024-09-01 00:00:00+00:00,6402.18603515625,6493.50341796875,4892.603515625,4988.189453125,26288,0.0,0.0
2024-09-02 00:00:00+00:00,4988.189453125,5077.52001953125,1993.1837158203125,4887.5556640625,30654,0.0,0.0
2024-09-03 00:00:00+00:00,4854.9541015625,4904.9072265625,4848.689453125,4901.54736328125,24197,0.0,0.0
2024-09-04 00:00:00+00:00,4901.54736328125,4904.7197265625,650.9514770507812,4689.29345703125,28272,0.0,0.0
2024-09-05 00:00:00+00:00,4718.69677734375,4739.22509765625,4544.41845703125,4557.99951171875,17286,0.0,0.0
2024-09-06 00:00:00+00:00,4557.99951171875,4725.68896484375,3950.825439453125,4205.0048828125,12115,0.0,0.0
2024-09-07 00:00:00+00:00,4205.0048828125,4232.2236328125,3599.502197265625,3633.078857421875,7576,0.0,0.0
2024-09-08 00:00:00+00:00,3633.078857421875,3710.51904296875,3072.84228515625,3092.369140625,4970,0.0,0.0
2024-09-09 00:00:00+00:00,3101.769775390625,3167.03857421875,650.9414672851562,2930.615966796875,5379,0.0,0.0
2024-09-10 00:00:00+00:00,2930.615966796875,2950.21728515625,2860.55615234375,2922.36572265625,5843,0.0,0.0
2024-09-11 00:00:00+00:00,2906.271728515625,2950.587158203125,2860.392822265625,2895.29345703125,4555,0.0,0.0
2024-09-12 00:00:00+00:00,2895.29345703125,2950.207275390625,2861.197021484375,2897.001953125,0,0.0,0.0
2024-09-13 00:00:00+00:00,2897.001953125,2897.001953125,2897.001953125,2897.001953125,0,0.0,0.0
2024-09-14 00:00:00+00:00,2897.001953125,2897.001953125,2897.001953125,2897.001953125,0,0.0,0.0
2024-09-15 00:00:00+00:00,2897.001953125,2897.001953125,2897.001953125,2897.001953125,0,0.0,0.0
2024-09-16 00:00:00+00:00,2897.001953125,2897.001953125,2897.001953125,2897.001953125,0,0.0,0.0
2024-09-17 00:00:00+00:00,2897.001953125,2897.001953125,2897.001953125,2897.001953125,0,0.0,0.0
2024-09-18 00:00:00+00:00,2897.001953125,2897.001953125,2897.001953125,2897.001953125,0,0.0,0.0
2024-09-19 00:00:00+00:00,2897.001953125,2897.001953125,425.7283935546875,466.5092468261719,0,0.0,0.0
2024-09-20 00:00:00+00:00,466.5092468261719,544.6431274414062,415.0257873535156,466.0044250488281,0,0.0,0.0
2024-09-21 00:00:00+00:00,507.7568359375,507.9631652832031,363.5115661621094,395.7574768066406,0,0.0,0.0
2024-09-22 00:00:00+00:00,395.7574768066406,409.0301513671875,328.5130615234375,349.5836486816406,0,0.0,0.0
2024-09-23 00:00:00+00:00,349.5836486816406,375.71435546875,329.0810852050781,374.9775695800781,0,0.0,0.0
2024-09-24 00:00:00+00:00,336.2647705078125,352.642822265625,316.5329895019531,336.06683349609375,0,0.0,0.0
2024-09-25 00:00:00+00:00,324.37799072265625,334.91162109375,283.0088195800781,287.1339111328125,0,0.0,0.0
2024-09-26 00:00:00+00:00,287.1339111328125,332.842041015625,263.510009765625,288.0953369140625,0,0.0,0.0
2024-09-27 00:00:00+00:00,288.0953369140625,302.6569519042969,257.8360595703125,279.0110168457031,0,0.0,0.0
2024-09-28 00:00:00+00:00,279.0107727050781,283.72998046875,265.19940185546875,272.1995849609375,0,0.0,0.0
2024-09-29 00:00:00+00:00,272.1991882324219,277.6886291503906,228.1014404296875,242.7141876220703,0,0.0,0.0
