TIMESTAMP,SMIDGE_OPEN_PRICE_USD,SMIDGE_HIGH_PRICE_USD,SMIDGE_LOW_PRICE_USD,SMIDGE_CLOSE_PRICE_USD,SMIDGE_VOLUME_USD,SMIDGE_DIVIDENDS_USD,SMIDGE_STOCK_SPLITS_USD
2024-05-31 00:00:00+00:00,,,,0.0,1319950,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,531483,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,525095,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,311767,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,217570,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,163552,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,125935,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,56867,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,40898,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,53770,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,447825,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,55245,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,44382,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,20472,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,10032,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,17787,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,26599,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,98907,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,24089,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,158580,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,41781,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,36410,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,18229,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,29076,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,42300,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,28186,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,59492,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,136278,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,60683,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,64766,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,62914,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,41728,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,71867,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,38939,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,17860,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,8334,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,30715,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,23346,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,7025,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,48523,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,236830,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,86327,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,31746,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,34351,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,22978,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,27404,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,56594,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,94530,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,53070,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,28102,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,42475,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,29013,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,21507,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,57674,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,26530,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,9886,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,14114,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,19044,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,7986,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,14796,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,13153,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,13862,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,39677,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,10371,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,4972,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,17564,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,2202,0.0,0.0
