TIMESTAMP,LUDUS_OPEN_PRICE_USD,LUDUS_HIGH_PRICE_USD,LUDUS_LOW_PRICE_USD,LUDUS_CLOSE_PRICE_USD,LUDUS_VOLUME_USD,LUDUS_DIVIDENDS_USD,LUDUS_STOCK_SPLITS_USD
2025-05-14 00:00:00+00:00,0.40633299946784973,0.4745990037918091,0.3365060091018677,0.3808470070362091,811239,0.0,0.0
2025-05-15 00:00:00+00:00,0.3808470070362091,0.414357990026474,0.2626590132713318,0.34372401237487793,389379,0.0,0.0
2025-05-16 00:00:00+00:00,0.34372401237487793,0.4350849986076355,0.32045599818229675,0.3479819893836975,208092,0.0,0.0
2025-05-17 00:00:00+00:00,0.34576401114463806,0.38429901003837585,0.2610830068588257,0.30545100569725037,180674,0.0,0.0
2025-05-18 00:00:00+00:00,0.30545100569725037,0.364793986082077,0.25641000270843506,0.30495500564575195,145107,0.0,0.0
2025-05-19 00:00:00+00:00,0.30495500564575195,0.30495500564575195,0.15756100416183472,0.21639299392700195,346293,0.0,0.0
2025-05-20 00:00:00+00:00,0.21639299392700195,0.23798899352550507,0.14793099462985992,0.19610600173473358,251054,0.0,0.0
2025-05-21 00:00:00+00:00,0.19610600173473358,0.28192800283432007,0.1463260054588318,0.1463260054588318,188121,0.0,0.0
2025-05-22 00:00:00+00:00,0.1463260054588318,0.20626699924468994,0.033034998923540115,0.13562799990177155,460582,0.0,0.0
2025-05-23 00:00:00+00:00,0.13562799990177155,0.14084599912166595,0.08303699642419815,0.08303699642419815,118792,0.0,0.0
2025-05-24 00:00:00+00:00,0.08122000098228455,0.09310699999332428,0.060228001326322556,0.060228001326322556,47454,0.0,0.0
2025-05-25 00:00:00+00:00,0.060228001326322556,0.06240199878811836,0.04097000136971474,0.06179700046777725,85762,0.0,0.0
2025-05-26 00:00:00+00:00,0.06179700046777725,0.07139299809932709,0.05720800161361694,0.059043001383543015,61233,0.0,0.0
2025-05-27 00:00:00+00:00,0.059043001383543015,0.059043001383543015,0.036083001643419266,0.04081200063228607,31527,0.0,0.0
2025-05-28 00:00:00+00:00,0.04081200063228607,0.04468899965286255,0.007627999875694513,0.011462000198662281,114492,0.0,0.0
2025-05-29 00:00:00+00:00,0.011462000198662281,0.027574999257922173,0.011199000291526318,0.018768999725580215,49823,0.0,0.0
2025-05-30 00:00:00+00:00,0.018768999725580215,0.028067000210285187,0.01805499941110611,0.01805499941110611,26051,0.0,0.0
2025-05-31 00:00:00+00:00,0.01805499941110611,0.0288270004093647,0.01805499941110611,0.026616999879479408,10875,0.0,0.0
2025-06-01 00:00:00+00:00,0.02661709487438202,0.03113245591521263,0.02350371517241001,0.02931058220565319,20194,0.0,0.0
