TIMESTAMP,SHIB31501_OPEN_PRICE_USD,SHIB31501_HIGH_PRICE_USD,SHIB31501_LOW_PRICE_USD,SHIB31501_CLOSE_PRICE_USD,SHIB31501_VOLUME_USD,SHIB31501_DIVIDENDS_USD,SHIB31501_STOCK_SPLITS_USD
2024-05-29 00:00:00+00:00,0.0017030000453814864,0.001943000010214746,0.0004879999905824661,0.0009030000073835254,5666619,0.0,0.0
2024-05-30 00:00:00+00:00,0.000893999997060746,0.0026289999950677156,0.0005169999785721302,0.001973999897018075,2384546,0.0,0.0
2024-05-31 00:00:00+00:00,0.0013470000121742487,0.0025450000539422035,0.0005150000215508044,0.0013299999991431832,2615649,0.0,0.0
2024-06-01 00:00:00+00:00,0.0013920000055804849,0.001509999972768128,0.00032699998700991273,0.000375000003259629,3932285,0.0,0.0
2024-06-02 00:00:00+00:00,0.0003480000013951212,0.0004239999980200082,0.00014899999951012433,0.00017299999308306724,984165,0.0,0.0
2024-06-03 00:00:00+00:00,0.00019299999985378236,0.00019299999985378236,0.00011899999663000926,0.00013099999341648072,360196,0.0,0.0
2024-06-04 00:00:00+00:00,0.0001429999974789098,0.0002119999990100041,0.00012799999967683107,0.00017600000137463212,224984,0.0,0.0
2024-06-05 00:00:00+00:00,0.0001849999971454963,0.00040499999886378646,0.0001740000006975606,0.00019999999494757503,500246,0.0,0.0
2024-06-06 00:00:00+00:00,0.0001880000054370612,0.00019999999494757503,0.00013699999544769526,0.00015700000221841037,122768,0.0,0.0
2024-06-07 00:00:00+00:00,0.00015500000154133886,0.00016199999663513154,8.70000003487803e-05,0.00010299999848939478,96683,0.0,0.0
2024-06-08 00:00:00+00:00,0.00010299999848939478,0.00012399999832268804,9.40000027185306e-05,9.7999996796716e-05,46634,0.0,0.0
2024-06-09 00:00:00+00:00,9.7999996796716e-05,0.00010099999781232327,8.499999967170879e-05,8.900000102585182e-05,25799,0.0,0.0
