TIMESTAMP,TAT36104_OPEN_PRICE_USD,TAT36104_HIGH_PRICE_USD,TAT36104_LOW_PRICE_USD,TAT36104_CLOSE_PRICE_USD,TAT36104_VOLUME_USD,TAT36104_DIVIDENDS_USD,TAT36104_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0023479999508708715,0.0024349999148398638,0.0017509999452158809,0.0018530000234022737,2531565,0.0,0.0
2025-04-02 00:00:00+00:00,0.0018530000234022737,0.001888000057078898,0.0008740000193938613,0.0008740000193938613,4326856,0.0,0.0
2025-04-03 00:00:00+00:00,0.0008709999965503812,0.0011210000375285745,0.0007689999765716493,0.0009609999833628535,3414219,0.0,0.0
2025-04-04 00:00:00+00:00,0.0009609999833628535,0.00139999995008111,0.0008740000193938613,0.0011729999678209424,4462987,0.0,0.0
2025-04-05 00:00:00+00:00,0.0011729999678209424,0.0012110000243410468,0.0008720000041648746,0.0009369999752379954,1490925,0.0,0.0
2025-04-06 00:00:00+00:00,0.0009369999752379954,0.0011070000473409891,0.0008880000095814466,0.0009309999877586961,3428367,0.0,0.0
2025-04-07 00:00:00+00:00,0.0009309999877586961,0.0009730000165291131,0.0007929999846965075,0.0009379999828524888,4959292,0.0,0.0
2025-04-08 00:00:00+00:00,0.0009379999828524888,0.0009980000322684646,0.0007880000048317015,0.0008319999906234443,4888862,0.0,0.0
2025-04-09 00:00:00+00:00,0.0008319999906234443,0.0008510000188834965,0.0007089999853633344,0.0007580000092275441,4955474,0.0,0.0
2025-04-10 00:00:00+00:00,0.0007580000092275441,0.0007830000249668956,0.0006150000263005495,0.0006220000213943422,440606,0.0,0.0
2025-04-11 00:00:00+00:00,0.0006230000290088356,0.0007130000158213079,0.0005970000056549907,0.0006859999848529696,499962,0.0,0.0
2025-04-12 00:00:00+00:00,0.0006859999848529696,0.0008210000232793391,0.0006189999985508621,0.0007719999994151294,482895,0.0,0.0
2025-04-13 00:00:00+00:00,0.0007719999994151294,0.0010969999711960554,0.0007159999804571271,0.0007820000173524022,736552,0.0,0.0
2025-04-14 00:00:00+00:00,0.0007820000173524022,0.0009449999779462814,0.0007389999809674919,0.0008280000183731318,506616,0.0,0.0
2025-04-15 00:00:00+00:00,0.0008280000183731318,0.0009490000084042549,0.0007800000021234155,0.0008110000053420663,423466,0.0,0.0
2025-04-16 00:00:00+00:00,0.0008159999852068722,0.0012420000275596976,0.0006709999870508909,0.0010560000082477927,678352,0.0,0.0
2025-04-17 00:00:00+00:00,0.0010560000082477927,0.0011549999471753836,0.0008900000248104334,0.0010339999571442604,568036,0.0,0.0
