TIMESTAMP,ALCX_OPEN_PRICE_USD,ALCX_HIGH_PRICE_USD,ALCX_LOW_PRICE_USD,ALCX_CLOSE_PRICE_USD,ALCX_VOLUME_USD,ALCX_DIVIDENDS_USD,ALCX_STOCK_SPLITS_USD
2021-02-27 00:00:00+00:00,571.0230102539062,571.0230102539062,330.933349609375,348.306396484375,200671,0.0,0.0
2021-02-28 00:00:00+00:00,348.30902099609375,611.2941284179688,348.2818603515625,606.9551391601562,9172794,0.0,0.0
2021-03-01 00:00:00+00:00,606.9554443359375,1071.2828369140625,606.9554443359375,1038.4561767578125,17950348,0.0,0.0
2021-03-02 00:00:00+00:00,1038.4891357421875,1129.393798828125,805.5029907226562,979.5792236328125,9568144,0.0,0.0
2021-03-03 00:00:00+00:00,979.5949096679688,1419.6947021484375,976.8847045898438,1371.092529296875,7283167,0.0,0.0
2021-03-04 00:00:00+00:00,1371.0067138671875,1470.1668701171875,971.2953491210938,1124.203857421875,8804045,0.0,0.0
2021-03-05 00:00:00+00:00,1124.24072265625,1182.1070556640625,864.2355346679688,1154.141845703125,8085085,0.0,0.0
2021-03-06 00:00:00+00:00,1154.149169921875,1479.8729248046875,1140.2718505859375,1338.447021484375,8710761,0.0,0.0
2021-03-07 00:00:00+00:00,1338.401123046875,1338.401123046875,1030.2122802734375,1193.1029052734375,7337138,0.0,0.0
2021-03-08 00:00:00+00:00,1193.0526123046875,1248.8564453125,1091.0670166015625,1242.754638671875,3820854,0.0,0.0
2021-03-09 00:00:00+00:00,1242.8284912109375,1242.8284912109375,899.7721557617188,931.58984375,7909317,0.0,0.0
2021-03-10 00:00:00+00:00,931.6041259765625,944.4486694335938,862.71923828125,868.375732421875,2946645,0.0,0.0
2021-03-11 00:00:00+00:00,868.345458984375,896.406494140625,652.6460571289062,891.1925659179688,8013990,0.0,0.0
2021-03-12 00:00:00+00:00,891.2034912109375,1137.0582275390625,859.5473022460938,1111.628662109375,5822960,0.0,0.0
2021-03-13 00:00:00+00:00,1111.600341796875,1556.403564453125,1079.1300048828125,1554.8974609375,7557498,0.0,0.0
2021-03-14 00:00:00+00:00,1554.923828125,1741.62548828125,1497.6353759765625,1716.521484375,14518438,0.0,0.0
2021-03-15 00:00:00+00:00,1716.51904296875,1736.5712890625,1521.4173583984375,1592.7432861328125,7513476,0.0,0.0
2021-03-16 00:00:00+00:00,1592.713623046875,1708.3092041015625,1507.248291015625,1708.3092041015625,5550270,0.0,0.0
2021-03-17 00:00:00+00:00,1708.31591796875,2018.3743896484375,1654.5230712890625,1957.68994140625,10261323,0.0,0.0
2021-03-18 00:00:00+00:00,1958.0758056640625,1965.866455078125,1727.3310546875,1824.49560546875,9062557,0.0,0.0
2021-03-19 00:00:00+00:00,1824.74365234375,1872.9593505859375,1774.7657470703125,1862.0743408203125,7273013,0.0,0.0
2021-03-20 00:00:00+00:00,1862.7108154296875,2037.684326171875,1859.148193359375,2003.5665283203125,5092316,0.0,0.0
2021-03-21 00:00:00+00:00,2003.327392578125,2008.18408203125,1792.4014892578125,1792.4014892578125,8254315,0.0,0.0
2021-03-22 00:00:00+00:00,1792.0545654296875,1792.552490234375,1612.5380859375,1612.5380859375,8057169,0.0,0.0
2021-03-23 00:00:00+00:00,1612.307861328125,1628.8466796875,1510.1688232421875,1518.453857421875,4853145,0.0,0.0
2021-03-24 00:00:00+00:00,1518.540283203125,1553.230224609375,1130.7125244140625,1301.5341796875,20498493,0.0,0.0
2021-03-25 00:00:00+00:00,1301.458984375,1404.2769775390625,1262.8668212890625,1389.398681640625,7027271,0.0,0.0
2021-03-26 00:00:00+00:00,1389.328369140625,1525.442138671875,1386.5792236328125,1518.7257080078125,5957472,0.0,0.0
