TIMESTAMP,DURTH_OPEN_PRICE_USD,DURTH_HIGH_PRICE_USD,DURTH_LOW_PRICE_USD,DURTH_CLOSE_PRICE_USD,DURTH_VOLUME_USD,DURTH_DIVIDENDS_USD,DURTH_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,140.6162872314453,144.05087280273438,136.40969848632812,140.5377197265625,147806,0.0,0.0
2022-03-25 00:00:00+00:00,140.5377197265625,144.6152801513672,137.48516845703125,142.88754272460938,228711,0.0,0.0
2022-03-26 00:00:00+00:00,142.88754272460938,145.00433349609375,132.02890014648438,135.76873779296875,231906,0.0,0.0
2022-03-27 00:00:00+00:00,135.76873779296875,138.0341339111328,134.15985107421875,135.5626220703125,88424,0.0,0.0
2022-03-28 00:00:00+00:00,135.5626220703125,136.7191619873047,127.59037017822266,133.9084014892578,87656,0.0,0.0
2022-03-29 00:00:00+00:00,133.9084014892578,139.09561157226562,128.36541748046875,133.03460693359375,155870,0.0,0.0
2022-03-30 00:00:00+00:00,133.03460693359375,140.88499450683594,128.88870239257812,139.7538299560547,205741,0.0,0.0
2022-03-31 00:00:00+00:00,139.7538299560547,149.45237731933594,130.11056518554688,139.43943786621094,64313,0.0,0.0
2022-04-01 00:00:00+00:00,139.43943786621094,141.3298797607422,124.03238677978516,125.99800872802734,227521,0.0,0.0
2022-04-02 00:00:00+00:00,125.99800872802734,132.3965606689453,123.40377044677734,125.19933319091797,121399,0.0,0.0
2022-04-03 00:00:00+00:00,125.19933319091797,140.2276611328125,123.62545776367188,134.92250061035156,281483,0.0,0.0
2022-04-04 00:00:00+00:00,134.92250061035156,140.3118896484375,132.8335418701172,136.20010375976562,256813,0.0,0.0
2022-04-05 00:00:00+00:00,136.20010375976562,137.1845703125,132.34864807128906,132.34864807128906,122188,0.0,0.0
2022-04-06 00:00:00+00:00,132.34864807128906,137.1202392578125,130.0386962890625,130.91714477539062,62221,0.0,0.0
2022-04-07 00:00:00+00:00,130.91714477539062,135.30520629882812,130.32958984375,131.72654724121094,61816,0.0,0.0
2022-04-08 00:00:00+00:00,131.72654724121094,135.02635192871094,130.11505126953125,132.35545349121094,61751,0.0,0.0
2022-04-09 00:00:00+00:00,132.35545349121094,133.87506103515625,130.19354248046875,132.7912139892578,18123,0.0,0.0
2022-04-10 00:00:00+00:00,132.7912139892578,134.65992736816406,131.1103973388672,132.06951904296875,92903,0.0,0.0
2022-04-11 00:00:00+00:00,132.06951904296875,136.8598175048828,130.9791259765625,133.50125122070312,46698,0.0,0.0
2022-04-12 00:00:00+00:00,133.50125122070312,135.4261474609375,131.1260986328125,135.0433807373047,35418,0.0,0.0
2022-04-13 00:00:00+00:00,135.0433807373047,136.7158203125,131.73695373535156,134.49708557128906,163754,0.0,0.0
2022-04-14 00:00:00+00:00,134.49708557128906,140.48045349121094,134.35047912597656,139.57899475097656,105296,0.0,0.0
2022-04-15 00:00:00+00:00,139.57899475097656,139.95181274414062,133.0729217529297,135.86001586914062,121707,0.0,0.0
2022-04-16 00:00:00+00:00,135.86001586914062,138.23248291015625,133.92355346679688,135.68980407714844,86400,0.0,0.0
2022-04-17 00:00:00+00:00,135.68980407714844,137.94102478027344,133.83262634277344,135.2541046142578,34891,0.0,0.0
2022-04-18 00:00:00+00:00,135.2541046142578,136.8894805908203,132.68942260742188,135.61325073242188,11791,0.0,0.0
2022-04-19 00:00:00+00:00,135.61325073242188,139.08074951171875,134.7098846435547,137.3411865234375,128137,0.0,0.0
2022-04-20 00:00:00+00:00,137.3411865234375,138.58526611328125,132.3805694580078,135.16204833984375,134242,0.0,0.0
2022-04-21 00:00:00+00:00,135.16204833984375,143.69198608398438,132.85806274414062,135.33522033691406,148671,0.0,0.0
2022-04-22 00:00:00+00:00,135.33522033691406,137.47547912597656,132.1133270263672,132.25961303710938,25758,0.0,0.0
2022-04-23 00:00:00+00:00,132.25961303710938,134.9167022705078,130.39341735839844,132.40660095214844,53702,0.0,0.0
2022-04-24 00:00:00+00:00,132.40660095214844,134.10391235351562,131.4049072265625,131.5615234375,14290,0.0,0.0
2022-04-25 00:00:00+00:00,131.5615234375,136.007080078125,128.60806274414062,133.10108947753906,504539,0.0,0.0
2022-04-26 00:00:00+00:00,133.10108947753906,133.51939392089844,126.0029525756836,126.94342041015625,59355,0.0,0.0
2022-04-27 00:00:00+00:00,126.94342041015625,129.58575439453125,126.53661346435547,129.0155792236328,73114,0.0,0.0
2022-04-28 00:00:00+00:00,129.0155792236328,133.4127655029297,125.81604766845703,128.90834045410156,87539,0.0,0.0
2022-04-29 00:00:00+00:00,128.90834045410156,131.31613159179688,121.17916107177734,126.25767517089844,79254,0.0,0.0
2022-04-30 00:00:00+00:00,126.25767517089844,130.28091430664062,125.4818344116211,126.56083679199219,121478,0.0,0.0
2022-05-01 00:00:00+00:00,126.56083679199219,129.13475036621094,124.7293472290039,126.71829986572266,63519,0.0,0.0
2022-05-02 00:00:00+00:00,126.71829986572266,128.20738220214844,124.36382293701172,125.45323181152344,30536,0.0,0.0
2022-05-03 00:00:00+00:00,125.45323181152344,127.27835845947266,124.78984069824219,126.22050476074219,10833,0.0,0.0
2022-05-04 00:00:00+00:00,126.22050476074219,130.15545654296875,124.06906127929688,128.8557891845703,90682,0.0,0.0
2022-05-05 00:00:00+00:00,128.8557891845703,130.83363342285156,117.55686950683594,119.7625961303711,278534,0.0,0.0
2022-05-06 00:00:00+00:00,119.7625961303711,123.96054077148438,118.45089721679688,123.14225769042969,21785,0.0,0.0
2022-05-07 00:00:00+00:00,123.14225769042969,128.11660766601562,122.19667053222656,125.94658660888672,67536,0.0,0.0
2022-05-08 00:00:00+00:00,125.94658660888672,128.0271759033203,123.01235961914062,125.13948822021484,30052,0.0,0.0
2022-05-09 00:00:00+00:00,125.13948822021484,127.08786010742188,111.75918579101562,112.70435333251953,29332,0.0,0.0
2022-05-10 00:00:00+00:00,112.70435333251953,119.9064712524414,112.50279998779297,115.7353744506836,24225,0.0,0.0
2022-05-11 00:00:00+00:00,115.7353744506836,118.07341766357422,98.142578125,112.75535583496094,171294,0.0,0.0
2022-05-12 00:00:00+00:00,112.75535583496094,114.99481201171875,101.10388946533203,109.1405029296875,183569,0.0,0.0
2022-05-13 00:00:00+00:00,109.1405029296875,112.96746063232422,105.74144744873047,109.82949829101562,64430,0.0,0.0
