TIMESTAMP,XETA31543_OPEN_PRICE_USD,XETA31543_HIGH_PRICE_USD,XETA31543_LOW_PRICE_USD,XETA31543_CLOSE_PRICE_USD,XETA31543_VOLUME_USD,XETA31543_DIVIDENDS_USD,XETA31543_STOCK_SPLITS_USD
2024-05-30 00:00:00+00:00,0.00813599955290556,0.00836700014770031,0.008047999814152718,0.00827999971807003,2442298,0.0,0.0
2024-05-31 00:00:00+00:00,0.008255000226199627,0.008520999923348427,0.008061000145971775,0.008097999729216099,4581604,0.0,0.0
2024-06-01 00:00:00+00:00,0.00813599955290556,0.009304000064730644,0.008107000030577183,0.009277000091969967,4244221,0.0,0.0
2024-06-02 00:00:00+00:00,0.009500999934971333,0.01001800037920475,0.008554999716579914,0.008727000094950199,4957170,0.0,0.0
2024-06-03 00:00:00+00:00,0.00885200034826994,0.008969999849796295,0.008325000293552876,0.008454999886453152,5662808,0.0,0.0
2024-06-04 00:00:00+00:00,0.008423999883234501,0.008429000154137611,0.007819999940693378,0.007838999852538109,4223628,0.0,0.0
2024-06-05 00:00:00+00:00,0.007837999612092972,0.0079950001090765,0.007615999784320593,0.007699999958276749,5159411,0.0,0.0
2024-06-06 00:00:00+00:00,0.007718000095337629,0.008454999886453152,0.00761799979954958,0.008187999948859215,5149762,0.0,0.0
2024-06-07 00:00:00+00:00,0.008309000171720982,0.008516999892890453,0.00762900011613965,0.007641000207513571,5839044,0.0,0.0
2024-06-08 00:00:00+00:00,0.007627999875694513,0.007782999891787767,0.007135000079870224,0.0074430000968277454,5295456,0.0,0.0
2024-06-09 00:00:00+00:00,0.007443999871611595,0.007658999878913164,0.00725100003182888,0.0075969998724758625,5162023,0.0,0.0
2024-06-10 00:00:00+00:00,0.007586999796330929,0.007726000156253576,0.00737700005993247,0.007437000051140785,4971247,0.0,0.0
2024-06-11 00:00:00+00:00,0.007431000005453825,0.007437000051140785,0.006984000094234943,0.007062000222504139,5201584,0.0,0.0
