,MSE,RMSE,MAE,MAPE,R2
0,0.00160673227281867,0.04008391286405747,0.03041545009396457,0.06506783544089757,0.6416765325338941
1,0.0002293869411620226,0.015139922712820606,0.012206228828095049,0.03126594119931896,0.7769073692837539
2,0.0006289869008818888,0.02507937829253866,0.020969779833482582,0.03840265245680843,0.7727661137823577
3,0.001031858712571351,0.03211858417583994,0.022289449456548992,0.04473214436483413,0.7008414416407337
4,0.0003859077592592186,0.019642313694431666,0.015245792871191653,0.02874149230884983,0.12863145571363144
5,0.0006095517830260835,0.024686261914369578,0.0192872300244422,0.03998098222918472,0.5578299290272771
6,0.00036460786832599783,0.019094657721634337,0.014500869987468195,0.037698241978002554,0.7038671978242436
7,0.0004855456093043785,0.02203264313017982,0.018757562949344195,0.05266994549081533,0.9033420869081225
8,0.00026422895300678013,0.016254596514866562,0.012886077764423264,0.04291283902722524,0.6837571081269537
9,0.0005944004340397788,0.024374718073847532,0.01607624949247857,0.04573717766677718,0.6038769544345767
10,0.0005175431336580963,0.022745868504261028,0.018032639212584193,0.03915384746562159,0.6864097772565536
11,0.000974744982194455,0.031219473275676122,0.02608428698977275,0.07857873560126412,0.6743928884366005
Mean,0.0006411246125207268,0.02437269423954361,0.01889596812531635,0.045411819602466645,0.6528582379140582
