TIMESTAMP,BLI_OPEN_PRICE_USD,BLI_HIGH_PRICE_USD,BLI_LOW_PRICE_USD,BLI_CLOSE_PRICE_USD,BLI_VOLUME_USD,BLI_DIVIDENDS_USD,BLI_STOCK_SPLITS_USD
2021-12-25 00:00:00+00:00,9.999999974752427e-07,7.000000096013537e-06,9.999999974752427e-07,3.000000106112566e-06,3904697,0.0,0.0
2021-12-26 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,4759557,0.0,0.0
2021-12-27 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1346945,0.0,0.0
2021-12-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,562822,0.0,0.0
2021-12-29 00:00:00+00:00,1.9999999949504854e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,497997,0.0,0.0
2021-12-30 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,464946,0.0,0.0
2021-12-31 00:00:00+00:00,1.9999999949504854e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,284328,0.0,0.0
2022-01-01 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,214604,0.0,0.0
2022-01-02 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,224444,0.0,0.0
2022-01-03 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,522837,0.0,0.0
2022-01-04 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,4.999999873689376e-06,9.000000318337698e-06,932569,0.0,0.0
2022-01-05 00:00:00+00:00,9.000000318337698e-06,1.9999999494757503e-05,9.000000318337698e-06,1.1000000085914508e-05,1954679,0.0,0.0
2022-01-06 00:00:00+00:00,1.1000000085914508e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.2000000424450263e-05,1727519,0.0,0.0
2022-01-07 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,517345,0.0,0.0
2022-01-08 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,326267,0.0,0.0
2022-01-09 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,245083,0.0,0.0
2022-01-10 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,137370,0.0,0.0
2022-01-11 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,126971,0.0,0.0
2022-01-12 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,73425,0.0,0.0
2022-01-13 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,121002,0.0,0.0
2022-01-14 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,70364,0.0,0.0
2022-01-15 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,55069,0.0,0.0
2022-01-16 00:00:00+00:00,9.000000318337698e-06,1.8000000636675395e-05,9.000000318337698e-06,1.1000000085914508e-05,864297,0.0,0.0
2022-01-17 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,778282,0.0,0.0
2022-01-18 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,155101,0.0,0.0
2022-01-19 00:00:00+00:00,1.2999999853491317e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.2999999853491317e-05,424875,0.0,0.0
2022-01-20 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,337782,0.0,0.0
2022-01-21 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,113849,0.0,0.0
2022-01-22 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,149103,0.0,0.0
2022-01-23 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,301951,0.0,0.0
2022-01-24 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,261570,0.0,0.0
2022-01-25 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.2000000424450263e-05,192228,0.0,0.0
2022-01-26 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.1000000085914508e-05,230438,0.0,0.0
2022-01-27 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,249888,0.0,0.0
2022-01-28 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,1.1000000085914508e-05,1.1000000085914508e-05,161016,0.0,0.0
2022-01-29 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,103329,0.0,0.0
2022-01-30 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.000000096013537e-06,7.999999979801942e-06,318248,0.0,0.0
2022-01-31 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.000000096013537e-06,9.000000318337698e-06,924595,0.0,0.0
2022-02-01 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,1004172,0.0,0.0
2022-02-02 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,373293,0.0,0.0
2022-02-03 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,247548,0.0,0.0
2022-02-04 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,142704,0.0,0.0
2022-02-05 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,218155,0.0,0.0
2022-02-06 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,821589,0.0,0.0
2022-02-07 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,281246,0.0,0.0
2022-02-08 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,835396,0.0,0.0
2022-02-09 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,445507,0.0,0.0
2022-02-10 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,377211,0.0,0.0
2022-02-11 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,304057,0.0,0.0
2022-02-12 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,152037,0.0,0.0
2022-02-13 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,102025,0.0,0.0
2022-02-14 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,119698,0.0,0.0
2022-02-15 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,140056,0.0,0.0
2022-02-16 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,346776,0.0,0.0
2022-02-17 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,268222,0.0,0.0
2022-02-18 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,154613,0.0,0.0
2022-02-19 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,140115,0.0,0.0
2022-02-20 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,294504,0.0,0.0
2022-02-21 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,119211,0.0,0.0
2022-02-22 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,317708,0.0,0.0
2022-02-23 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,140516,0.0,0.0
2022-02-24 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,28067,0.0,0.0
2022-02-25 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,58980,0.0,0.0
2022-02-26 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,70103,0.0,0.0
2022-02-27 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,22931,0.0,0.0
2022-02-28 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,14863,0.0,0.0
2022-03-01 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,10969,0.0,0.0
2022-03-02 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,12160,0.0,0.0
2022-03-03 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,12134,0.0,0.0
2022-03-04 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,9664,0.0,0.0
2022-03-05 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,5893,0.0,0.0
2022-03-06 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4438,0.0,0.0
2022-03-07 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,11601,0.0,0.0
2022-03-08 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,21975,0.0,0.0
2022-03-09 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,13403,0.0,0.0
2022-03-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,14529,0.0,0.0
2022-03-11 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,11272,0.0,0.0
2022-03-12 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,10657,0.0,0.0
2022-03-13 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,4478,0.0,0.0
2022-03-14 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,10660,0.0,0.0
2022-03-15 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,18040,0.0,0.0
2022-03-16 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,20543,0.0,0.0
2022-03-17 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,0.0,9.999999974752427e-07,703485,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,763816,0.0,0.0
2022-03-19 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,118304,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,43572,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,26137,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,12341,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,38287,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,40773,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,23071,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,21653,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,38487,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,30662,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,10958,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,13149,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,18428,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,13492,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,16427,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,14483,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,18195,0.0,0.0
