TIMESTAMP,SOLSPONGE_OPEN_PRICE_USD,SOLSPONGE_HIGH_PRICE_USD,SOLSPONGE_LOW_PRICE_USD,SOLSPONGE_CLOSE_PRICE_USD,SOLSPONGE_VOLUME_USD,SOLSPONGE_DIVIDENDS_USD,SOLSPONGE_STOCK_SPLITS_USD
2024-03-01 00:00:00+00:00,,,,0.0,946640,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,5481051,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,12168630,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,2417220,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,1904256,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,2233007,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,1351832,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,831292,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,629069,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,1133817,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,503799,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,392062,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,459366,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,221129,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,240652,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,161200,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,80231,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,64623,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,27784,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,44990,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,19625,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,13887,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,17266,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,10694,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,28142,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,19738,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,13205,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,14727,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,13172,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,6809,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,8522,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,6451,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,3614,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,3686,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,5025,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,3641,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,1822,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,890,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,1174,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,1583,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,1859,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,1997,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,20271,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,3015,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,895,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,704,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,269,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,710,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,812,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,897,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,1365,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,892,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,1671,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,4403,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,6157,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,4235,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,580,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,370,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,350,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,369,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,1890,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,4870,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,213,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,1710,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,655,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,1444,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,1415,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,485,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,885,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,469,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,3872,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,10017,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,659,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,1062,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,756,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,320,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,4361,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,517,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,568,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,467,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,1071,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,744,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,4623,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,2641,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,2573,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,324,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,518,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,322,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,1057,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,1898,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,842,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,459,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,87,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,79,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,922,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,1064,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,560,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,1346,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,319,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,214,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,429,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,235,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,240,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,1447,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,149,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,429,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,368,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,300,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,656,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,89,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,83,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,31,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,91,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,500,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,48,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,646,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,275,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,429,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,722,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,74,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,693,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,79,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,254,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,342,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,241,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,774,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,204,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,1820,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,1401,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,269,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,243,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,132,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,259,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,314,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,865,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,58,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,82,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,47,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,163,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,556,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,142,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,5,0.0,0.0
