TIMESTAMP,RIZE36539_OPEN_PRICE_USD,RIZE36539_HIGH_PRICE_USD,RIZE36539_LOW_PRICE_USD,RIZE36539_CLOSE_PRICE_USD,RIZE36539_VOLUME_USD,RIZE36539_DIVIDENDS_USD,RIZE36539_STOCK_SPLITS_USD
2025-05-18 00:00:00+00:00,0.06022199988365173,0.06491000205278397,0.05376200005412102,0.05823700129985809,555674,0.0,0.0
2025-05-19 00:00:00+00:00,0.05823700129985809,0.07026299834251404,0.055663999170064926,0.06520900130271912,195345,0.0,0.0
2025-05-20 00:00:00+00:00,0.06520900130271912,0.06740599870681763,0.052887000143527985,0.05653399974107742,160036,0.0,0.0
2025-05-21 00:00:00+00:00,0.05653399974107742,0.07743000239133835,0.056393999606370926,0.07264400273561478,686834,0.0,0.0
2025-05-22 00:00:00+00:00,0.07290399819612503,0.07960899919271469,0.06342700123786926,0.06643600016832352,761662,0.0,0.0
2025-05-23 00:00:00+00:00,0.06643600016832352,0.07212900370359421,0.06386400014162064,0.06870400160551071,316126,0.0,0.0
2025-05-24 00:00:00+00:00,0.06870400160551071,0.07039900124073029,0.06533700227737427,0.06601099669933319,206495,0.0,0.0
2025-05-25 00:00:00+00:00,0.06601099669933319,0.07251200079917908,0.06360899657011032,0.0695979967713356,227191,0.0,0.0
2025-05-26 00:00:00+00:00,0.0695979967713356,0.07031799852848053,0.0647059977054596,0.06597000360488892,191169,0.0,0.0
2025-05-27 00:00:00+00:00,0.06597000360488892,0.06641700118780136,0.06274600327014923,0.06289699673652649,265196,0.0,0.0
2025-05-28 00:00:00+00:00,0.06289699673652649,0.0650629997253418,0.06052999943494797,0.06174800172448158,275460,0.0,0.0
2025-05-29 00:00:00+00:00,0.06174800172448158,0.06236699968576431,0.0569860003888607,0.05745700001716614,190346,0.0,0.0
2025-05-30 00:00:00+00:00,0.05745700001716614,0.058076001703739166,0.05028500035405159,0.050592999905347824,233705,0.0,0.0
2025-05-31 00:00:00+00:00,0.050592999905347824,0.05090799927711487,0.04614099860191345,0.0465410016477108,175843,0.0,0.0
2025-06-01 00:00:00+00:00,0.04654056578874588,0.04716396704316139,0.03736962378025055,0.04497283324599266,728771,0.0,0.0
