,MSE,RMSE,MAE,MAPE,R2
0,0.002527912650622854,0.050278351709486795,0.0388301805667033,0.05176674979362062,0.8629875250991689
1,0.000630521831473707,0.02511019377610828,0.01819395566527741,0.02854096154888242,0.7858507886928586
2,0.005219846002013287,0.07224850172850152,0.056682205481270925,0.05267940236401178,0.8682879415848562
3,0.0043851135127597534,0.06622018961585473,0.04375260759182338,0.040488126831157795,0.7467711842899982
4,0.0015801148097001891,0.03975065797820445,0.02767605922209678,0.025543393660575366,-0.1824294921190297
5,0.0018346624898280526,0.042832960320622865,0.03373957360975003,0.03055698107242371,0.784842225521712
6,0.0014569039770221202,0.03816941153623042,0.03010153845856451,0.03514580551645244,0.6053942337487608
7,0.0005388775396300774,0.023213736011897728,0.017570439478780647,0.024848215018434025,0.9225599798043795
8,0.002299441492263863,0.04795249203392732,0.036527702323546414,0.04754702197684536,0.6136201612916663
9,0.0006107457898034939,0.024713271531780122,0.018964753950783876,0.02427962445680341,0.6955477642239315
10,0.0006349554728021488,0.025198322817246165,0.018835964595700003,0.02588640261575298,0.8467079739037489
11,0.000971931158937258,0.031175810477632463,0.02236039786950806,0.04821011026472313,0.870698372736634
Mean,0.0018909188939047333,0.04057199162812441,0.03026961490115045,0.03629106625997359,0.7017365548982238
