TIMESTAMP,SHANG_OPEN_PRICE_USD,SHANG_HIGH_PRICE_USD,SHANG_LOW_PRICE_USD,SHANG_CLOSE_PRICE_USD,SHANG_VOLUME_USD,SHANG_DIVIDENDS_USD,SHANG_STOCK_SPLITS_USD
2023-04-20 00:00:00+00:00,,,,0.0,1475599,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,1478240,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,718219,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,1148932,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,852493,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,962944,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,949,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,12570,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,751,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,39683,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,766348,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,116979,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,43367,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,8679,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,17924,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,57,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,15875,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,15452,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,12808,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,8372,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,15205,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,14637,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,16033,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,12622,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,19883,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,19246,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,17926,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,204324,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,152004,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,256420,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,10466657,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,9330883,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,7072950,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,14145909,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,100188345,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,8440688,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,10042784,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,7165569,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,5613903,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,6036374,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,4291951,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,7312388,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,15358298,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,6733949,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,4025927,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,3739383,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,4056993,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,2783807,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,2822203,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,2948284,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,2111085,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1604456,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,1966474,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,1632964,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,1368743,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,1140543,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,1206227,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,1209803,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,1174993,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1250926,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,909348,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,1060176,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,961420,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,948795,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,779905,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,835020,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,883231,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,606688,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,701270,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,641525,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,863418,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,518985,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,735490,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,576062,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,851806,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,617556,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,706646,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,663358,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,593094,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,580300,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,725057,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,625474,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,583109,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,502441,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,511927,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,456525,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,504648,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,488446,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,478802,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,478214,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,492079,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,457680,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,251358,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,352424,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,309628,0.0,0.0
