TIMESTAMP,RODAI_OPEN_PRICE_USD,RODAI_HIGH_PRICE_USD,RODAI_LOW_PRICE_USD,RODAI_CLOSE_PRICE_USD,RODAI_VOLUME_USD,RODAI_DIVIDENDS_USD,RODAI_STOCK_SPLITS_USD
2024-02-06 00:00:00+00:00,,,,0.0,119668,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,63590,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,108887,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,90260,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,14959,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,11040,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,10501,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,7268,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,36986,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,42435,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,8368,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,6499,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,35312,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,37210,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,22466,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,2673,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,2990,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,2281,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,3739,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,3332,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,1360,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,10515,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,1460,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,2806,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,7606,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,8295,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,7790,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,59716,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,150626,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,120989,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,186795,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,146368,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,244947,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,239288,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,1279692,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,4244799,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,2095712,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,1634801,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,1151317,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,817884,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,362466,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,378183,0.0,0.0
