TIMESTAMP,AZY_OPEN_PRICE_USD,AZY_HIGH_PRICE_USD,AZY_LOW_PRICE_USD,AZY_CLOSE_PRICE_USD,AZY_VOLUME_USD,AZY_DIVIDENDS_USD,AZY_STOCK_SPLITS_USD
2022-07-22 00:00:00+00:00,0.3887470066547394,0.38875100016593933,0.1939069926738739,0.2943379878997803,36276741,0.0,0.0
2022-07-23 00:00:00+00:00,0.29575398564338684,0.4408150017261505,0.2748660147190094,0.36195600032806396,22653134,0.0,0.0
2022-07-24 00:00:00+00:00,0.3618279993534088,0.39786699414253235,0.31940901279449463,0.3427889943122864,11230709,0.0,0.0
2022-07-25 00:00:00+00:00,0.34286901354789734,0.37894201278686523,0.32616299390792847,0.33899998664855957,6456224,0.0,0.0
2022-07-26 00:00:00+00:00,0.3390049934387207,0.4008750021457672,0.3208329975605011,0.3468239903450012,9043015,0.0,0.0
2022-07-27 00:00:00+00:00,0.3468190133571625,0.39945799112319946,0.3384380042552948,0.37959998846054077,6424187,0.0,0.0
2022-07-28 00:00:00+00:00,0.3805310130119324,0.38845598697662354,0.35412898659706116,0.3593359887599945,4245358,0.0,0.0
2022-07-29 00:00:00+00:00,0.35990598797798157,0.3633889853954315,0.33306699991226196,0.3405489921569824,3230319,0.0,0.0
2022-07-30 00:00:00+00:00,0.34055501222610474,0.3660460114479065,0.3387550115585327,0.347121000289917,1947756,0.0,0.0
2022-07-31 00:00:00+00:00,0.3470430076122284,0.3581329882144928,0.34599098563194275,0.3505699932575226,4222754,0.0,0.0
2022-08-01 00:00:00+00:00,0.3505620062351227,0.37670600414276123,0.3457280099391937,0.3537519872188568,8721249,0.0,0.0
2022-08-02 00:00:00+00:00,0.35368698835372925,0.35507500171661377,0.3357050120830536,0.33812400698661804,7421171,0.0,0.0
2022-08-03 00:00:00+00:00,0.3381179869174957,0.37993401288986206,0.3374519944190979,0.37000998854637146,9678590,0.0,0.0
2022-08-04 00:00:00+00:00,0.3700709939002991,0.44677498936653137,0.32771700620651245,0.34422001242637634,23526684,0.0,0.0
2022-08-05 00:00:00+00:00,0.34415799379348755,0.3519020080566406,0.33110401034355164,0.34119001030921936,11227132,0.0,0.0
2022-08-06 00:00:00+00:00,0.3411880135536194,0.3433629870414734,0.3200640082359314,0.3202280104160309,8691170,0.0,0.0
2022-08-07 00:00:00+00:00,0.3200260102748871,0.3264180123806,0.2327139973640442,0.27123400568962097,11853238,0.0,0.0
2022-08-08 00:00:00+00:00,0.2712540030479431,0.27521398663520813,0.23567700386047363,0.24261899292469025,8040029,0.0,0.0
2022-08-09 00:00:00+00:00,0.24263599514961243,0.2471960037946701,0.19036799669265747,0.19322499632835388,9188799,0.0,0.0
2022-08-10 00:00:00+00:00,0.19297200441360474,0.20433199405670166,0.18227599561214447,0.19899800419807434,8017610,0.0,0.0
2022-08-11 00:00:00+00:00,0.19899800419807434,0.22860999405384064,0.19879299402236938,0.2019599974155426,15232365,0.0,0.0
2022-08-12 00:00:00+00:00,0.20190399885177612,0.20635199546813965,0.19775399565696716,0.19916899502277374,5033384,0.0,0.0
2022-08-13 00:00:00+00:00,0.19910599291324615,0.20329199731349945,0.19548200070858002,0.195919007062912,6221746,0.0,0.0
2022-08-14 00:00:00+00:00,0.19584999978542328,0.19922199845314026,0.18849100172519684,0.18962199985980988,5978927,0.0,0.0
2022-08-15 00:00:00+00:00,0.1895740032196045,0.1898449957370758,0.16765399277210236,0.16801999509334564,5747423,0.0,0.0
2022-08-16 00:00:00+00:00,0.167944997549057,0.167944997549057,0.1313910037279129,0.13140399754047394,4982971,0.0,0.0
2022-08-17 00:00:00+00:00,0.1314300000667572,0.14756900072097778,0.13060499727725983,0.1311420053243637,4956027,0.0,0.0
2022-08-18 00:00:00+00:00,0.13109999895095825,0.13168199360370636,0.10913199931383133,0.10913199931383133,3887089,0.0,0.0
