TIMESTAMP,BRITT_OPEN_PRICE_USD,BRITT_HIGH_PRICE_USD,BRITT_LOW_PRICE_USD,BRITT_CLOSE_PRICE_USD,BRITT_VOLUME_USD,BRITT_DIVIDENDS_USD,BRITT_STOCK_SPLITS_USD
2024-05-02 00:00:00+00:00,0.003020999953150749,0.0038530000019818544,0.002305000089108944,0.002669000066816807,663254,0.0,0.0
2024-05-03 00:00:00+00:00,0.0034519999753683805,0.0067900000140070915,0.003387999953702092,0.006401000078767538,1335253,0.0,0.0
2024-05-04 00:00:00+00:00,0.007860999554395676,0.008922000415623188,0.005410999990999699,0.007451000157743692,2279539,0.0,0.0
2024-05-05 00:00:00+00:00,0.007366000209003687,0.007501000072807074,0.004898999817669392,0.005047000013291836,1143541,0.0,0.0
2024-05-06 00:00:00+00:00,0.005152999889105558,0.005828999914228916,0.004011999815702438,0.004126000218093395,733518,0.0,0.0
2024-05-07 00:00:00+00:00,0.004126000218093395,0.006022999994456768,0.004126000218093395,0.004538999870419502,749202,0.0,0.0
2024-05-08 00:00:00+00:00,0.0048699998296797276,0.005518999882042408,0.0036410000175237656,0.003911999985575676,549064,0.0,0.0
2024-05-09 00:00:00+00:00,0.003911999985575676,0.004573000129312277,0.003003000048920512,0.0037640000227838755,538185,0.0,0.0
2024-05-10 00:00:00+00:00,0.0037640000227838755,0.004035999998450279,0.0031930000986903906,0.0035200000274926424,329406,0.0,0.0
2024-05-11 00:00:00+00:00,0.0034829999785870314,0.003495000069960952,0.0028959999326616526,0.003220000071451068,269832,0.0,0.0
2024-05-12 00:00:00+00:00,0.003223000094294548,0.0034580000210553408,0.002985999919474125,0.003046999918296933,209128,0.0,0.0
2024-05-13 00:00:00+00:00,0.0030869999900460243,0.003155000042170286,0.0020230000372976065,0.002377999946475029,572402,0.0,0.0
2024-05-14 00:00:00+00:00,0.002403999911621213,0.002707999898120761,0.0016980000073090196,0.0020039998926222324,269104,0.0,0.0
2024-05-15 00:00:00+00:00,0.0020039998926222324,0.0035170000046491623,0.0019420000026002526,0.003123000031337142,264262,0.0,0.0
2024-05-16 00:00:00+00:00,0.003019999945536256,0.003909999970346689,0.0024979999288916588,0.0024979999288916588,352090,0.0,0.0
2024-05-17 00:00:00+00:00,0.0025229998864233494,0.003060000017285347,0.0023270000237971544,0.002764000091701746,225593,0.0,0.0
2024-05-18 00:00:00+00:00,0.0028200000524520874,0.002867999952286482,0.002208000048995018,0.0024880000855773687,161219,0.0,0.0
2024-05-19 00:00:00+00:00,0.0024580000899732113,0.0024629998952150345,0.0018400000408291817,0.0021699999924749136,226971,0.0,0.0
2024-05-20 00:00:00+00:00,0.002177000045776367,0.0034439999144524336,0.0021750000305473804,0.002736999886110425,349744,0.0,0.0
2024-05-21 00:00:00+00:00,0.002736999886110425,0.003604999976232648,0.002638000063598156,0.003063000040128827,285782,0.0,0.0
2024-05-22 00:00:00+00:00,0.003063000040128827,0.00318100000731647,0.002563999965786934,0.0027779999654740095,206332,0.0,0.0
2024-05-23 00:00:00+00:00,0.0027779999654740095,0.0038590000476688147,0.00267999991774559,0.003570999950170517,362537,0.0,0.0
2024-05-24 00:00:00+00:00,0.0033229999244213104,0.003703000023961067,0.0028299998957663774,0.0035860000643879175,358532,0.0,0.0
2024-05-25 00:00:00+00:00,0.0035860000643879175,0.004497999791055918,0.003263999940827489,0.003872999921441078,412907,0.0,0.0
2024-05-26 00:00:00+00:00,0.003836000105366111,0.004788000136613846,0.0035019998904317617,0.004029000177979469,717180,0.0,0.0
2024-05-27 00:00:00+00:00,0.004023000132292509,0.004217000212520361,0.003469000104814768,0.003625999903306365,495134,0.0,0.0
2024-05-28 00:00:00+00:00,0.003587000072002411,0.0036200000904500484,0.0026859999634325504,0.0026889999862760305,426123,0.0,0.0
2024-05-29 00:00:00+00:00,0.0026940000243484974,0.003315000096336007,0.0025549998972564936,0.003017999930307269,498476,0.0,0.0
2024-05-30 00:00:00+00:00,0.002979000099003315,0.003011000109836459,0.0026569999754428864,0.0027660001069307327,353732,0.0,0.0
2024-05-31 00:00:00+00:00,0.0028170000296086073,0.0028860000893473625,0.002365000080317259,0.0027759999502450228,247536,0.0,0.0
2024-06-01 00:00:00+00:00,0.002742999931797385,0.003229999914765358,0.002397000091150403,0.0024429999757558107,232846,0.0,0.0
2024-06-02 00:00:00+00:00,0.001610000035725534,0.002739999908953905,0.0013229999458417296,0.002328000031411648,1025093,0.0,0.0
2024-06-03 00:00:00+00:00,0.002380999969318509,0.0024870000779628754,0.0017269999952986836,0.0019580000080168247,348296,0.0,0.0
2024-06-04 00:00:00+00:00,0.001967000076547265,0.0021979999728500843,0.0017500000540167093,0.001976999919861555,200677,0.0,0.0
2024-06-05 00:00:00+00:00,0.0019779999274760485,0.002096999902278185,0.0016299999551847577,0.0018289999570697546,223912,0.0,0.0
2024-06-06 00:00:00+00:00,0.0018260000506415963,0.0023479999508708715,0.0015510000521317124,0.0017790000420063734,254718,0.0,0.0
2024-06-07 00:00:00+00:00,0.001816999982111156,0.0020620001014322042,0.0015930000226944685,0.001693999976851046,174375,0.0,0.0
2024-06-08 00:00:00+00:00,0.001693999976851046,0.0019460000330582261,0.0016129999421536922,0.0017740000039339066,161770,0.0,0.0
2024-06-09 00:00:00+00:00,0.0017740000039339066,0.0026920000091195107,0.001749000046402216,0.002572000026702881,385766,0.0,0.0
