TIMESTAMP,MEREDITH_OPEN_PRICE_USD,MEREDITH_HIGH_PRICE_USD,MEREDITH_LOW_PRICE_USD,MEREDITH_CLOSE_PRICE_USD,MEREDITH_VOLUME_USD,MEREDITH_DIVIDENDS_USD,MEREDITH_STOCK_SPLITS_USD
2024-04-19 00:00:00+00:00,0.00023099999816622585,0.0002610000083222985,0.00015100000018719584,0.00016799999866634607,28665,0.0,0.0
2024-04-20 00:00:00+00:00,0.00016799999866634607,0.00016999999934341758,7.200000254670158e-05,8.600000001024455e-05,20322,0.0,0.0
2024-04-21 00:00:00+00:00,8.499999967170879e-05,9.500000305706635e-05,8.099999831756577e-05,9.000000136438757e-05,3265,0.0,0.0
2024-04-22 00:00:00+00:00,8.900000102585182e-05,9.100000170292333e-05,8.199999865610152e-05,8.800000068731606e-05,2178,0.0,0.0
2024-04-23 00:00:00+00:00,8.800000068731606e-05,8.900000102585182e-05,8.199999865610152e-05,8.199999865610152e-05,989,0.0,0.0
2024-04-24 00:00:00+00:00,7.999999797903001e-05,8.099999831756577e-05,5.900000178371556e-05,5.900000178371556e-05,1836,0.0,0.0
2024-04-25 00:00:00+00:00,5.900000178371556e-05,7.500000356230885e-05,5.700000110664405e-05,7.300000288523734e-05,4199,0.0,0.0
2024-04-26 00:00:00+00:00,7.300000288523734e-05,7.599999662488699e-05,6.70000008540228e-05,6.70000008540228e-05,1812,0.0,0.0
2024-04-27 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,5.900000178371556e-05,6.199999916134402e-05,2078,0.0,0.0
2024-04-28 00:00:00+00:00,6.199999916134402e-05,6.399999983841553e-05,5.700000110664405e-05,5.700000110664405e-05,1621,0.0,0.0
2024-04-29 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,5.400000009103678e-05,5.400000009103678e-05,1288,0.0,0.0
2024-04-30 00:00:00+00:00,5.400000009103678e-05,6.0999998822808266e-05,4.400000034365803e-05,4.5000000682193786e-05,2133,0.0,0.0
2024-05-01 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.099999932805076e-05,4.3000000005122274e-05,221,0.0,0.0
2024-05-02 00:00:00+00:00,4.3000000005122274e-05,5.400000009103678e-05,4.3000000005122274e-05,5.400000009103678e-05,1529,0.0,0.0
2024-05-03 00:00:00+00:00,5.400000009103678e-05,6.0999998822808266e-05,4.999999873689376e-05,6.0999998822808266e-05,1964,0.0,0.0
2024-05-04 00:00:00+00:00,6.399999983841553e-05,0.0001539999939268455,6.399999983841553e-05,0.00012399999832268804,15947,0.0,0.0
2024-05-05 00:00:00+00:00,0.0001250000059371814,0.00013499999477062374,0.0001049999991664663,0.00010599999950500205,4864,0.0,0.0
2024-05-06 00:00:00+00:00,9.999999747378752e-05,9.999999747378752e-05,8.299999899463728e-05,9.500000305706635e-05,3088,0.0,0.0
2024-05-07 00:00:00+00:00,9.500000305706635e-05,0.00011000000085914508,9.40000027185306e-05,0.00010800000018207356,1553,0.0,0.0
2024-05-08 00:00:00+00:00,0.00012099999730708078,0.0001250000059371814,0.00010900000052060932,0.00011000000085914508,3414,0.0,0.0
2024-05-09 00:00:00+00:00,0.00011000000085914508,0.00011100000119768083,0.00010299999848939478,0.00010800000018207356,1365,0.0,0.0
2024-05-10 00:00:00+00:00,0.00010800000018207356,0.00011100000119768083,9.999999747378752e-05,0.00010299999848939478,820,0.0,0.0
2024-05-11 00:00:00+00:00,0.00010299999848939478,0.00010299999848939478,9.899999713525176e-05,9.999999747378752e-05,718,0.0,0.0
2024-05-12 00:00:00+00:00,9.999999747378752e-05,0.00010099999781232327,8.900000102585182e-05,9.100000170292333e-05,867,0.0,0.0
2024-05-13 00:00:00+00:00,9.000000136438757e-05,9.40000027185306e-05,8.399999933317304e-05,8.399999933317304e-05,1018,0.0,0.0
2024-05-14 00:00:00+00:00,8.299999899463728e-05,8.70000003487803e-05,7.599999662488699e-05,7.699999696342275e-05,1488,0.0,0.0
