TIMESTAMP,FRESCO_OPEN_PRICE_USD,FRESCO_HIGH_PRICE_USD,FRESCO_LOW_PRICE_USD,FRESCO_CLOSE_PRICE_USD,FRESCO_VOLUME_USD,FRESCO_DIVIDENDS_USD,FRESCO_STOCK_SPLITS_USD
2024-06-07 00:00:00+00:00,,,,0.0,171616,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,176345,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,183949,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,53389,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,100131,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,64191,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,19591,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,14545,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,20021,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,12193,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,12461,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,2617,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,14064,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,4250,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,2907,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,1434,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,2158,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,565,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,1098,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,1784,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,4565,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,791,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,1292,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,3315,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,1406,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,7019,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,1617,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,2897,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,508,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,760,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,2592,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,212,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,78,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,400,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,460,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,361,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,407,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,5014,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,3417,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,445,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,205,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,1231,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,855,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,419,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,995,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,539,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,1240,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,68,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,1155,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,1162,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,3183,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,1349,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,608,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,971,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,54,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,264,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,246,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,304,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,4596,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,222,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,1013,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,4345,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,356,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,191,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,958,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,263,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,269,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,261,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,463,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,517,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,44,0.0,0.0
