TIMESTAMP,HATCHY_OPEN_PRICE_USD,HATCHY_HIGH_PRICE_USD,HATCHY_LOW_PRICE_USD,HATCHY_CLOSE_PRICE_USD,HATCHY_VOLUME_USD,HATCHY_DIVIDENDS_USD,HATCHY_STOCK_SPLITS_USD
2022-09-29 00:00:00+00:00,0.0025319999549537897,0.002563999965786934,0.0025080000050365925,0.0025400000158697367,93,0.0,0.0
2022-09-30 00:00:00+00:00,0.0025430000387132168,0.0031649998854845762,0.0025259999092668295,0.003108999924734235,453,0.0,0.0
2022-10-01 00:00:00+00:00,0.003103999886661768,0.004999999888241291,0.003102000104263425,0.004311999771744013,3537,0.0,0.0
2022-10-02 00:00:00+00:00,0.004310000222176313,0.005245999898761511,0.0035929998848587275,0.0038660001009702682,3420,0.0,0.0
2022-10-03 00:00:00+00:00,0.0038769999518990517,0.003965999931097031,0.003530000103637576,0.003886000020429492,750,0.0,0.0
2022-10-04 00:00:00+00:00,0.003886000020429492,0.004741000011563301,0.0036689999978989363,0.004602999892085791,1618,0.0,0.0
2022-10-05 00:00:00+00:00,0.004604000132530928,0.005402000155299902,0.004573000129312277,0.005197999998927116,1426,0.0,0.0
2022-10-06 00:00:00+00:00,0.005204000044614077,0.005260999780148268,0.0036150000523775816,0.004749000072479248,3950,0.0,0.0
2022-10-07 00:00:00+00:00,0.004656999837607145,0.004738999996334314,0.004058000165969133,0.004542999900877476,1673,0.0,0.0
2022-10-08 00:00:00+00:00,0.004459999967366457,0.004476000089198351,0.0037440001033246517,0.0037720000836998224,730,0.0,0.0
2022-10-09 00:00:00+00:00,0.0037720000836998224,0.004234000109136105,0.0019130000146105886,0.0025939999613910913,3916,0.0,0.0
2022-10-10 00:00:00+00:00,0.0025939999613910913,0.003575999988242984,0.002125999890267849,0.0033829999156296253,4021,0.0,0.0
2022-10-11 00:00:00+00:00,0.0033829999156296253,0.0035520000383257866,0.0028899998869746923,0.0032220000866800547,2542,0.0,0.0
