TIMESTAMP,RIVUS_OPEN_PRICE_USD,RIVUS_HIGH_PRICE_USD,RIVUS_LOW_PRICE_USD,RIVUS_CLOSE_PRICE_USD,RIVUS_VOLUME_USD,RIVUS_DIVIDENDS_USD,RIVUS_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,0.09293200075626373,0.09680800139904022,0.06457299739122391,0.06930799782276154,2715368,0.0,0.0
2024-04-13 00:00:00+00:00,0.0688140019774437,0.07073599845170975,0.04085500165820122,0.057829998433589935,2348759,0.0,0.0
2024-04-14 00:00:00+00:00,0.05783100053668022,0.07273499667644501,0.04778200015425682,0.0726580023765564,1660328,0.0,0.0
2024-04-15 00:00:00+00:00,0.07108800113201141,0.0720750018954277,0.04964900016784668,0.05428899824619293,966409,0.0,0.0
2024-04-16 00:00:00+00:00,0.05411199852824211,0.058253999799489975,0.04064200073480606,0.04805399850010872,1159110,0.0,0.0
2024-04-17 00:00:00+00:00,0.047981999814510345,0.0506649985909462,0.03245599940419197,0.03499399870634079,741883,0.0,0.0
2024-04-18 00:00:00+00:00,0.03584799915552139,0.04244399815797806,0.03012000024318695,0.036642998456954956,657844,0.0,0.0
2024-04-19 00:00:00+00:00,0.036795999854803085,0.04321400076150894,0.028092000633478165,0.040529001504182816,1241023,0.0,0.0
2024-04-20 00:00:00+00:00,0.04069500043988228,0.04521999880671501,0.03779299929738045,0.04095200076699257,399088,0.0,0.0
2024-04-21 00:00:00+00:00,0.040414001792669296,0.04680800065398216,0.040414001792669296,0.04202700033783913,575975,0.0,0.0
2024-04-22 00:00:00+00:00,0.04148399829864502,0.04604899883270264,0.03398999944329262,0.03584599867463112,621513,0.0,0.0
2024-04-23 00:00:00+00:00,0.03584599867463112,0.04229800030589104,0.03345799818634987,0.03764599934220314,507440,0.0,0.0
2024-04-24 00:00:00+00:00,0.03825400024652481,0.044555000960826874,0.0357699990272522,0.03930500149726868,412433,0.0,0.0
2024-04-25 00:00:00+00:00,0.04038900136947632,0.04265400022268295,0.02976199984550476,0.03547799959778786,340592,0.0,0.0
2024-04-26 00:00:00+00:00,0.03567599877715111,0.03710699826478958,0.019130999222397804,0.022328000515699387,243144,0.0,0.0
2024-04-27 00:00:00+00:00,0.022397000342607498,0.0238220002502203,0.01912900060415268,0.023674000054597855,177478,0.0,0.0
2024-04-28 00:00:00+00:00,0.023674000054597855,0.025689000263810158,0.020969999954104424,0.020969999954104424,124452,0.0,0.0
2024-04-29 00:00:00+00:00,0.020969999954104424,0.0209950003772974,0.0187780000269413,0.01972999982535839,52459,0.0,0.0
2024-04-30 00:00:00+00:00,0.01972999982535839,0.020107999444007874,0.01645199954509735,0.016863999888300896,55239,0.0,0.0
