TIMESTAMP,YPC29326_OPEN_PRICE_USD,YPC29326_HIGH_PRICE_USD,YPC29326_LOW_PRICE_USD,YPC29326_CLOSE_PRICE_USD,YPC29326_VOLUME_USD,YPC29326_DIVIDENDS_USD,YPC29326_STOCK_SPLITS_USD
2024-03-01 00:00:00+00:00,0.00019299999985378236,0.00019299999985378236,0.00019099999917671084,0.00019099999917671084,0,0.0,0.0
2024-03-02 00:00:00+00:00,0.00019099999917671084,0.00019200000679120421,0.00011800000356743112,0.00016199999663513154,0,0.0,0.0
2024-03-03 00:00:00+00:00,0.00016199999663513154,0.00017899999511428177,0.00016199999663513154,0.00016399999731220305,0,0.0,0.0
2024-03-04 00:00:00+00:00,0.00016399999731220305,0.0002010000025620684,0.00016399999731220305,0.00016999999934341758,0,0.0,0.0
2024-03-05 00:00:00+00:00,0.00016999999934341758,0.00017699999443721026,0.0001500000071246177,0.00015300000086426735,0,0.0,0.0
2024-03-06 00:00:00+00:00,0.00015300000086426735,0.00016199999663513154,0.00015300000086426735,0.00016199999663513154,0,0.0,0.0
2024-03-07 00:00:00+00:00,0.00016199999663513154,0.00018400000408291817,0.0001500000071246177,0.00016199999663513154,0,0.0,0.0
2024-03-08 00:00:00+00:00,0.00016199999663513154,0.00016199999663513154,0.00015700000221841037,0.00015799999528098851,0,0.0,0.0
2024-03-09 00:00:00+00:00,0.00015799999528098851,0.0001610000035725534,0.00012099999730708078,0.00015900000289548188,0,0.0,0.0
2024-03-10 00:00:00+00:00,0.00015900000289548188,0.00015900000289548188,0.000155999994603917,0.000155999994603917,0,0.0,0.0
2024-03-11 00:00:00+00:00,0.000155999994603917,0.000155999994603917,0.00014099999680183828,0.00015300000086426735,0,0.0,0.0
2024-03-12 00:00:00+00:00,0.00015300000086426735,0.000155999994603917,0.0001500000071246177,0.00015100000018719584,0,0.0,0.0
2024-03-13 00:00:00+00:00,0.00015100000018719584,0.00015799999528098851,0.00013699999544769526,0.00013899999612476677,0,0.0,0.0
2024-03-14 00:00:00+00:00,0.00013899999612476677,0.00013899999612476677,0.0001289999927394092,0.0001289999927394092,0,0.0,0.0
2024-03-15 00:00:00+00:00,0.0001289999927394092,0.0001289999927394092,0.00011200000153621659,0.00011700000322889537,0,0.0,0.0
2024-03-16 00:00:00+00:00,0.00011700000322889537,0.00011700000322889537,1.9999999494757503e-05,0.00011300000187475234,0,0.0,0.0
2024-03-17 00:00:00+00:00,0.00011300000187475234,0.00011300000187475234,0.0001049999991664663,0.00011300000187475234,0,0.0,0.0
2024-03-18 00:00:00+00:00,0.0001140000022132881,0.00011500000255182385,0.00011300000187475234,0.00011500000255182385,0,0.0,0.0
2024-03-19 00:00:00+00:00,0.00011500000255182385,0.00011500000255182385,0.00010199999815085903,0.0001049999991664663,0,0.0,0.0
2024-03-20 00:00:00+00:00,0.0001049999991664663,0.00011500000255182385,9.7999996796716e-05,0.0001140000022132881,0,0.0,0.0
2024-03-21 00:00:00+00:00,0.0001140000022132881,0.0001140000022132881,9.600000339560211e-05,0.00010699999984353781,0,0.0,0.0
2024-03-22 00:00:00+00:00,0.00010699999984353781,0.00012799999967683107,0.00010399999882793054,0.00012799999967683107,0,0.0,0.0
2024-03-23 00:00:00+00:00,0.00012799999967683107,0.00014899999951012433,0.00012799999967683107,0.0001449999981559813,0,0.0,0.0
2024-03-24 00:00:00+00:00,0.0001449999981559813,0.00015500000154133886,0.00013800000306218863,0.0001539999939268455,0,0.0,0.0
2024-03-25 00:00:00+00:00,0.0001539999939268455,0.0001880000054370612,0.0001500000071246177,0.00017600000137463212,0,0.0,0.0
2024-03-26 00:00:00+00:00,0.00017600000137463212,0.00020399999630171806,0.0001740000006975606,0.00020300000323913991,0,0.0,0.0
2024-03-27 00:00:00+00:00,0.00020300000323913991,0.00020300000323913991,0.00018099999579135329,0.00018200000340584666,0,0.0,0.0
2024-03-28 00:00:00+00:00,0.00018200000340584666,0.00021100000594742596,0.00017499999376013875,0.00020500000391621143,0,0.0,0.0
2024-03-29 00:00:00+00:00,0.00020500000391621143,0.0002280000044265762,0.00019200000679120421,0.00021600000036414713,0,0.0,0.0
2024-03-30 00:00:00+00:00,0.00021600000036414713,0.00029399999766610563,0.00021600000036414713,0.00024500000290572643,0,0.0,0.0
2024-03-31 00:00:00+00:00,0.00024500000290572643,0.00048099999548867345,0.00024500000290572643,0.00046499999007210135,0,0.0,0.0
2024-04-01 00:00:00+00:00,0.00046499999007210135,0.0006639999919570982,0.00043799998820759356,0.0006060000159777701,0,0.0,0.0
2024-04-02 00:00:00+00:00,0.0006060000159777701,0.0006290000164881349,0.00046499999007210135,0.0005029999883845448,0,0.0,0.0
2024-04-03 00:00:00+00:00,0.0005029999883845448,0.0005370000144466758,0.00038400001358240843,0.0003859999997075647,0,0.0,0.0
2024-04-04 00:00:00+00:00,0.0003859999997075647,0.0004039999912492931,0.00028899998869746923,0.0002969999914057553,0,0.0,0.0
2024-04-05 00:00:00+00:00,0.0002969999914057553,0.00034500000765547156,0.00027099999715574086,0.00034500000765547156,0,0.0,0.0
