TIMESTAMP,MBAG_OPEN_PRICE_USD,MBAG_HIGH_PRICE_USD,MBAG_LOW_PRICE_USD,MBAG_CLOSE_PRICE_USD,MBAG_VOLUME_USD,MBAG_DIVIDENDS_USD,MBAG_STOCK_SPLITS_USD
2024-10-11 00:00:00+00:00,5.199999941396527e-05,0.00010699999984353781,2.499999936844688e-05,4.199999966658652e-05,682815,0.0,0.0
2024-10-12 00:00:00+00:00,4.199999966658652e-05,5.6000000768108293e-05,2.499999936844688e-05,4.600000102072954e-05,112424,0.0,0.0
2024-10-13 00:00:00+00:00,4.600000102072954e-05,0.00010099999781232327,4.099999932805076e-05,9.200000204145908e-05,263436,0.0,0.0
2024-10-14 00:00:00+00:00,9.200000204145908e-05,0.00018600000475998968,7.400000322377309e-05,0.00015300000086426735,792812,0.0,0.0
2024-10-15 00:00:00+00:00,0.00015300000086426735,0.00018099999579135329,0.00011800000356743112,0.00013000000035390258,418515,0.0,0.0
2024-10-16 00:00:00+00:00,0.0001340000017080456,0.0001449999981559813,8.70000003487803e-05,0.00010199999815085903,313724,0.0,0.0
2024-10-17 00:00:00+00:00,0.00010199999815085903,0.00011300000187475234,6.0999998822808266e-05,7.599999662488699e-05,297733,0.0,0.0
2024-10-18 00:00:00+00:00,7.599999662488699e-05,8.600000001024455e-05,4.400000034365803e-05,5.900000178371556e-05,218497,0.0,0.0
2024-10-19 00:00:00+00:00,5.900000178371556e-05,6.199999916134402e-05,4.099999932805076e-05,5.0999999075429514e-05,99748,0.0,0.0
2024-10-20 00:00:00+00:00,5.0999999075429514e-05,8.099999831756577e-05,5.0999999075429514e-05,7.899999764049426e-05,210804,0.0,0.0
2024-10-21 00:00:00+00:00,8.800000068731606e-05,0.00010199999815085903,5.999999848427251e-05,7.200000254670158e-05,352595,0.0,0.0
2024-10-22 00:00:00+00:00,7.200000254670158e-05,7.699999696342275e-05,5.700000110664405e-05,6.70000008540228e-05,117574,0.0,0.0
2024-10-23 00:00:00+00:00,6.70000008540228e-05,6.900000153109431e-05,5.0999999075429514e-05,5.199999941396527e-05,138106,0.0,0.0
2024-10-24 00:00:00+00:00,5.199999941396527e-05,6.500000017695129e-05,4.999999873689376e-05,5.8000001445179805e-05,142489,0.0,0.0
2024-10-25 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,4.70000013592653e-05,4.999999873689376e-05,185814,0.0,0.0
2024-10-26 00:00:00+00:00,5.0999999075429514e-05,5.6000000768108293e-05,4.8000001697801054e-05,5.2999999752501026e-05,173795,0.0,0.0
2024-10-27 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.400000034365803e-05,4.8000001697801054e-05,186174,0.0,0.0
2024-10-28 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,3.899999865097925e-05,4.199999966658652e-05,132090,0.0,0.0
