TIMESTAMP,JSOL_OPEN_PRICE_USD,JSOL_HIGH_PRICE_USD,JSOL_LOW_PRICE_USD,JSOL_CLOSE_PRICE_USD,JSOL_VOLUME_USD,JSOL_DIVIDENDS_USD,JSOL_STOCK_SPLITS_USD
2021-11-22 00:00:00+00:00,265.7647705078125,440.8670349121094,192.24034118652344,218.10060119628906,49382,0.0,0.0
2021-11-23 00:00:00+00:00,217.8405303955078,223.32666015625,215.7981414794922,221.14065551757812,29618,0.0,0.0
2021-11-24 00:00:00+00:00,221.11961364746094,221.48855590820312,207.48280334472656,217.8076934814453,24746,0.0,0.0
2021-11-25 00:00:00+00:00,209.71165466308594,214.4922332763672,207.6819610595703,210.04095458984375,63605,0.0,0.0
2021-11-26 00:00:00+00:00,211.41781616210938,211.72010803222656,192.396240234375,194.0175323486328,152852,0.0,0.0
2021-11-27 00:00:00+00:00,194.0338134765625,197.9724884033203,193.9845428466797,194.787109375,42568,0.0,0.0
2021-11-28 00:00:00+00:00,195.07644653320312,195.30690002441406,185.93690490722656,195.26962280273438,38668,0.0,0.0
2021-11-29 00:00:00+00:00,195.4041290283203,210.58216857910156,195.4041290283203,205.84701538085938,65664,0.0,0.0
2021-11-30 00:00:00+00:00,205.8294219970703,214.3362579345703,202.5786895751953,210.83836364746094,86991,0.0,0.0
2021-12-01 00:00:00+00:00,210.51651000976562,225.1681365966797,210.49688720703125,224.48109436035156,102341,0.0,0.0
2021-12-02 00:00:00+00:00,224.52154541015625,237.91305541992188,220.13406372070312,233.02859497070312,152808,0.0,0.0
2021-12-03 00:00:00+00:00,233.3997344970703,235.2414093017578,212.16127014160156,213.67922973632812,117034,0.0,0.0
2021-12-04 00:00:00+00:00,213.60726928710938,214.1949005126953,189.3821258544922,203.23658752441406,301799,0.0,0.0
2021-12-05 00:00:00+00:00,203.43359375,205.11997985839844,188.4093780517578,193.18165588378906,161509,0.0,0.0
2021-12-06 00:00:00+00:00,192.86380004882812,197.0485076904297,179.78451538085938,196.07464599609375,147243,0.0,0.0
2021-12-07 00:00:00+00:00,196.1729278564453,204.6135711669922,190.70428466796875,191.39212036132812,35153,0.0,0.0
2021-12-08 00:00:00+00:00,191.3524169921875,195.7867889404297,187.27137756347656,195.18504333496094,64168,0.0,0.0
2021-12-09 00:00:00+00:00,195.13279724121094,196.2970428466797,181.8087615966797,183.08741760253906,52705,0.0,0.0
2021-12-10 00:00:00+00:00,183.0462646484375,184.04576110839844,172.82034301757812,173.0077667236328,51940,0.0,0.0
2021-12-11 00:00:00+00:00,172.8076629638672,174.7226104736328,167.0535430908203,173.27923583984375,81238,0.0,0.0
2021-12-12 00:00:00+00:00,173.16123962402344,177.96763610839844,169.71484375,175.03970336914062,17892,0.0,0.0
2021-12-13 00:00:00+00:00,174.9282989501953,174.9282989501953,153.0518035888672,156.9678955078125,46349,0.0,0.0
2021-12-14 00:00:00+00:00,157.01611328125,161.91831970214844,151.87060546875,161.67459106445312,10718,0.0,0.0
2021-12-15 00:00:00+00:00,161.6974639892578,181.54051208496094,159.578369140625,178.81903076171875,14547,0.0,0.0
2021-12-16 00:00:00+00:00,178.91366577148438,189.51296997070312,176.29171752929688,178.12310791015625,4560,0.0,0.0
2021-12-17 00:00:00+00:00,178.14657592773438,183.20423889160156,170.71656799316406,177.327392578125,3291,0.0,0.0
2021-12-18 00:00:00+00:00,177.10079956054688,185.43228149414062,173.2554168701172,184.47137451171875,107,0.0,0.0
2021-12-19 00:00:00+00:00,184.54705810546875,189.58018493652344,180.8310546875,181.5561065673828,1562,0.0,0.0
2021-12-20 00:00:00+00:00,181.73695373535156,181.8499755859375,170.5618896484375,175.1933135986328,2184,0.0,0.0
2021-12-21 00:00:00+00:00,175.21693420410156,183.0789031982422,171.92295837402344,181.5398712158203,195,0.0,0.0
2021-12-22 00:00:00+00:00,181.2930908203125,188.65139770507812,179.23550415039062,179.84652709960938,0,0.0,0.0
2021-12-23 00:00:00+00:00,179.6652374267578,193.56646728515625,178.0603790283203,191.5779266357422,12883,0.0,0.0
2021-12-24 00:00:00+00:00,191.44680786132812,198.0006103515625,188.6570281982422,192.30062866210938,20798,0.0,0.0
2021-12-25 00:00:00+00:00,192.1331024169922,196.62225341796875,191.53182983398438,195.23670959472656,460,0.0,0.0
2021-12-26 00:00:00+00:00,194.95339965820312,201.9605255126953,193.30821228027344,199.99612426757812,1550,0.0,0.0
2021-12-27 00:00:00+00:00,199.94271850585938,206.25582885742188,197.3497772216797,198.8997344970703,2341,0.0,0.0
2021-12-28 00:00:00+00:00,198.59426879882812,198.6951446533203,179.62612915039062,180.42636108398438,6227,0.0,0.0
2021-12-29 00:00:00+00:00,180.359619140625,182.0157928466797,172.95326232910156,172.9704132080078,2083,0.0,0.0
2021-12-30 00:00:00+00:00,172.79214477539062,177.11441040039062,171.20938110351562,173.76284790039062,1088,0.0,0.0
2021-12-31 00:00:00+00:00,173.7501678466797,178.8579864501953,170.4988250732422,172.3050079345703,1057,0.0,0.0
2022-01-01 00:00:00+00:00,172.31370544433594,180.31719970703125,172.31370544433594,179.43275451660156,3457,0.0,0.0
2022-01-02 00:00:00+00:00,179.43374633789062,180.79495239257812,176.83766174316406,178.31109619140625,873,0.0,0.0
2022-01-03 00:00:00+00:00,178.31312561035156,178.3480224609375,169.99143981933594,172.1392364501953,2220,0.0,0.0
2022-01-04 00:00:00+00:00,172.14283752441406,174.9747772216797,168.72125244140625,169.8328857421875,56085,0.0,0.0
2022-01-05 00:00:00+00:00,169.83619689941406,172.58575439453125,152.68698120117188,156.48316955566406,43615,0.0,0.0
2022-01-06 00:00:00+00:00,156.48512268066406,156.48512268066406,148.71006774902344,152.30955505371094,13421,0.0,0.0
2022-01-07 00:00:00+00:00,152.299072265625,152.35252380371094,138.03857421875,138.1811981201172,38661,0.0,0.0
2022-01-08 00:00:00+00:00,138.17996215820312,149.07603454589844,136.21124267578125,144.63656616210938,33741,0.0,0.0
2022-01-09 00:00:00+00:00,144.6490478515625,146.63253784179688,140.25363159179688,142.1551055908203,8450,0.0,0.0
2022-01-10 00:00:00+00:00,142.15171813964844,144.72756958007812,133.4058074951172,137.39378356933594,42631,0.0,0.0
2022-01-11 00:00:00+00:00,137.38534545898438,144.73220825195312,135.93380737304688,142.0604705810547,3790,0.0,0.0
2022-01-12 00:00:00+00:00,142.06687927246094,154.28292846679688,140.43399047851562,153.5648956298828,4758,0.0,0.0
2022-01-13 00:00:00+00:00,153.5580291748047,158.8920440673828,148.10862731933594,148.10862731933594,10870,0.0,0.0
2022-01-14 00:00:00+00:00,148.12191772460938,151.71322631835938,144.32569885253906,147.80203247070312,5285,0.0,0.0
2022-01-15 00:00:00+00:00,147.8144073486328,150.91163635253906,146.37322998046875,149.76519775390625,726,0.0,0.0
2022-01-16 00:00:00+00:00,149.76702880859375,153.54901123046875,148.37387084960938,149.72328186035156,1829,0.0,0.0
2022-01-17 00:00:00+00:00,149.7373809814453,149.87811279296875,139.78721618652344,141.65013122558594,1742,0.0,0.0
2022-01-18 00:00:00+00:00,141.65151977539062,143.38600158691406,137.04843139648438,143.36351013183594,5039,0.0,0.0
2022-01-19 00:00:00+00:00,143.34396362304688,143.83810424804688,135.43128967285156,138.00735473632812,6825,0.0,0.0
2022-01-20 00:00:00+00:00,138.0073699951172,144.72625732421875,129.95684814453125,129.97198486328125,20061,0.0,0.0
2022-01-21 00:00:00+00:00,130.03575134277344,130.21339416503906,111.98548126220703,113.60909271240234,110813,0.0,0.0
2022-01-22 00:00:00+00:00,113.61344909667969,114.3069839477539,91.56272888183594,95.44575500488281,185290,0.0,0.0
2022-01-23 00:00:00+00:00,95.51242065429688,105.43620300292969,94.95298767089844,100.86956787109375,31968,0.0,0.0
2022-01-24 00:00:00+00:00,100.89019012451172,101.11224365234375,83.0076675415039,92.94817352294922,120338,0.0,0.0
2022-01-25 00:00:00+00:00,92.95370483398438,100.62220001220703,89.20556640625,96.46944427490234,3354,0.0,0.0
2022-01-26 00:00:00+00:00,96.46829223632812,103.40340423583984,91.30284881591797,93.7759017944336,36680,0.0,0.0
2022-01-27 00:00:00+00:00,93.76236724853516,95.30058288574219,87.62113952636719,90.37152862548828,9319,0.0,0.0
2022-01-28 00:00:00+00:00,90.35539245605469,94.48441314697266,89.024658203125,92.48346710205078,6992,0.0,0.0
2022-01-29 00:00:00+00:00,92.50027465820312,99.68754577636719,92.47801208496094,97.04302978515625,3022,0.0,0.0
2022-01-30 00:00:00+00:00,97.05101776123047,98.41846466064453,93.4864730834961,94.74015045166016,3378,0.0,0.0
2022-01-31 00:00:00+00:00,94.742919921875,101.71808624267578,91.26417541503906,101.08384704589844,9616,0.0,0.0
2022-02-01 00:00:00+00:00,101.07737731933594,114.2237548828125,100.92941284179688,111.76338958740234,1048,0.0,0.0
2022-02-02 00:00:00+00:00,111.7764892578125,113.62840270996094,99.2060775756836,102.94242858886719,28764,0.0,0.0
2022-02-03 00:00:00+00:00,102.93549346923828,103.85218811035156,96.16272735595703,102.37551879882812,2403,0.0,0.0
2022-02-04 00:00:00+00:00,102.36226654052734,112.54486846923828,102.3533935546875,112.50555419921875,3767,0.0,0.0
2022-02-05 00:00:00+00:00,112.51136016845703,119.68323516845703,112.4554443359375,115.94085693359375,22,0.0,0.0
2022-02-06 00:00:00+00:00,115.93956756591797,117.42303466796875,114.18339538574219,117.05003356933594,371,0.0,0.0
2022-02-07 00:00:00+00:00,117.04480743408203,123.2733383178711,115.1430892944336,119.0666732788086,53529,0.0,0.0
2022-02-08 00:00:00+00:00,119.07355499267578,121.52294921875,112.4811782836914,115.52873229980469,87193,0.0,0.0
2022-02-09 00:00:00+00:00,115.52069854736328,118.14375305175781,111.56487274169922,116.12120056152344,68603,0.0,0.0
2022-02-10 00:00:00+00:00,116.12178039550781,116.37125396728516,108.0915756225586,108.11878204345703,124680,0.0,0.0
2022-02-11 00:00:00+00:00,108.12651062011719,109.46244049072266,97.5662612915039,97.7927017211914,103890,0.0,0.0
2022-02-12 00:00:00+00:00,97.79447174072266,100.63750457763672,95.50141906738281,97.55992126464844,88740,0.0,0.0
2022-02-13 00:00:00+00:00,97.55715942382812,98.63805389404297,93.6362075805664,94.72938537597656,43270,0.0,0.0
2022-02-14 00:00:00+00:00,94.72785949707031,99.13280487060547,93.119873046875,98.14030456542969,64397,0.0,0.0
2022-02-15 00:00:00+00:00,98.13703918457031,106.76261901855469,98.12391662597656,106.7618637084961,84421,0.0,0.0
2022-02-16 00:00:00+00:00,106.767578125,106.7942123413086,100.5737075805664,104.29692840576172,93816,0.0,0.0
2022-02-17 00:00:00+00:00,104.28716278076172,104.35472106933594,94.82781982421875,95.4986801147461,156912,0.0,0.0
2022-02-18 00:00:00+00:00,95.50261688232422,97.70149993896484,91.22897338867188,91.82794952392578,84631,0.0,0.0
2022-02-19 00:00:00+00:00,91.8242416381836,93.92852020263672,90.87244415283203,92.74527740478516,59751,0.0,0.0
2022-02-20 00:00:00+00:00,92.74282836914062,94.74820709228516,87.9762191772461,93.48805236816406,129708,0.0,0.0
2022-02-21 00:00:00+00:00,93.48719024658203,97.45829010009766,85.33815002441406,85.33815002441406,169461,0.0,0.0
2022-02-22 00:00:00+00:00,85.33940124511719,88.6387710571289,83.31710052490234,88.20037841796875,120086,0.0,0.0
2022-02-23 00:00:00+00:00,88.2005615234375,94.34305572509766,86.81349182128906,86.85650634765625,132799,0.0,0.0
2022-02-24 00:00:00+00:00,86.85653686523438,93.6714859008789,78.69747924804688,90.56143951416016,334827,0.0,0.0
2022-02-25 00:00:00+00:00,90.5624771118164,96.42671966552734,89.18809509277344,94.96739959716797,194442,0.0,0.0
2022-02-26 00:00:00+00:00,94.96420288085938,96.09140014648438,91.69339752197266,91.77533721923828,73104,0.0,0.0
2022-02-27 00:00:00+00:00,91.77012634277344,93.72376251220703,86.44918823242188,86.98513793945312,123382,0.0,0.0
2022-02-28 00:00:00+00:00,86.98143005371094,102.97102355957031,86.39068603515625,101.4659194946289,175125,0.0,0.0
2022-03-01 00:00:00+00:00,101.46499633789062,103.21566772460938,96.8433837890625,100.41593170166016,148373,0.0,0.0
2022-03-02 00:00:00+00:00,100.41473388671875,108.05176544189453,99.32431030273438,102.9132308959961,171078,0.0,0.0
2022-03-03 00:00:00+00:00,102.91284942626953,103.6028823852539,96.55496215820312,97.62005615234375,89257,0.0,0.0
2022-03-04 00:00:00+00:00,97.62338256835938,97.62615966796875,89.58348846435547,90.21693420410156,117668,0.0,0.0
2022-03-05 00:00:00+00:00,90.22639465332031,92.69528198242188,88.28910064697266,91.49329376220703,51465,0.0,0.0
2022-03-06 00:00:00+00:00,91.49406433105469,91.56000518798828,86.38289642333984,86.4252700805664,56253,0.0,0.0
2022-03-07 00:00:00+00:00,86.42756652832031,86.46251678466797,83.49752044677734,83.90361785888672,66613,0.0,0.0
2022-03-08 00:00:00+00:00,83.90043640136719,86.32341003417969,83.51155090332031,83.93135070800781,103515,0.0,0.0
2022-03-09 00:00:00+00:00,83.93273162841797,91.24589538574219,83.9249496459961,90.26223754882812,101765,0.0,0.0
2022-03-10 00:00:00+00:00,90.26124572753906,90.27301025390625,83.22792053222656,84.86381530761719,70401,0.0,0.0
2022-03-11 00:00:00+00:00,84.86444854736328,85.65983581542969,82.0381088256836,82.79132843017578,58973,0.0,0.0
2022-03-12 00:00:00+00:00,82.7918472290039,84.16179656982422,82.62409210205078,83.58628845214844,25572,0.0,0.0
2022-03-13 00:00:00+00:00,83.59974670410156,84.58720397949219,79.99283599853516,80.52873229980469,45810,0.0,0.0
2022-03-14 00:00:00+00:00,80.52664947509766,83.59967041015625,80.34563446044922,82.82068634033203,52978,0.0,0.0
