TIMESTAMP,HOT20493_OPEN_PRICE_USD,HOT20493_HIGH_PRICE_USD,HOT20493_LOW_PRICE_USD,HOT20493_CLOSE_PRICE_USD,HOT20493_VOLUME_USD,HOT20493_DIVIDENDS_USD,HOT20493_STOCK_SPLITS_USD
2022-06-08 00:00:00+00:00,5.153808116912842,5.312449932098389,4.835834980010986,5.050189971923828,271918,0.0,0.0
2022-06-09 00:00:00+00:00,5.05026912689209,5.106802940368652,4.933163166046143,5.049225807189941,174786,0.0,0.0
2022-06-10 00:00:00+00:00,5.04939079284668,5.082787036895752,4.913401126861572,4.9616498947143555,367962,0.0,0.0
2022-06-11 00:00:00+00:00,4.961729049682617,5.02216100692749,4.916679859161377,4.979082107543945,241329,0.0,0.0
2022-06-12 00:00:00+00:00,4.980095863342285,5.03616189956665,4.882719039916992,4.922080039978027,225409,0.0,0.0
2022-06-13 00:00:00+00:00,4.919768810272217,5.371087074279785,4.6846771240234375,5.098715782165527,252220,0.0,0.0
2022-06-14 00:00:00+00:00,5.098833084106445,5.700898170471191,4.6465229988098145,5.137642860412598,135790,0.0,0.0
2022-06-15 00:00:00+00:00,5.136145114898682,5.790785789489746,4.4955902099609375,5.291204929351807,169077,0.0,0.0
2022-06-16 00:00:00+00:00,5.291952133178711,5.39797306060791,5.09269380569458,5.163321018218994,3675,0.0,0.0
2022-06-17 00:00:00+00:00,5.164309978485107,5.393701076507568,5.027185916900635,5.258216857910156,91559,0.0,0.0
2022-06-18 00:00:00+00:00,5.258703231811523,5.462800025939941,4.937221050262451,5.2582478523254395,237460,0.0,0.0
2022-06-19 00:00:00+00:00,5.256396770477295,5.993068218231201,4.4060139656066895,5.950154781341553,257237,0.0,0.0
2022-06-20 00:00:00+00:00,5.950182914733887,5.961851119995117,4.277818202972412,5.123054027557373,213621,0.0,0.0
2022-06-21 00:00:00+00:00,5.1217570304870605,5.512271881103516,4.541487216949463,5.00116491317749,216685,0.0,0.0
2022-06-22 00:00:00+00:00,5.003284931182861,5.239805221557617,4.342341899871826,5.07804012298584,308777,0.0,0.0
2022-06-23 00:00:00+00:00,5.0779337882995605,5.215983867645264,4.687379837036133,5.001008987426758,68524,0.0,0.0
2022-06-24 00:00:00+00:00,5.000726222991943,5.667548179626465,4.481742858886719,4.574930191040039,183463,0.0,0.0
2022-06-25 00:00:00+00:00,4.575348854064941,5.084009170532227,4.498101234436035,5.000792980194092,277941,0.0,0.0
2022-06-26 00:00:00+00:00,4.999438762664795,5.04539680480957,4.448187828063965,4.473980903625488,98752,0.0,0.0
2022-06-27 00:00:00+00:00,4.47417688369751,4.9334211349487305,4.3527398109436035,4.646839141845703,88093,0.0,0.0
2022-06-28 00:00:00+00:00,4.645963191986084,4.989291191101074,3.456533908843994,4.063052177429199,161776,0.0,0.0
2022-06-29 00:00:00+00:00,4.0631561279296875,4.624386787414551,3.132075071334839,4.082852840423584,86636,0.0,0.0
2022-06-30 00:00:00+00:00,4.083695888519287,5.602898120880127,1.1198159456253052,4.042636871337891,137774,0.0,0.0
2022-07-01 00:00:00+00:00,4.04978084564209,6.078898906707764,0.6918910145759583,3.6057090759277344,165627,0.0,0.0
2022-07-02 00:00:00+00:00,3.6063249111175537,6.098789215087891,1.0438090562820435,3.9280900955200195,138162,0.0,0.0
2022-07-03 00:00:00+00:00,3.927851915359497,6.282258987426758,2.9409570693969727,4.879251003265381,41846,0.0,0.0
2022-07-04 00:00:00+00:00,4.879371166229248,5.7394890785217285,4.574100017547607,4.791475772857666,22312,0.0,0.0
2022-07-05 00:00:00+00:00,4.7915239334106445,7.016058921813965,4.615822792053223,6.864638805389404,0,0.0,0.0
2022-07-06 00:00:00+00:00,6.866170883178711,6.909627914428711,4.021993160247803,4.731607913970947,32822,0.0,0.0
2022-07-07 00:00:00+00:00,4.731571197509766,4.905869007110596,4.439863204956055,4.496461868286133,8729,0.0,0.0
2022-07-08 00:00:00+00:00,4.496441841125488,4.497539043426514,3.7113559246063232,3.7130889892578125,4834,0.0,0.0
