TIMESTAMP,PAC_OPEN_PRICE_USD,PAC_HIGH_PRICE_USD,PAC_LOW_PRICE_USD,PAC_CLOSE_PRICE_USD,PAC_VOLUME_USD,PAC_DIVIDENDS_USD,PAC_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,,,,0.0,2792,0.0,0.0
2017-11-10 00:00:00+00:00,,,,0.0,1001,0.0,0.0
2017-11-11 00:00:00+00:00,,,,0.0,647,0.0,0.0
2017-11-12 00:00:00+00:00,,,,0.0,2544,0.0,0.0
2017-11-13 00:00:00+00:00,,,,0.0,7823,0.0,0.0
2017-11-14 00:00:00+00:00,,,,0.0,7751,0.0,0.0
2017-11-15 00:00:00+00:00,,,,0.0,4692,0.0,0.0
2017-11-16 00:00:00+00:00,,,,0.0,7915,0.0,0.0
2017-11-17 00:00:00+00:00,,,,0.0,4240,0.0,0.0
2017-11-18 00:00:00+00:00,,,,0.0,1465,0.0,0.0
2017-11-19 00:00:00+00:00,,,,0.0,2818,0.0,0.0
2017-11-20 00:00:00+00:00,,,,0.0,5184,0.0,0.0
2017-11-21 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,8058,0.0,0.0
2017-11-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,8193,0.0,0.0
2017-11-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13230,0.0,0.0
2017-11-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13276,0.0,0.0
2017-11-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21014,0.0,0.0
2017-11-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12536,0.0,0.0
2017-11-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6855,0.0,0.0
2017-11-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10735,0.0,0.0
2017-11-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11803,0.0,0.0
2017-11-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15835,0.0,0.0
2017-12-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9355,0.0,0.0
2017-12-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9594,0.0,0.0
2017-12-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9022,0.0,0.0
2017-12-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,16279,0.0,0.0
2017-12-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13203,0.0,0.0
2017-12-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12898,0.0,0.0
2017-12-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8816,0.0,0.0
2017-12-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5280,0.0,0.0
2017-12-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7956,0.0,0.0
2017-12-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3969,0.0,0.0
2017-12-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7789,0.0,0.0
2017-12-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,24024,0.0,0.0
2017-12-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13400,0.0,0.0
2017-12-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15793,0.0,0.0
2017-12-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18005,0.0,0.0
2017-12-16 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,30616,0.0,0.0
2017-12-17 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,58412,0.0,0.0
2017-12-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,37240,0.0,0.0
2017-12-19 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,35311,0.0,0.0
2017-12-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,24475,0.0,0.0
