TIMESTAMP,DEEPSEEKAI35525_OPEN_PRICE_USD,DEEPSEEKAI35525_HIGH_PRICE_USD,DEEPSEEKAI35525_LOW_PRICE_USD,DEEPSEEKAI35525_CLOSE_PRICE_USD,DEEPSEEKAI35525_VOLUME_USD,DEEPSEEKAI35525_DIVIDENDS_USD,DEEPSEEKAI35525_STOCK_SPLITS_USD
2025-03-22 00:00:00+00:00,,,,0.0,2008,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,2484,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,137,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-06-01 00:00:00+00:00,1.0930300176244245e-13,1.0930300176244245e-13,1.093027713694808e-13,1.093027713694808e-13,7,0.0,0.0
