TIMESTAMP,PEAGUY_OPEN_PRICE_USD,PEAGUY_HIGH_PRICE_USD,PEAGUY_LOW_PRICE_USD,PEAGUY_CLOSE_PRICE_USD,PEAGUY_VOLUME_USD,PEAGUY_DIVIDENDS_USD,PEAGUY_STOCK_SPLITS_USD
2025-02-28 00:00:00+00:00,0.00011100000119768083,0.00011500000255182385,0.00010399999882793054,0.00011500000255182385,159,0.0,0.0
2025-03-01 00:00:00+00:00,0.00011500000255182385,0.00011600000289035961,0.00010800000018207356,0.00010900000052060932,67,0.0,0.0
2025-03-02 00:00:00+00:00,0.00010900000052060932,0.00012399999832268804,0.00010800000018207356,0.00012399999832268804,75,0.0,0.0
2025-03-03 00:00:00+00:00,0.00012399999832268804,0.00012399999832268804,9.899999713525176e-05,9.899999713525176e-05,382,0.0,0.0
2025-03-04 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,8.800000068731606e-05,9.500000305706635e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,9.500000305706635e-05,9.500000305706635e-05,9.200000204145908e-05,9.200000204145908e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,9.200000204145908e-05,0.00010099999781232327,9.200000204145908e-05,9.300000237999484e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,9.300000237999484e-05,9.300000237999484e-05,8.399999933317304e-05,8.399999933317304e-05,186,0.0,0.0
2025-03-08 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,7.699999696342275e-05,7.699999696342275e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,7.699999696342275e-05,8.099999831756577e-05,6.399999983841553e-05,6.399999983841553e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,6.399999983841553e-05,6.70000008540228e-05,5.999999848427251e-05,5.999999848427251e-05,168,0.0,0.0
2025-03-11 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.400000009103678e-05,5.8000001445179805e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.700000110664405e-05,5.999999848427251e-05,36,0.0,0.0
2025-03-13 00:00:00+00:00,5.999999848427251e-05,6.399999983841553e-05,5.700000110664405e-05,5.700000110664405e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,5.700000110664405e-05,6.800000119255856e-05,5.700000110664405e-05,6.800000119255856e-05,0,0.0,0.0
2025-03-15 00:00:00+00:00,6.800000119255856e-05,7.100000220816582e-05,6.800000119255856e-05,7.100000220816582e-05,107,0.0,0.0
2025-03-16 00:00:00+00:00,7.100000220816582e-05,7.599999662488699e-05,6.900000153109431e-05,6.900000153109431e-05,123,0.0,0.0
2025-03-17 00:00:00+00:00,6.900000153109431e-05,7.500000356230885e-05,6.900000153109431e-05,7.200000254670158e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,6.299999949987978e-05,6.399999983841553e-05,359,0.0,0.0
2025-03-19 00:00:00+00:00,6.399999983841553e-05,7.100000220816582e-05,6.199999916134402e-05,7.000000186963007e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,7.000000186963007e-05,7.000000186963007e-05,6.600000051548705e-05,6.600000051548705e-05,0,0.0,0.0
