TIMESTAMP,SSDX_OPEN_PRICE_USD,SSDX_HIGH_PRICE_USD,SSDX_LOW_PRICE_USD,SSDX_CLOSE_PRICE_USD,SSDX_VOLUME_USD,SSDX_DIVIDENDS_USD,SSDX_STOCK_SPLITS_USD
2025-01-01 00:00:00+00:00,2.9999999242136255e-05,3.7999998312443495e-05,2.9000000722589903e-05,3.5000000934815034e-05,41396,0.0,0.0
2025-01-02 00:00:00+00:00,3.5000000934815034e-05,4.5000000682193786e-05,2.9000000722589903e-05,4.199999966658652e-05,166162,0.0,0.0
2025-01-03 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.600000127335079e-05,4.199999966658652e-05,88542,0.0,0.0
2025-01-04 00:00:00+00:00,4.199999966658652e-05,5.0999999075429514e-05,3.899999865097925e-05,4.70000013592653e-05,129365,0.0,0.0
2025-01-05 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,3.899999865097925e-05,3.899999865097925e-05,115195,0.0,0.0
2025-01-06 00:00:00+00:00,3.899999865097925e-05,4.3000000005122274e-05,3.300000025774352e-05,3.400000059627928e-05,166851,0.0,0.0
2025-01-07 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,2.9000000722589903e-05,3.199999991920777e-05,146519,0.0,0.0
2025-01-08 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,2.8000000384054147e-05,2.8000000384054147e-05,120084,0.0,0.0
2025-01-09 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.5999999706982635e-05,2.8000000384054147e-05,132278,0.0,0.0
2025-01-10 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.499999936844688e-05,2.499999936844688e-05,198387,0.0,0.0
2025-01-11 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,1.9999999494757503e-05,2.099999983329326e-05,132725,0.0,0.0
2025-01-12 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,9.000000318337698e-06,9.000000318337698e-06,85063,0.0,0.0
2025-01-13 00:00:00+00:00,9.000000318337698e-06,2.8000000384054147e-05,9.000000318337698e-06,2.099999983329326e-05,88488,0.0,0.0
2025-01-14 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.4999999621068127e-05,1.700000029813964e-05,166932,0.0,0.0
2025-01-15 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,9.000000318337698e-06,1.4999999621068127e-05,68343,0.0,0.0
2025-01-16 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,9.999999747378752e-06,1.2000000424450263e-05,51810,0.0,0.0
2025-01-17 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.999999747378752e-06,1.1000000085914508e-05,54265,0.0,0.0
2025-01-18 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,9.000000318337698e-06,9.999999747378752e-06,12257,0.0,0.0
2025-01-19 00:00:00+00:00,9.999999747378752e-06,1.4999999621068127e-05,9.000000318337698e-06,9.999999747378752e-06,36993,0.0,0.0
2025-01-20 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,7.999999979801942e-06,9.999999747378752e-06,32737,0.0,0.0
2025-01-21 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,9.000000318337698e-06,1.2000000424450263e-05,81229,0.0,0.0
2025-01-22 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,7.999999979801942e-06,7.999999979801942e-06,61849,0.0,0.0
2025-01-23 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.999999979801942e-06,9.999999747378752e-06,175869,0.0,0.0
2025-01-24 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,7.000000096013537e-06,1.4000000192027073e-05,224796,0.0,0.0
2025-01-25 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,9.000000318337698e-06,1.2000000424450263e-05,200677,0.0,0.0
2025-01-26 00:00:00+00:00,1.2000000424450263e-05,1.5999999959603883e-05,9.000000318337698e-06,9.000000318337698e-06,174139,0.0,0.0
2025-01-27 00:00:00+00:00,9.000000318337698e-06,1.4999999621068127e-05,6.000000212225132e-06,6.000000212225132e-06,60707,0.0,0.0
2025-01-28 00:00:00+00:00,6.000000212225132e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,83339,0.0,0.0
2025-01-29 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,191911,0.0,0.0
2025-01-30 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,83403,0.0,0.0
2025-01-31 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,168341,0.0,0.0
2025-02-01 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,98018,0.0,0.0
2025-02-02 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,50876,0.0,0.0
2025-02-03 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,1.9999999949504854e-06,1.9999999949504854e-06,5279,0.0,0.0
2025-02-04 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,83587,0.0,0.0
2025-02-05 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,76691,0.0,0.0
2025-02-06 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,75465,0.0,0.0
2025-02-07 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,91593,0.0,0.0
2025-02-08 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,103502,0.0,0.0
2025-02-09 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,94487,0.0,0.0
2025-02-10 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,51694,0.0,0.0
2025-02-11 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,94763,0.0,0.0
2025-02-12 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,90907,0.0,0.0
2025-02-13 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,94170,0.0,0.0
2025-02-14 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,94538,0.0,0.0
