,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.042812843272677904,0.20036057656332487,0.1731215375076877,0.09012729290832723,12648902.476820106,3443.908948393509,2975.709163194444,0.08516725977673807,-1.3037907863452352
1,0.063765143129554,0.24987586388835412,0.2264777049618577,0.12507438934427925,18839187.588667367,4295.005543021401,3892.8248807123655,0.11780128785573975,-0.9693456085946112
2,0.038700148838228636,0.18273086095812838,0.15459952794530246,0.06135205395983447,11433827.730202438,3140.88025864309,2657.3433854166665,0.0587389911239157,-0.11139253038504797
3,0.09362217266120544,0.30580735878907855,0.2573963097579785,0.10503627910554997,27660343.525345813,5256.387319149282,4424.271149305555,0.10045368835658057,-1.9009507588696561
4,0.0133939952750457,0.1157214794082766,0.0920289497175058,0.02834604998358813,3957210.4341670168,1989.0856273699192,1581.8451360887095,0.02739452328789883,0.8399099990055761
5,0.049653539857179435,0.222727019421751,0.19013851986780028,0.06643020825601799,22302166.09997124,4720.318695060508,4029.661225694445,0.06439267044139059,-0.7281108560717634
6,0.0045109266777919,0.06694377060510019,0.052892378817607034,0.04225550756939387,6745048.0877733445,2588.629009902508,2045.2799596774196,0.04064266659082393,0.050762605613853824
7,0.006525381531195165,0.07889706788128137,0.06685178860748943,0.0688652124874272,9757205.086477892,3050.848293809299,2585.073054435484,0.065500391159022,0.16331361745558423
8,0.0035579811096527,0.059609578805549866,0.049246245785112726,0.0736923680705575,10957286.386234216,3308.0018268482213,2732.894142485118,0.07006728872472558,-0.7550788506844324
9,0.002247728157125733,0.04681270140320737,0.03969875944665497,0.060808794776398244,7897260.3600344835,2774.7894756300543,2353.115544354839,0.0579302998010142,0.05647417413867497
10,0.0007206976545228,0.026216004332381766,0.022813310157803798,0.036123608865497266,2740137.962515767,1616.501759905833,1406.6884635416664,0.034425254043774334,0.5617858683454097
11,0.005647104862018766,0.0747754096405692,0.0695358199362774,0.1502560913051392,21470655.63027035,4610.717628645779,4287.639687499999,0.14076417884498912,-0.8890451036773749
Mean,0.027096471918849844,0.13587314097475028,0.11623340437575651,0.07569732138600085,13034102.614040002,3399.589532198283,2914.362149367226,0.07193987500055105,-0.4154556858390852
