TIMESTAMP,MVRK_OPEN_PRICE_USD,MVRK_HIGH_PRICE_USD,MVRK_LOW_PRICE_USD,MVRK_CLOSE_PRICE_USD,MVRK_VOLUME_USD,MVRK_DIVIDENDS_USD,MVRK_STOCK_SPLITS_USD
2025-05-13 00:00:00+00:00,0.1007630005478859,0.10175599902868271,0.10031600296497345,0.10175599902868271,158428,0.0,0.0
2025-05-14 00:00:00+00:00,0.10175599902868271,0.10235100239515305,0.10097900032997131,0.10192500054836273,63178,0.0,0.0
2025-05-15 00:00:00+00:00,0.10192500054836273,0.102572001516819,0.10174000263214111,0.10220400243997574,63403,0.0,0.0
2025-05-16 00:00:00+00:00,0.10220400243997574,0.10284099727869034,0.10147400200366974,0.10273899883031845,12751,0.0,0.0
2025-05-17 00:00:00+00:00,0.10273899883031845,0.10279300063848495,0.10167200118303299,0.10275000333786011,2429,0.0,0.0
2025-05-18 00:00:00+00:00,0.10275000333786011,0.10289900004863739,0.10217499732971191,0.10226999968290329,287,0.0,0.0
2025-05-19 00:00:00+00:00,0.10226999968290329,0.1030919998884201,0.10198500007390976,0.10272599756717682,63305,0.0,0.0
2025-05-20 00:00:00+00:00,0.10272599756717682,0.10315699875354767,0.10219000279903412,0.10257100313901901,4233,0.0,0.0
2025-05-21 00:00:00+00:00,0.10257100313901901,0.1036129966378212,0.10185100138187408,0.1028980016708374,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.1028980016708374,0.10643299669027328,0.10173299908638,0.10173299908638,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.10173299908638,0.10173299908638,0.10143300145864487,0.10143300145864487,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.10143300145864487,0.1180810034275055,0.10076099634170532,0.1180810034275055,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.1180810034275055,0.1196729987859726,0.11443600058555603,0.1196729987859726,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.1196729987859726,0.1196729987859726,0.10788600146770477,0.10955099761486053,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.10955099761486053,0.11971600353717804,0.10666300356388092,0.11971600353717804,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.11971600353717804,0.12099599838256836,0.11799599975347519,0.12099599838256836,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.12099599838256836,0.12099599838256836,0.10673200339078903,0.11923699826002121,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.11923699826002121,0.11923699826002121,0.10937599837779999,0.10937599837779999,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.10937599837779999,0.11548800021409988,0.10737200081348419,0.11548800021409988,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.11548847705125809,0.11548847705125809,0.10231257975101471,0.11113504320383072,197,0.0,0.0
