,MSE,MAE,RMSE,MAPE,R2
0,0.0016598728358978303,0.030818647756017576,0.04074153698497186,0.06599766292778149,0.6298254537028068
1,0.00021647298997107053,0.012652111424213719,0.014713021102787507,0.0321069417370737,0.7894669654383396
2,0.0006567127209908834,0.021919034789035303,0.025626406712430116,0.04043959760355755,0.7627496160729386
3,0.0010023198730744036,0.020650146354965777,0.031659435766835824,0.04183506668002892,0.7094054015432396
4,0.0003904426794020336,0.015649647552542775,0.019759622450898035,0.02958787959004595,0.11839173736517128
5,0.000566779335829861,0.019306113491076363,0.02380712783663458,0.03967216890694713,0.5888571469586883
6,0.00036793529396189037,0.015020430520655036,0.019181639501405775,0.03887972474202333,0.7011646783144143
7,0.0005860819019653313,0.020440546246164724,0.02420912848421709,0.05695873047600393,0.8833282549376841
8,0.0003029977298776217,0.01325502780531292,0.01740682997784553,0.0439249332175559,0.637356628646943
9,0.0005761474364992878,0.01619390638567219,0.024003071397204312,0.04607526112766766,0.616041200223054
10,0.0005219208657296116,0.018253330464233424,0.02284558744549178,0.039591313733244746,0.6837572177187341
11,0.0009763134122279922,0.026109107461930618,0.031246014341480294,0.07855301506333309,0.6285756687168288
Mean,0.0006519997562856515,0.019189004187651702,0.02459995183351689,0.046135191317105285,0.6457433308032369
