TIMESTAMP,GOATSE_OPEN_PRICE_USD,GOATSE_HIGH_PRICE_USD,GOATSE_LOW_PRICE_USD,GOATSE_CLOSE_PRICE_USD,GOATSE_VOLUME_USD,GOATSE_DIVIDENDS_USD,GOATSE_STOCK_SPLITS_USD
2025-01-16 00:00:00+00:00,,,,0.0,721,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,929,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,1696,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,5017,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,11105,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,1166,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,1306,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,1212,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,982,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,910,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,759,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,368,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1043,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,1030,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,742,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,1438,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,722,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,811,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,1196,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,790,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,848,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,310,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,107,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,70,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,676,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,977,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,270,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,405,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,399,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,90,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,148,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,68,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,82,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,219,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,118,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,1342,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,129,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,79,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,1099,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,46,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,285,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,1700,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,121,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,928,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-06-01 00:00:00+00:00,1.75128005630229e-13,1.7687099614777102e-13,1.7405200273667293e-13,1.7687076575480937e-13,13,0.0,0.0
