TIMESTAMP,GOATSE_OPEN_PRICE_USD,GOATSE_HIGH_PRICE_USD,GOATSE_LOW_PRICE_USD,GOATSE_CLOSE_PRICE_USD,GOATSE_VOLUME_USD,GOATSE_DIVIDENDS_USD,GOATSE_STOCK_SPLITS_USD
2024-10-24 00:00:00+00:00,,,,0.0,245860,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,82122,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,52460,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,30916,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,43942,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,16732,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,11538,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,122092,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,43684,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,15325,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,2531,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,2184,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,1174,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,904,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,1392,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,3406,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,1995,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,278,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,705,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,4868,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,2565,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,5948,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,16641,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,161084,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,107995,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,13943,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,17428,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,17317,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,10696,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,6532,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,6398,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,13839,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,253524,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,41779,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,22572,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,7198,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,13200,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,15276,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,4413,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,5185,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,3942,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,4028,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,3345,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,7369,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,4550,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,4089,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,2050,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,3485,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,5499,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,8836,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,9623,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,7813,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,5458,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,16700,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,12510,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,3913,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,6156,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,3865,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,4786,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,10148,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,3543,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1111,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,989,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,2503,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,4623,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,5975,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,3315,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,1208,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,1149,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,10859,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,7355,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,2561,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,2016,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,3589,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,6055,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,2015,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,1443,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1772,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1044,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,769,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,1497,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,1789,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,822,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,1843,0.0,0.0
