TIMESTAMP,BTCZ31042_OPEN_PRICE_USD,BTCZ31042_HIGH_PRICE_USD,BTCZ31042_LOW_PRICE_USD,BTCZ31042_CLOSE_PRICE_USD,BTCZ31042_VOLUME_USD,BTCZ31042_DIVIDENDS_USD,BTCZ31042_STOCK_SPLITS_USD
2024-05-05 00:00:00+00:00,63716.1171875,63751.65625,63694.65625,63694.65625,7392,0.0,0.0
2024-05-06 00:00:00+00:00,63694.65625,63694.65625,63694.65625,63694.65625,0,0.0,0.0
2024-05-07 00:00:00+00:00,63694.65625,63694.65625,63694.65625,63694.65625,0,0.0,0.0
2024-05-08 00:00:00+00:00,63694.65625,63694.65625,63639.546875,63639.546875,1636,0.0,0.0
2024-05-09 00:00:00+00:00,63639.546875,63639.546875,63639.546875,63639.546875,0,0.0,0.0
2024-05-10 00:00:00+00:00,63639.546875,63639.546875,63639.546875,63639.546875,0,0.0,0.0
2024-05-11 00:00:00+00:00,63639.546875,63639.546875,63639.546875,63639.546875,0,0.0,0.0
2024-05-12 00:00:00+00:00,63639.546875,63639.546875,63639.546875,63639.546875,0,0.0,0.0
2024-05-13 00:00:00+00:00,63639.546875,63639.546875,63639.546875,63639.546875,0,0.0,0.0
2024-05-14 00:00:00+00:00,63639.546875,63639.546875,62969.203125,63639.546875,0,0.0,0.0
2024-05-15 00:00:00+00:00,63639.546875,63639.546875,63639.546875,63639.546875,0,0.0,0.0
2024-05-16 00:00:00+00:00,63639.546875,66556.828125,63639.546875,65410.25390625,0,0.0,0.0
2024-05-17 00:00:00+00:00,65230.30859375,67442.0078125,65124.79296875,66788.8203125,0,0.0,0.0
2024-05-18 00:00:00+00:00,67008.4296875,67365.5703125,66709.8203125,66945.7734375,0,0.0,0.0
2024-05-19 00:00:00+00:00,66936.109375,67661.5703125,65980.3984375,66337.203125,0,0.0,0.0
2024-05-20 00:00:00+00:00,66299.7890625,71450.4921875,66154.0546875,71399.9609375,0,0.0,0.0
2024-05-21 00:00:00+00:00,71399.9609375,71665.3125,69270.703125,70173.984375,0,0.0,0.0
2024-05-22 00:00:00+00:00,70173.984375,70558.8828125,69031.4609375,69162.7265625,0,0.0,0.0
2024-05-23 00:00:00+00:00,69162.7265625,69557.046875,67549.15625,67661.46875,0,0.0,0.0
2024-05-24 00:00:00+00:00,67920.078125,67972.5234375,67166.15625,67234.9140625,0,0.0,0.0
2024-05-25 00:00:00+00:00,67234.9140625,69543.9296875,67234.8828125,69095.7578125,0,0.0,0.0
2024-05-26 00:00:00+00:00,69273.5,69448.09375,68301.625,68565.390625,0,0.0,0.0
2024-05-27 00:00:00+00:00,68523.5625,70543.484375,68298.5703125,69494.09375,0,0.0,0.0
2024-05-28 00:00:00+00:00,69398.3828125,69462.4765625,67334.75,68543.6796875,0,0.0,0.0
2024-05-29 00:00:00+00:00,68273.7265625,68830.2734375,67561.828125,67602.5703125,0,0.0,0.0
2024-05-30 00:00:00+00:00,67544.109375,69450.703125,67095.203125,68280.0859375,0,0.0,0.0
2024-05-31 00:00:00+00:00,68376.4140625,68919.25,66659.875,67537.9375,0,0.0,0.0
2024-06-01 00:00:00+00:00,67492.7578125,67803.46875,67410.7265625,67717.9140625,0,0.0,0.0
2024-06-02 00:00:00+00:00,67698.40625,68338.1875,67351.7890625,67858.3203125,0,0.0,0.0
2024-06-03 00:00:00+00:00,67743.6796875,70135.0390625,67621.2890625,69017.6875,0,0.0,0.0
2024-06-04 00:00:00+00:00,68802.796875,70984.5078125,68576.3203125,70597.5546875,0,0.0,0.0
2024-06-05 00:00:00+00:00,70592.296875,71704.703125,70425.3359375,71175.7421875,0,0.0,0.0
2024-06-06 00:00:00+00:00,71098.359375,71590.3359375,70219.640625,70867.546875,0,0.0,0.0
2024-06-07 00:00:00+00:00,70787.1875,71894.34375,68735.4921875,69343.03125,0,0.0,0.0
2024-06-08 00:00:00+00:00,69343.03125,69551.8828125,69211.2265625,69302.1796875,0,0.0,0.0
2024-06-09 00:00:00+00:00,69302.1796875,69837.28125,69163.9375,69649.03125,0,0.0,0.0
2024-06-10 00:00:00+00:00,69649.03125,70134.4453125,69262.015625,69499.1796875,0,0.0,0.0
2024-06-11 00:00:00+00:00,69499.1796875,69528.6328125,66135.9453125,67331.9921875,0,0.0,0.0
2024-06-12 00:00:00+00:00,67331.9921875,69974.6953125,66914.046875,68226.375,0,0.0,0.0
2024-06-13 00:00:00+00:00,68226.375,68359.875,66290.171875,66759.328125,0,0.0,0.0
2024-06-14 00:00:00+00:00,66759.328125,67280.8671875,65088.0234375,66016.1171875,0,0.0,0.0
2024-06-15 00:00:00+00:00,66016.1171875,66388.7734375,65849.703125,66188.0078125,0,0.0,0.0
