TIMESTAMP,XMON_OPEN_PRICE_USD,XMON_HIGH_PRICE_USD,XMON_LOW_PRICE_USD,XMON_CLOSE_PRICE_USD,XMON_VOLUME_USD,XMON_DIVIDENDS_USD,XMON_STOCK_SPLITS_USD
2021-02-18 00:00:00+00:00,1502.3511962890625,2924.442138671875,1249.6304931640625,2211.61962890625,969990,0.0,0.0
2021-02-19 00:00:00+00:00,2211.6533203125,2325.671875,1584.9793701171875,1737.0496826171875,354554,0.0,0.0
2021-02-20 00:00:00+00:00,1737.1259765625,2152.52734375,1717.587158203125,2049.881591796875,168995,0.0,0.0
2021-02-21 00:00:00+00:00,2049.8974609375,2162.58642578125,1864.7821044921875,2022.6683349609375,129559,0.0,0.0
2021-02-22 00:00:00+00:00,2022.6201171875,2327.495849609375,1567.1590576171875,2072.628173828125,218114,0.0,0.0
2021-02-23 00:00:00+00:00,2074.473876953125,2085.551025390625,1390.935791015625,2010.0096435546875,147426,0.0,0.0
2021-02-24 00:00:00+00:00,2009.9757080078125,2414.553466796875,1905.66748046875,2303.18017578125,226039,0.0,0.0
2021-02-25 00:00:00+00:00,2303.137939453125,2685.07275390625,1856.368896484375,1870.333251953125,229432,0.0,0.0
2021-02-26 00:00:00+00:00,1870.27490234375,2090.273681640625,1769.422607421875,1859.88330078125,92746,0.0,0.0
2021-02-27 00:00:00+00:00,1859.82373046875,2174.455810546875,1808.8441162109375,1860.004150390625,146252,0.0,0.0
2021-02-28 00:00:00+00:00,1860.0147705078125,1940.1126708984375,1497.46240234375,1497.46240234375,118245,0.0,0.0
2021-03-01 00:00:00+00:00,1497.4608154296875,1924.9052734375,1478.71826171875,1924.9052734375,71619,0.0,0.0
2021-03-02 00:00:00+00:00,1924.9686279296875,1965.701416015625,1536.2100830078125,1567.4549560546875,69350,0.0,0.0
2021-03-03 00:00:00+00:00,1567.4327392578125,2037.4285888671875,1563.7379150390625,1843.816650390625,109933,0.0,0.0
2021-03-04 00:00:00+00:00,1843.696044921875,1882.8319091796875,1543.536865234375,1676.3126220703125,72131,0.0,0.0
2021-03-05 00:00:00+00:00,1676.3668212890625,2541.64306640625,1566.34130859375,2169.96337890625,572009,0.0,0.0
2021-03-06 00:00:00+00:00,2169.97607421875,2479.27734375,2069.0546875,2373.85009765625,416902,0.0,0.0
2021-03-07 00:00:00+00:00,2373.851318359375,5140.103515625,2363.59326171875,4478.8525390625,1581281,0.0,0.0
2021-03-08 00:00:00+00:00,4478.63427734375,4612.97216796875,3208.208740234375,3637.395263671875,741818,0.0,0.0
