TIMESTAMP,CYC_OPEN_PRICE_USD,CYC_HIGH_PRICE_USD,CYC_LOW_PRICE_USD,CYC_CLOSE_PRICE_USD,CYC_VOLUME_USD,CYC_DIVIDENDS_USD,CYC_STOCK_SPLITS_USD
2021-04-01 00:00:00+00:00,2918.47265625,2918.863525390625,2500.94775390625,2501.426025390625,45232,0.0,0.0
2021-04-02 00:00:00+00:00,2501.16015625,3502.506591796875,1000.9654541015625,2842.86376953125,52675,0.0,0.0
2021-04-03 00:00:00+00:00,2842.63525390625,3014.951904296875,2728.986572265625,2911.2275390625,58267,0.0,0.0
2021-04-04 00:00:00+00:00,2910.917724609375,3203.720703125,2608.968017578125,3101.66162109375,36548,0.0,0.0
2021-04-05 00:00:00+00:00,3101.94482421875,3219.115234375,3092.043701171875,3184.7822265625,59439,0.0,0.0
2021-04-06 00:00:00+00:00,3184.97412109375,3394.222412109375,2559.002685546875,3252.951416015625,55937,0.0,0.0
2021-04-07 00:00:00+00:00,3253.3056640625,3254.17724609375,3217.48779296875,3222.195068359375,59424,0.0,0.0
2021-04-08 00:00:00+00:00,3222.250732421875,3405.817626953125,3156.5234375,3400.27734375,0,0.0,0.0
2021-04-09 00:00:00+00:00,3400.224365234375,3405.61767578125,3400.224365234375,3403.404541015625,0,0.0,0.0
2021-04-10 00:00:00+00:00,3403.38818359375,3664.65869140625,3394.755615234375,3591.675048828125,224,0.0,0.0
2021-04-11 00:00:00+00:00,3591.71142578125,4386.48291015625,2718.65966796875,4386.2763671875,3875,0.0,0.0
2021-04-12 00:00:00+00:00,4385.75,4400.94140625,3924.397705078125,3924.80322265625,50065,0.0,0.0
2021-04-13 00:00:00+00:00,3924.95263671875,3929.773681640625,3883.15478515625,3883.15478515625,74376,0.0,0.0
2021-04-14 00:00:00+00:00,3883.142822265625,3894.69921875,3423.140869140625,3705.651123046875,57008,0.0,0.0
2021-04-15 00:00:00+00:00,3705.8544921875,3743.44287109375,3386.201904296875,3666.116455078125,41846,0.0,0.0
2021-04-16 00:00:00+00:00,3665.02099609375,7024.11669921875,3638.04150390625,4364.84423828125,2412960,0.0,0.0
2021-04-17 00:00:00+00:00,4366.693359375,4553.60205078125,3899.628662109375,3977.00732421875,2010416,0.0,0.0
2021-04-18 00:00:00+00:00,3973.709716796875,3994.1220703125,3125.203125,3322.013916015625,459100,0.0,0.0
2021-04-19 00:00:00+00:00,3323.770263671875,3556.417724609375,3177.422119140625,3317.55322265625,2467901,0.0,0.0
2021-04-20 00:00:00+00:00,3330.197509765625,3347.74072265625,3136.01416015625,3226.79296875,2649890,0.0,0.0
2021-04-21 00:00:00+00:00,3231.095703125,3440.76416015625,3206.0078125,3277.254638671875,1656336,0.0,0.0
2021-04-22 00:00:00+00:00,3280.765380859375,3458.170166015625,2936.45849609375,2943.121337890625,969936,0.0,0.0
2021-04-23 00:00:00+00:00,2942.4638671875,3097.5849609375,2485.654296875,2781.81005859375,2433335,0.0,0.0
2021-04-24 00:00:00+00:00,2782.906494140625,2786.13427734375,2417.424560546875,2431.918212890625,400839,0.0,0.0
2021-04-25 00:00:00+00:00,2432.1376953125,2556.297607421875,2330.194580078125,2400.64013671875,395226,0.0,0.0
2021-04-26 00:00:00+00:00,2400.7119140625,2588.137939453125,2400.23486328125,2575.602294921875,575479,0.0,0.0
2021-04-27 00:00:00+00:00,2575.34619140625,2798.31787109375,2534.94580078125,2795.71337890625,360675,0.0,0.0
2021-04-28 00:00:00+00:00,2795.68994140625,2849.30029296875,2608.170166015625,2628.43359375,123047,0.0,0.0
2021-04-29 00:00:00+00:00,2628.42578125,2876.7177734375,2579.268310546875,2830.488037109375,195069,0.0,0.0
2021-04-30 00:00:00+00:00,2829.139404296875,3645.35986328125,2795.5498046875,3563.106689453125,725789,0.0,0.0
2021-05-01 00:00:00+00:00,3562.56591796875,3581.85498046875,3170.400146484375,3275.50927734375,289996,0.0,0.0
2021-05-02 00:00:00+00:00,3276.304443359375,3516.4248046875,2715.239501953125,2935.663330078125,175371,0.0,0.0
2021-05-03 00:00:00+00:00,2995.48681640625,3307.20361328125,2845.22412109375,3027.86865234375,336226,0.0,0.0
2021-05-04 00:00:00+00:00,3027.77880859375,3027.77880859375,2533.42822265625,2533.42822265625,191813,0.0,0.0
2021-05-05 00:00:00+00:00,2533.2109375,2680.02685546875,2416.8203125,2674.16748046875,175372,0.0,0.0
2021-05-06 00:00:00+00:00,2674.26708984375,2682.000732421875,2404.7822265625,2456.2841796875,136779,0.0,0.0
2021-05-07 00:00:00+00:00,2454.081298828125,2473.02099609375,2329.986572265625,2382.654052734375,106067,0.0,0.0
2021-05-08 00:00:00+00:00,2383.456787109375,2712.263671875,2206.416748046875,2402.364501953125,187859,0.0,0.0
2021-05-09 00:00:00+00:00,2406.078857421875,2627.821044921875,2198.79150390625,2279.352783203125,192545,0.0,0.0
