TIMESTAMP,SCOTTY30090_OPEN_PRICE_USD,SCOTTY30090_HIGH_PRICE_USD,SCOTTY30090_LOW_PRICE_USD,SCOTTY30090_CLOSE_PRICE_USD,SCOTTY30090_VOLUME_USD,SCOTTY30090_DIVIDENDS_USD,SCOTTY30090_STOCK_SPLITS_USD
2024-03-25 00:00:00+00:00,0.013059999793767929,0.014328000135719776,0.009491000324487686,0.010715999640524387,1050797,0.0,0.0
2024-03-26 00:00:00+00:00,0.010715999640524387,0.022136999294161797,0.009553000330924988,0.021964000537991524,2211746,0.0,0.0
2024-03-27 00:00:00+00:00,0.021964000537991524,0.03184499964118004,0.017743999138474464,0.022211000323295593,4585807,0.0,0.0
2024-03-28 00:00:00+00:00,0.022211000323295593,0.023538000881671906,0.014685999602079391,0.017085999250411987,2310697,0.0,0.0
2024-03-29 00:00:00+00:00,0.017085999250411987,0.022234000265598297,0.015907999128103256,0.017805000767111778,1573972,0.0,0.0
2024-03-30 00:00:00+00:00,0.017805000767111778,0.017837999388575554,0.01551000028848648,0.017424000427126884,824992,0.0,0.0
2024-03-31 00:00:00+00:00,0.017424000427126884,0.020896000787615776,0.016986999660730362,0.020896000787615776,843167,0.0,0.0
2024-04-01 00:00:00+00:00,0.020896000787615776,0.02092899940907955,0.01724500022828579,0.018063999712467194,780683,0.0,0.0
2024-04-02 00:00:00+00:00,0.018063999712467194,0.019926000386476517,0.01690799929201603,0.017772000283002853,695640,0.0,0.0
2024-04-03 00:00:00+00:00,0.017781000584363937,0.018598999828100204,0.01679299958050251,0.01709599979221821,479127,0.0,0.0
2024-04-04 00:00:00+00:00,0.01709599979221821,0.017860999330878258,0.012772000394761562,0.014020999893546104,788476,0.0,0.0
2024-04-05 00:00:00+00:00,0.014020999893546104,0.01604199968278408,0.010274999774992466,0.01600099913775921,1133093,0.0,0.0
2024-04-06 00:00:00+00:00,0.01600099913775921,0.016042999923229218,0.012326999567449093,0.01396500039845705,376304,0.0,0.0
2024-04-07 00:00:00+00:00,0.01396500039845705,0.014887000434100628,0.012563999742269516,0.013411999680101871,276764,0.0,0.0
2024-04-08 00:00:00+00:00,0.013411999680101871,0.014848999679088593,0.011780999600887299,0.012102000415325165,297911,0.0,0.0
2024-04-09 00:00:00+00:00,0.012102000415325165,0.014148999936878681,0.011056000366806984,0.011442000046372414,376830,0.0,0.0
2024-04-10 00:00:00+00:00,0.011442000046372414,0.011442000046372414,0.009499000385403633,0.010073999874293804,533016,0.0,0.0
2024-04-11 00:00:00+00:00,0.010073999874293804,0.011250000447034836,0.00991899985820055,0.011207000352442265,673115,0.0,0.0
2024-04-12 00:00:00+00:00,0.011207000352442265,0.011347999796271324,0.008431999944150448,0.009456000290811062,658979,0.0,0.0
2024-04-13 00:00:00+00:00,0.009456000290811062,0.009456000290811062,0.005967000033706427,0.007408999837934971,786109,0.0,0.0
2024-04-14 00:00:00+00:00,0.007408999837934971,0.008651000447571278,0.006635999772697687,0.008179999887943268,717640,0.0,0.0
