TIMESTAMP,LAY3R_OPEN_PRICE_USD,LAY3R_HIGH_PRICE_USD,LAY3R_LOW_PRICE_USD,LAY3R_CLOSE_PRICE_USD,LAY3R_VOLUME_USD,LAY3R_DIVIDENDS_USD,LAY3R_STOCK_SPLITS_USD
2024-10-03 00:00:00+00:00,0.7643589973449707,0.8805969953536987,0.26236000657081604,0.4503990113735199,1780745,0.0,0.0
2024-10-04 00:00:00+00:00,0.4504320025444031,0.5164650082588196,0.2760779857635498,0.42535701394081116,987614,0.0,0.0
2024-10-05 00:00:00+00:00,0.4251970052719116,0.42998000979423523,0.3351300060749054,0.3551509976387024,573912,0.0,0.0
2024-10-06 00:00:00+00:00,0.3559899926185608,0.39736801385879517,0.33198100328445435,0.359950989484787,430442,0.0,0.0
2024-10-07 00:00:00+00:00,0.359950989484787,0.4000140130519867,0.30513399839401245,0.32150799036026,663556,0.0,0.0
2024-10-08 00:00:00+00:00,0.32150799036026,0.3454369902610779,0.2956160008907318,0.3327380120754242,445088,0.0,0.0
2024-10-09 00:00:00+00:00,0.3327380120754242,0.33784401416778564,0.2644299864768982,0.2976509928703308,626154,0.0,0.0
2024-10-10 00:00:00+00:00,0.29764899611473083,0.3000729978084564,0.2576189935207367,0.2810260057449341,189911,0.0,0.0
2024-10-11 00:00:00+00:00,0.2810260057449341,0.28891900181770325,0.25213000178337097,0.2686370015144348,45744,0.0,0.0
2024-10-12 00:00:00+00:00,0.2686370015144348,0.27135801315307617,0.25022000074386597,0.26740598678588867,48278,0.0,0.0
2024-10-13 00:00:00+00:00,0.26740598678588867,0.27408498525619507,0.2458769977092743,0.2518579959869385,54590,0.0,0.0
2024-10-14 00:00:00+00:00,0.2518579959869385,0.2554360032081604,0.2502579987049103,0.2543419897556305,14893,0.0,0.0
2024-10-15 00:00:00+00:00,0.2543419897556305,0.25714200735092163,0.24209700524806976,0.242684006690979,34469,0.0,0.0
2024-10-16 00:00:00+00:00,0.242684006690979,0.24274300038814545,0.2182070016860962,0.22337600588798523,37493,0.0,0.0
2024-10-17 00:00:00+00:00,0.22337600588798523,0.2283959984779358,0.21275299787521362,0.22788499295711517,34520,0.0,0.0
2024-10-18 00:00:00+00:00,0.22788499295711517,0.22865000367164612,0.22004899382591248,0.2243189960718155,10650,0.0,0.0
2024-10-19 00:00:00+00:00,0.2243189960718155,0.22951799631118774,0.22421200573444366,0.22667500376701355,6617,0.0,0.0
