TIMESTAMP,TURBO34733_OPEN_PRICE_USD,TURBO34733_HIGH_PRICE_USD,TURBO34733_LOW_PRICE_USD,TURBO34733_CLOSE_PRICE_USD,TURBO34733_VOLUME_USD,TURBO34733_DIVIDENDS_USD,TURBO34733_STOCK_SPLITS_USD
2025-03-08 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,38889,0.0,0.0
2025-03-09 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,7.000000096013537e-06,7.000000096013537e-06,56918,0.0,0.0
2025-03-10 00:00:00+00:00,7.000000096013537e-06,9.999999747378752e-06,7.000000096013537e-06,7.999999979801942e-06,48382,0.0,0.0
2025-03-11 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,32799,0.0,0.0
2025-03-12 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,41683,0.0,0.0
2025-03-13 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,41871,0.0,0.0
2025-03-14 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,42427,0.0,0.0
2025-03-15 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,33162,0.0,0.0
2025-03-16 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,45775,0.0,0.0
2025-03-17 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,24998,0.0,0.0
2025-03-18 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,31308,0.0,0.0
2025-03-19 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,32840,0.0,0.0
2025-03-20 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,30742,0.0,0.0
2025-03-21 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,25580,0.0,0.0
2025-03-22 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,38647,0.0,0.0
2025-03-23 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,39969,0.0,0.0
2025-03-24 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,30519,0.0,0.0
2025-03-25 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,31968,0.0,0.0
2025-03-26 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,37997,0.0,0.0
2025-03-27 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,34240,0.0,0.0
2025-03-28 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,34161,0.0,0.0
2025-03-29 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,31073,0.0,0.0
2025-03-30 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,29874,0.0,0.0
2025-03-31 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,24055,0.0,0.0
2025-04-01 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,28819,0.0,0.0
2025-04-02 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,27435,0.0,0.0
2025-04-03 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,28397,0.0,0.0
2025-04-04 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,31719,0.0,0.0
2025-04-05 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,30645,0.0,0.0
2025-04-06 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,41603,0.0,0.0
2025-04-07 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,33537,0.0,0.0
2025-04-08 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,25403,0.0,0.0
2025-04-09 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,35855,0.0,0.0
2025-04-10 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,27206,0.0,0.0
2025-04-11 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,69465,0.0,0.0
2025-04-12 00:00:00+00:00,1.9999999949504854e-06,6.000000212225132e-06,1.9999999949504854e-06,3.999999989900971e-06,114962,0.0,0.0
2025-04-13 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,45691,0.0,0.0
2025-04-14 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,40258,0.0,0.0
2025-04-15 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,33194,0.0,0.0
2025-04-16 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,30412,0.0,0.0
2025-04-17 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,34238,0.0,0.0
2025-04-18 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,49432,0.0,0.0
2025-04-19 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,45611,0.0,0.0
2025-04-20 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,23375,0.0,0.0
2025-04-21 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,44302,0.0,0.0
2025-04-22 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,40088,0.0,0.0
2025-04-23 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,40901,0.0,0.0
2025-04-24 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,34628,0.0,0.0
2025-04-25 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,33261,0.0,0.0
2025-04-26 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,28525,0.0,0.0
2025-04-27 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,55435,0.0,0.0
2025-04-28 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,4.999999873689376e-06,7.000000096013537e-06,60657,0.0,0.0
2025-04-29 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,32969,0.0,0.0
2025-04-30 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,29497,0.0,0.0
2025-05-01 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,33470,0.0,0.0
2025-05-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,24033,0.0,0.0
2025-05-03 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,29015,0.0,0.0
2025-05-04 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,35497,0.0,0.0
2025-05-05 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,27554,0.0,0.0
2025-05-06 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,27676,0.0,0.0
2025-05-07 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,29911,0.0,0.0
2025-05-08 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,54152,0.0,0.0
2025-05-09 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,53274,0.0,0.0
2025-05-10 00:00:00+00:00,6.000000212225132e-06,1.1000000085914508e-05,4.999999873689376e-06,9.000000318337698e-06,99589,0.0,0.0
2025-05-11 00:00:00+00:00,9.000000318337698e-06,2.700000004551839e-05,9.000000318337698e-06,1.8999999156221747e-05,521810,0.0,0.0
2025-05-12 00:00:00+00:00,1.8999999156221747e-05,3.5000000934815034e-05,1.4999999621068127e-05,3.5000000934815034e-05,276675,0.0,0.0
2025-05-13 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,1.4999999621068127e-05,2.9999999242136255e-05,450115,0.0,0.0
2025-05-14 00:00:00+00:00,2.9999999242136255e-05,3.600000127335079e-05,2.4000000848900527e-05,2.499999936844688e-05,187777,0.0,0.0
2025-05-15 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.099999983329326e-05,2.2000000171829015e-05,93916,0.0,0.0
2025-05-16 00:00:00+00:00,2.2000000171829015e-05,3.300000025774352e-05,2.2000000171829015e-05,2.9000000722589903e-05,144796,0.0,0.0
2025-05-17 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.300000051036477e-05,2.4000000848900527e-05,70896,0.0,0.0
2025-05-18 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,2.300000051036477e-05,2.4000000848900527e-05,80651,0.0,0.0
2025-05-19 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,1.9999999494757503e-05,2.499999936844688e-05,83860,0.0,0.0
2025-05-20 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.099999983329326e-05,2.300000051036477e-05,85774,0.0,0.0
2025-05-21 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,1.8000000636675395e-05,1.9999999494757503e-05,73479,0.0,0.0
2025-05-22 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.8999999156221747e-05,2.300000051036477e-05,67308,0.0,0.0
2025-05-23 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,2.099999983329326e-05,53119,0.0,0.0
2025-05-24 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,42913,0.0,0.0
2025-05-25 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.700000029813964e-05,63250,0.0,0.0
2025-05-26 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,48343,0.0,0.0
2025-05-27 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.4000000192027073e-05,70686,0.0,0.0
2025-05-28 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,9.999999747378752e-06,1.4999999621068127e-05,85742,0.0,0.0
2025-05-29 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.2999999853491317e-05,99965,0.0,0.0
2025-05-30 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,68736,0.0,0.0
2025-05-31 00:00:00+00:00,1.2000000424450263e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,51019,0.0,0.0
2025-06-01 00:00:00+00:00,1.4045610441826284e-05,1.4436129276873544e-05,1.2120970495743677e-05,1.2882761438959278e-05,56651,0.0,0.0
