TIMESTAMP,PLB_OPEN_PRICE_USD,PLB_HIGH_PRICE_USD,PLB_LOW_PRICE_USD,PLB_CLOSE_PRICE_USD,PLB_VOLUME_USD,PLB_DIVIDENDS_USD,PLB_STOCK_SPLITS_USD
2023-06-21 00:00:00+00:00,1.7020000219345093,1.8487470149993896,1.694888949394226,1.7938569784164429,98837,0.0,0.0
2023-06-22 00:00:00+00:00,1.793715000152588,1.8303320407867432,1.7735389471054077,1.8070000410079956,115003,0.0,0.0
2023-06-23 00:00:00+00:00,1.8071789741516113,1.8940390348434448,1.794806957244873,1.8469740152359009,111543,0.0,0.0
2023-06-24 00:00:00+00:00,1.8469669818878174,1.8566950559616089,1.8214349746704102,1.8421839475631714,86684,0.0,0.0
2023-06-25 00:00:00+00:00,1.842311978340149,1.8667409420013428,1.822564959526062,1.8296339511871338,85650,0.0,0.0
2023-06-26 00:00:00+00:00,1.8295480012893677,1.8967490196228027,1.808176040649414,1.8675129413604736,113187,0.0,0.0
2023-06-27 00:00:00+00:00,1.867555022239685,1.9167720079421997,1.8607679605484009,1.8908859491348267,105523,0.0,0.0
2023-06-28 00:00:00+00:00,1.890876054763794,1.8950070142745972,1.8447129726409912,1.8530809879302979,96374,0.0,0.0
2023-06-29 00:00:00+00:00,1.853158950805664,1.9000170230865479,1.8495869636535645,1.8813480138778687,90683,0.0,0.0
2023-06-30 00:00:00+00:00,1.8812710046768188,1.9314030408859253,1.8330639600753784,1.9052890539169312,117204,0.0,0.0
2023-07-01 00:00:00+00:00,1.9053059816360474,1.9162800312042236,1.8896280527114868,1.9091869592666626,68128,0.0,0.0
2023-07-02 00:00:00+00:00,1.9091800451278687,1.916543960571289,1.8817540407180786,1.9058560132980347,81796,0.0,0.0
2023-07-03 00:00:00+00:00,1.9057739973068237,1.9414680004119873,1.891029953956604,1.9345970153808594,81380,0.0,0.0
2023-07-04 00:00:00+00:00,1.934546947479248,1.9367530345916748,1.8807460069656372,1.8850990533828735,75530,0.0,0.0
2023-07-05 00:00:00+00:00,1.8851720094680786,1.9148110151290894,1.868595004081726,1.894021987915039,83259,0.0,0.0
2023-07-06 00:00:00+00:00,1.8940290212631226,1.9511590003967285,1.881229043006897,1.9170470237731934,108612,0.0,0.0
2023-07-07 00:00:00+00:00,1.9169150590896606,1.9334019422531128,1.8700109720230103,1.9059760570526123,94723,0.0,0.0
2023-07-08 00:00:00+00:00,1.9058760404586792,1.9058760404586792,1.8741379976272583,1.8949320316314697,65307,0.0,0.0
2023-07-09 00:00:00+00:00,1.894966959953308,1.90966796875,1.8762259483337402,1.9016610383987427,74078,0.0,0.0
2023-07-10 00:00:00+00:00,1.901676058769226,1.9454740285873413,1.8680700063705444,1.9068939685821533,87664,0.0,0.0
2023-07-11 00:00:00+00:00,1.9070169925689697,1.912484049797058,1.8814640045166016,1.9011659622192383,88347,0.0,0.0
2023-07-12 00:00:00+00:00,1.901183009147644,1.9150580167770386,1.8490179777145386,1.8700670003890991,94533,0.0,0.0
2023-07-13 00:00:00+00:00,1.8700510263442993,1.9447970390319824,1.8507980108261108,1.886728048324585,117112,0.0,0.0
2023-07-14 00:00:00+00:00,1.8867369890213013,1.904811978340149,1.7528150081634521,1.888954997062683,143454,0.0,0.0
2023-07-15 00:00:00+00:00,1.8889240026474,1.9051569700241089,1.8184529542922974,1.897750973701477,89138,0.0,0.0
2023-07-16 00:00:00+00:00,1.8976490497589111,1.9042350053787231,1.879201054573059,1.8897650241851807,76097,0.0,0.0
2023-07-17 00:00:00+00:00,1.8897839784622192,1.9150320291519165,1.8697880506515503,1.9052790403366089,98735,0.0,0.0
2023-07-18 00:00:00+00:00,1.9052189588546753,1.9081109762191772,1.8225760459899902,1.8964580297470093,101473,0.0,0.0
2023-07-19 00:00:00+00:00,1.8963910341262817,1.900657057762146,1.8765710592269897,1.8901129961013794,72803,0.0,0.0
2023-07-20 00:00:00+00:00,1.8901809453964233,1.900357961654663,1.860564947128296,1.8891760110855103,76434,0.0,0.0
2023-07-21 00:00:00+00:00,1.889173984527588,1.8993710279464722,1.8805010318756104,1.8930519819259644,66751,0.0,0.0
2023-07-22 00:00:00+00:00,1.8930809497833252,1.8998899459838867,1.8814899921417236,1.8869030475616455,68198,0.0,0.0
2023-07-23 00:00:00+00:00,1.886944055557251,1.9011850357055664,1.877958059310913,1.8854930400848389,63646,0.0,0.0
2023-07-24 00:00:00+00:00,1.8853659629821777,1.899888038635254,1.8415340185165405,1.8868379592895508,75595,0.0,0.0
2023-07-25 00:00:00+00:00,1.886857032775879,1.8936569690704346,1.8623809814453125,1.8817800283432007,72365,0.0,0.0
2023-07-26 00:00:00+00:00,1.8818320035934448,1.8975019454956055,1.8669979572296143,1.8736610412597656,77105,0.0,0.0
2023-07-27 00:00:00+00:00,1.8736399412155151,1.8909779787063599,1.857085943222046,1.8710379600524902,72306,0.0,0.0
2023-07-28 00:00:00+00:00,1.870934009552002,1.9023109674453735,1.8568990230560303,1.887086033821106,76660,0.0,0.0
2023-07-29 00:00:00+00:00,1.887004017829895,1.8993970155715942,1.8797110319137573,1.892356038093567,70254,0.0,0.0
2023-07-30 00:00:00+00:00,1.8923720121383667,1.900886058807373,1.8723399639129639,1.8895020484924316,71092,0.0,0.0
2023-07-31 00:00:00+00:00,1.889456033706665,1.9029990434646606,1.8749120235443115,1.8837209939956665,73296,0.0,0.0
2023-08-01 00:00:00+00:00,1.8837640285491943,1.9841710329055786,1.858733057975769,1.9840110540390015,100639,0.0,0.0
2023-08-02 00:00:00+00:00,1.9838780164718628,2.0099449157714844,1.9475719928741455,1.9584029912948608,100216,0.0,0.0
2023-08-03 00:00:00+00:00,1.9585009813308716,2.152776002883911,1.9496439695358276,2.1351370811462402,147101,0.0,0.0
2023-08-04 00:00:00+00:00,2.1350650787353516,2.65264892578125,1.4490079879760742,1.4928799867630005,1003477,0.0,0.0
2023-08-05 00:00:00+00:00,1.4928890466690063,1.5848829746246338,1.2731260061264038,1.427757978439331,951442,0.0,0.0
2023-08-06 00:00:00+00:00,1.4277770519256592,2.5056018829345703,1.4235310554504395,1.5576130151748657,1166992,0.0,0.0
2023-08-07 00:00:00+00:00,1.557616949081421,1.55764901638031,1.276319980621338,1.325888991355896,635315,0.0,0.0
2023-08-08 00:00:00+00:00,1.3258520364761353,1.3575750589370728,1.297510027885437,1.3131300210952759,357741,0.0,0.0
2023-08-09 00:00:00+00:00,1.3131619691848755,1.3182179927825928,1.3038140535354614,1.3128989934921265,199162,0.0,0.0
2023-08-10 00:00:00+00:00,1.3129639625549316,1.3244659900665283,1.2810380458831787,1.3071620464324951,350236,0.0,0.0
2023-08-11 00:00:00+00:00,1.3071470260620117,1.3675570487976074,1.3033519983291626,1.361788034439087,235606,0.0,0.0
