TIMESTAMP,JNB_OPEN_PRICE_USD,JNB_HIGH_PRICE_USD,JNB_LOW_PRICE_USD,JNB_CLOSE_PRICE_USD,JNB_VOLUME_USD,JNB_DIVIDENDS_USD,JNB_STOCK_SPLITS_USD
2019-02-22 00:00:00+00:00,11.338077545166016,11.80202865600586,10.907929420471191,11.313092231750488,3253,0.0,0.0
2019-02-23 00:00:00+00:00,11.339569091796875,11.896516799926758,10.543343544006348,11.894083023071289,2397,0.0,0.0
2019-02-24 00:00:00+00:00,11.748894691467285,12.767903327941895,10.247840881347656,10.37221622467041,2112,0.0,0.0
2019-02-25 00:00:00+00:00,10.217206001281738,11.536358833312988,9.833842277526855,11.18785285949707,1629,0.0,0.0
2019-02-26 00:00:00+00:00,11.180481910705566,11.52816104888916,9.40917682647705,9.550636291503906,2813,0.0,0.0
2019-02-27 00:00:00+00:00,9.566014289855957,11.5847749710083,9.214640617370605,11.266188621520996,7856,0.0,0.0
2019-02-28 00:00:00+00:00,11.271856307983398,12.067146301269531,11.158500671386719,11.270231246948242,5536,0.0,0.0
2019-03-01 00:00:00+00:00,11.340007781982422,13.339420318603516,9.141281127929688,12.006864547729492,5978,0.0,0.0
2019-03-02 00:00:00+00:00,11.986995697021484,12.648098945617676,11.142128944396973,11.199846267700195,2074,0.0,0.0
2019-03-03 00:00:00+00:00,11.179898262023926,13.673495292663574,10.14385986328125,12.424692153930664,6699,0.0,0.0
2019-03-04 00:00:00+00:00,12.434087753295898,12.828680038452148,11.660605430603027,12.570171356201172,1581,0.0,0.0
2019-03-05 00:00:00+00:00,12.618766784667969,12.997815132141113,11.013420104980469,12.052347183227539,3153,0.0,0.0
2019-03-06 00:00:00+00:00,12.0770902633667,13.447916984558105,11.956805229187012,13.352448463439941,3520,0.0,0.0
2019-03-07 00:00:00+00:00,13.353885650634766,13.362299919128418,12.304367065429688,13.21997356414795,2230,0.0,0.0
2019-03-08 00:00:00+00:00,13.225290298461914,13.545068740844727,12.698744773864746,13.131781578063965,2226,0.0,0.0
2019-03-09 00:00:00+00:00,13.067207336425781,13.23501968383789,10.61214542388916,10.985207557678223,3541,0.0,0.0
2019-03-10 00:00:00+00:00,10.99805736541748,12.749780654907227,10.637266159057617,11.633967399597168,4392,0.0,0.0
2019-03-11 00:00:00+00:00,11.640233039855957,12.92899227142334,10.867131233215332,11.828140258789062,2842,0.0,0.0
2019-03-12 00:00:00+00:00,11.838417053222656,12.886922836303711,11.420278549194336,12.045520782470703,7499,0.0,0.0
2019-03-13 00:00:00+00:00,12.043729782104492,12.440579414367676,11.654254913330078,11.731389045715332,4804,0.0,0.0
2019-03-14 00:00:00+00:00,11.726807594299316,12.54582691192627,11.588829040527344,12.298558235168457,3399,0.0,0.0
2019-03-15 00:00:00+00:00,12.291308403015137,12.819683074951172,11.945764541625977,12.495952606201172,5306,0.0,0.0
2019-03-16 00:00:00+00:00,12.495792388916016,13.092201232910156,12.373017311096191,12.441991806030273,5450,0.0,0.0
2019-03-17 00:00:00+00:00,12.468832969665527,12.738836288452148,12.074703216552734,12.509952545166016,2876,0.0,0.0
2019-03-18 00:00:00+00:00,12.503585815429688,13.206250190734863,11.786149024963379,12.354865074157715,5728,0.0,0.0
2019-03-19 00:00:00+00:00,12.358715057373047,13.20608901977539,12.087111473083496,12.411422729492188,4042,0.0,0.0
2019-03-20 00:00:00+00:00,12.407012939453125,13.297993659973145,12.002391815185547,12.759360313415527,6384,0.0,0.0
2019-03-21 00:00:00+00:00,12.777056694030762,13.295299530029297,11.559928894042969,12.163108825683594,6233,0.0,0.0
2019-03-22 00:00:00+00:00,12.152294158935547,13.239615440368652,12.064716339111328,12.182936668395996,3171,0.0,0.0
