TIMESTAMP,BTFD33859_OPEN_PRICE_USD,BTFD33859_HIGH_PRICE_USD,BTFD33859_LOW_PRICE_USD,BTFD33859_CLOSE_PRICE_USD,BTFD33859_VOLUME_USD,BTFD33859_DIVIDENDS_USD,BTFD33859_STOCK_SPLITS_USD
2025-05-27 00:00:00+00:00,1.4000000192027073e-05,4.999999873689376e-05,1.9999999949504854e-06,2.4000000848900527e-05,502420,0.0,0.0
2025-05-28 00:00:00+00:00,2.4000000848900527e-05,3.099999958067201e-05,1.4999999621068127e-05,2.2000000171829015e-05,154990,0.0,0.0
2025-05-29 00:00:00+00:00,2.2000000171829015e-05,2.9000000722589903e-05,1.2999999853491317e-05,1.8000000636675395e-05,147644,0.0,0.0
2025-05-30 00:00:00+00:00,1.8000000636675395e-05,3.300000025774352e-05,1.2000000424450263e-05,1.5999999959603883e-05,148902,0.0,0.0
2025-05-31 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,9.000000318337698e-06,1.1000000085914508e-05,77195,0.0,0.0
2025-06-01 00:00:00+00:00,1.1245243513258174e-05,1.5073975191626232e-05,8.052895282162353e-06,1.0110844414157327e-05,98463,0.0,0.0
