TIMESTAMP,EBYT_OPEN_PRICE_USD,EBYT_HIGH_PRICE_USD,EBYT_LOW_PRICE_USD,EBYT_CLOSE_PRICE_USD,EBYT_VOLUME_USD,EBYT_DIVIDENDS_USD,EBYT_STOCK_SPLITS_USD
2022-02-07 00:00:00+00:00,,,,0.0,207789,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,155723,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,30122,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,11690,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,22901,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,25431,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,10863,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,7612,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,8512,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,10679,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,8404,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,1833,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,736,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,792,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,2705,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,4069,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,4159,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,3554,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,1332,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,965,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,1381,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,1026,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,1214,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,885,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,180,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,162,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,149,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,607,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,592,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,456,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,492,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,306,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,229,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,133,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,183,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,883,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,888,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,162,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,187,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,172,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,1274,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,2799,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,1734,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,517,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,523,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,856,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,988,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,152,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,158,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,365,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,537,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,522,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,234,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,750,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,873,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,355,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,545,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,464,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,147,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,2026,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,2071,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,62,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,108,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,104,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,187,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,1727,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,1588,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,1321,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,1274,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,197,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,383,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,175,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,51,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,321,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,278,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,1718,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,1712,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,109,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,184,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,184,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,40,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,46,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,40,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,101,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,91,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,19,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,36,0.0,0.0
