TIMESTAMP,GETH23669_OPEN_PRICE_USD,GETH23669_HIGH_PRICE_USD,GETH23669_LOW_PRICE_USD,GETH23669_CLOSE_PRICE_USD,GETH23669_VOLUME_USD,GETH23669_DIVIDENDS_USD,GETH23669_STOCK_SPLITS_USD
2023-02-27 00:00:00+00:00,0.36715999245643616,0.3830449879169464,0.19157500565052032,0.22276300191879272,2485392,0.0,0.0
2023-02-28 00:00:00+00:00,0.22302299737930298,0.34369000792503357,0.20157000422477722,0.20842799544334412,1718504,0.0,0.0
2023-03-01 00:00:00+00:00,0.20958299934864044,0.26719000935554504,0.20501099526882172,0.2325890064239502,558369,0.0,0.0
2023-03-02 00:00:00+00:00,0.2325890064239502,0.4057239890098572,0.1841219961643219,0.3155049979686737,1696803,0.0,0.0
2023-03-03 00:00:00+00:00,0.31244000792503357,0.3209789991378784,0.16659900546073914,0.22252799570560455,2104114,0.0,0.0
2023-03-04 00:00:00+00:00,0.2225549966096878,0.3409369885921478,0.22244100272655487,0.26695600152015686,1310916,0.0,0.0
2023-03-05 00:00:00+00:00,0.2669239938259125,0.28981900215148926,0.17021499574184418,0.24602800607681274,1344057,0.0,0.0
2023-03-06 00:00:00+00:00,0.24600400030612946,0.27062198519706726,0.18740500509738922,0.2155510038137436,1652438,0.0,0.0
2023-03-07 00:00:00+00:00,0.21562600135803223,0.22231699526309967,0.13900600373744965,0.20927199721336365,2040960,0.0,0.0
2023-03-08 00:00:00+00:00,0.20914800465106964,0.3700439929962158,0.20914800465106964,0.33083999156951904,2521424,0.0,0.0
2023-03-09 00:00:00+00:00,0.3309909999370575,0.33270201086997986,0.18311700224876404,0.22408899664878845,1637089,0.0,0.0
2023-03-10 00:00:00+00:00,0.22473199665546417,0.23741599917411804,0.17374999821186066,0.20151899755001068,1307401,0.0,0.0
2023-03-11 00:00:00+00:00,0.20151999592781067,0.26483601331710815,0.18447299301624298,0.2354239970445633,1112915,0.0,0.0
2023-03-12 00:00:00+00:00,0.23529000580310822,0.26354700326919556,0.21069400012493134,0.25091099739074707,756008,0.0,0.0
2023-03-13 00:00:00+00:00,0.2510850131511688,0.2837730050086975,0.22986899316310883,0.26298201084136963,784253,0.0,0.0
2023-03-14 00:00:00+00:00,0.2641049921512604,0.3139219880104065,0.23044300079345703,0.24293500185012817,1066929,0.0,0.0
2023-03-15 00:00:00+00:00,0.2445719987154007,0.27579599618911743,0.1691180020570755,0.21373100578784943,1032770,0.0,0.0
2023-03-16 00:00:00+00:00,0.21363599598407745,0.3356350064277649,0.14013700187206268,0.24583399295806885,3968885,0.0,0.0
2023-03-17 00:00:00+00:00,0.24609899520874023,0.26914599537849426,0.22963400185108185,0.2422890067100525,461151,0.0,0.0
2023-03-18 00:00:00+00:00,0.24241499602794647,0.2739819884300232,0.2183929979801178,0.24192899465560913,544613,0.0,0.0
2023-03-19 00:00:00+00:00,0.24192899465560913,0.25557801127433777,0.2198369950056076,0.22616900503635406,405645,0.0,0.0
2023-03-20 00:00:00+00:00,0.22625699639320374,0.23922200500965118,0.19665099680423737,0.21604399383068085,592172,0.0,0.0
2023-03-21 00:00:00+00:00,0.2162420004606247,0.22098900377750397,0.18445800244808197,0.19348199665546417,409007,0.0,0.0
