TIMESTAMP,APED24533_OPEN_PRICE_USD,APED24533_HIGH_PRICE_USD,APED24533_LOW_PRICE_USD,APED24533_CLOSE_PRICE_USD,APED24533_VOLUME_USD,APED24533_DIVIDENDS_USD,APED24533_STOCK_SPLITS_USD
2023-04-19 00:00:00+00:00,4.12769889831543,13.221134185791016,3.224666118621826,8.662257194519043,30395124,0.0,0.0
2023-04-20 00:00:00+00:00,8.662257194519043,11.67329216003418,3.369431972503662,4.534046173095703,11592061,0.0,0.0
2023-04-21 00:00:00+00:00,4.550710201263428,4.933536052703857,2.6917760372161865,3.0496199131011963,6352528,0.0,0.0
2023-04-22 00:00:00+00:00,3.0496199131011963,4.146921157836914,2.862736940383911,3.2936439514160156,3080947,0.0,0.0
2023-04-23 00:00:00+00:00,3.2936439514160156,4.744935989379883,3.044445037841797,3.629822015762329,3626956,0.0,0.0
2023-04-24 00:00:00+00:00,3.6293210983276367,3.966433048248291,1.958204984664917,2.243557929992676,3486759,0.0,0.0
2023-04-25 00:00:00+00:00,2.243433952331543,2.243433952331543,1.4370360374450684,1.7318929433822632,2145814,0.0,0.0
2023-04-26 00:00:00+00:00,1.7318929433822632,2.491508960723877,1.2516920566558838,1.4393830299377441,1557255,0.0,0.0
2023-04-27 00:00:00+00:00,1.4394320249557495,1.7934759855270386,1.3578020334243774,1.5193920135498047,1071012,0.0,0.0
2023-04-28 00:00:00+00:00,1.5193350315093994,1.5740649700164795,1.13761305809021,1.2578730583190918,3696543,0.0,0.0
2023-04-29 00:00:00+00:00,1.2578330039978027,1.8048110008239746,1.179002046585083,1.5784419775009155,1510599,0.0,0.0
2023-04-30 00:00:00+00:00,1.5798269510269165,2.7185020446777344,1.4706640243530273,2.271054983139038,3199473,0.0,0.0
2023-05-01 00:00:00+00:00,2.2681150436401367,3.861332893371582,1.812932014465332,2.9116950035095215,3735463,0.0,0.0
2023-05-02 00:00:00+00:00,2.8870389461517334,5.377405166625977,2.6002089977264404,4.86936616897583,5924292,0.0,0.0
2023-05-03 00:00:00+00:00,4.867092132568359,6.755702018737793,3.0124380588531494,3.8220019340515137,6496765,0.0,0.0
2023-05-04 00:00:00+00:00,3.821661949157715,4.766481876373291,3.335202932357788,3.8697330951690674,3045906,0.0,0.0
2023-05-05 00:00:00+00:00,3.8690879344940186,4.3946309089660645,2.3681631088256836,2.601001024246216,3150783,0.0,0.0
