,XRP
XLM,0.7686721673894175
ETH,0.7247059372760788
LTC,0.7014295204508302
QTUM,0.6872491869813553
DASH,0.6675490251168509
ETC,0.666479309725879
BTC,0.6628064791966124
ZEC,0.6414831295033068
XEM,0.636431305941698
IOTA,0.6267278311411837
BAT,0.6174627155802511
DOGE,0.6099494475176158
DGB,0.6042598441700141
SC,0.6027466683026822
LSK,0.5911929439919948
XMR,0.5671964622955331
GAS,0.5664954652288897
FIRO,0.5616365988761246
NEWB,0.5604623143402455
STEEM,0.558637244501622
BTS,0.5586207358712709
KMD,0.5583317224454176
AXIOM,0.5495337767185492
GNO,0.546911033228104
WAVES,0.5435485486345847
SP,0.5356122448979592
RLC,0.5351462119984175
2GIVE,0.5341784184497773
DCR,0.5339906850676556
ZEN,0.5335604969091899
SYS,0.5255943453401513
ARK,0.5153011898218155
AE,0.5104744081128856
PIVX,0.5051375823961736
PXI,0.5018658050827937
MONA,0.4993562894591522
JLP,0.4992111564592006
LUN,0.4775760470818347
CJ,0.4747358887260954
GRS,0.4742370101012132
SNRG,0.4730837284216238
VEC2,0.4702563939520818
ANT,0.4674468492802723
ZENI,0.4666151202482638
SONG,0.4666132667100392
ICOB,0.4646979603552423
PKB,0.4622639496337787
NXS,0.4596538978293855
SPR,0.4559578178894495
CREVA,0.4549181345400264
C2,0.4528944201795794
RBIES,0.4526985831099409
AV,0.4516550124826094
NAV,0.4507442417802526
CAB,0.4505482081968411
EUC,0.4498042939447121
POST,0.4485002266050429
HBN,0.4463716214785307
VAL,0.4444480234445816
QBC,0.443074786254893
VIDZ,0.4420195787391096
CANN,0.4416958700855813
SIB,0.4407808614987707
IMS,0.4407485505693307
XPY,0.4405704106496793
LUNC,0.4401086220268799
IBANK,0.439684544833674
BLAZR,0.439489808773312
OPAL,0.4384028897605578
ADC,0.4377513957130623
VLT,0.4376004520385559
LTCR,0.4349092019413585
EVIL,0.4341855333943322
ACES,0.4305325205736836
FRN,0.429457525172374
CF,0.4286001065863681
CYT,0.4271869701070289
AMBER,0.4271702227639571
TAJ,0.4260844061112336
VTC,0.4244214020352163
WBB,0.4232134796994679
TES,0.4205540689447202
ACOIN,0.419698784814101
UNIT,0.4196837282828202
ADZ,0.4191286354116373
ZYD,0.4185212015976621
GCC,0.4177811209225272
BERN,0.417633637339062
SWING,0.415268688256166
XHI,0.4100608962395993
KURT,0.409105051776611
MST,0.4086145517490579
BLU,0.4083535927260488
BITS,0.4076507256422099
ICON,0.407637630576448
LAMB,0.4059038467541265
EDRC,0.4056610489187801
PPC,0.4056127409503844
SANDG,0.4049406376737715
MAY,0.4040383751091349
XQN,0.4037201555934853
TRST,0.4030371888157569
NETKO,0.3996894421497033
MOTO,0.3983056915746507
ARGUS,0.3981716852620539
WINGS,0.3941239541501379
KOBO,0.391964215181213
XMS,0.3913268128555034
START,0.3880369210631032
LBC,0.3865168996309453
PXC,0.3862709990033424
MAID,0.3856478968223046
RBT,0.3845338508987922
WGR,0.3837295667334084
NMC,0.3818200358995561
NXT,0.3806769996517378
FRC,0.3729724667112646
SLS,0.3722092001555824
AMS,0.3720959282849046
ENT,0.3718235831987206
TECH,0.3680594709139276
ZCL,0.3673364642669788
LDOGE,0.3670809694139742
GBYTE,0.3666838255960846
CNT,0.3635684765419145
EFL,0.3518945673839939
42,0.3494990310983324
NEVA,0.3479788704671074
OK,0.3475026812764603
ZET,0.3458239675174308
NOBL,0.3425580704650472
CRW,0.3422175251496525
LANA,0.3412368099327046
SKULL,0.3371330127193769
PASC,0.3365816072352094
CKC,0.3360418782510547
HMQ,0.3353204898255408
CLUB,0.3324794470509832
HVCO,0.3322506930217891
COOL,0.3306916110674433
SXC,0.3295203442035012
FTC,0.3272827795904911
XPM,0.3253446766330356
BLK,0.3235135888489321
XST,0.3233315508928363
PTOY,0.3211868327501073
BTCS,0.3206849560229598
CLAM,0.3188732681549192
RBY,0.3174155254199962
POT,0.3169557449129723
SWIFT,0.3074435540651116
KIN,0.3037408936088022
PLU,0.302803316606938
CSC,0.3027834158929336
NVC,0.3011834701504425
SKR,0.2978072399719867
XPTX,0.2975499859122268
SWT,0.2950791445148602
XDN,0.2930867930988092
XBY,0.2901060250681662
BCN,0.2853061234899854
XCP,0.2848818482094798
EQB,0.2720446484692739
VERI,0.2706601196827995
CARBON,0.2694383599702521
DCY,0.2636525976171148
ALIAS,0.2628623072903803
ZER,0.2617714102672705
IXC,0.2591309806968718
GLC,0.256587030827881
DEM,0.2521273388175396
PHR,0.2490461185256988
XWC,0.248742073026449
RDD,0.24784049516381
HBD,0.2465316961312394
XPX,0.2437952254625095
AGRS,0.2417069295920789
LOG,0.2397282767134226
INF,0.2386497130265154
BOLI,0.2383471980482282
CLOAK,0.2377111464157589
BCDN,0.2369210326236368
HUSH,0.2354005116878558
BIS,0.2302808557604417
DIME,0.2265958671182602
FOREX,0.2246768567943246
CETI,0.2226854018895097
XBC,0.2212489231952914
PAK,0.20583206797757
ILC,0.1959346894430307
HNC,0.1903126422850297
IFC,0.187563300449714
WDC,0.1825754992159403
PUT,0.1785293305476006
LOOK,0.1770482746563214
BSTY,0.1754605105864843
NYC,0.1699160706552207
DGC,0.1678602167118477
XTO,0.1596867927916607
BTA,0.1587612455469405
PIE,0.1582338245205607
TAB,0.1579351504640287
SHND,0.1578770159533573
LKY,0.1547652916073968
ZUR,0.1546831989192284
QTZ,0.1483153798870682
BRIT,0.1472967166890992
SILK,0.1375647894308499
LMC,0.1236837854029355
SIGNA,0.1208630679025931
OZO,0.1176789063323657
MNTC,0.1167732395396147
BS,0.1146824769741911
JKC,0.1072829131652661
WYZ,0.0935358307272606
DCT,0.0899777759106904
IRL,0.0882800455434351
PZM,0.0857177728407538
BTB,0.0848005652882698
ZOOM,0.0787147422913852
USDT,0.0380803333919085
MCN,0.0316376159790905
WC,0.0305930531256173
RRT,0.011515774692688
NEOS,-1.0
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARI,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
