,XRP
MARI,1.0
XLM,0.7503837673554591
ETH,0.6970618789618281
LTC,0.6791674504879679
QTUM,0.6574462219529481
DASH,0.6443767718922438
BTC,0.64014193338146
ETC,0.6400427492421327
ZEC,0.6098067462566925
IOTA,0.6050743855713894
XEM,0.5940142891704357
BAT,0.5878159821852553
DOGE,0.587131187567506
DGB,0.5726924615046434
SC,0.562470774808784
LSK,0.556754370932187
BTS,0.54254700931854
XMR,0.5423666866595155
AXIOM,0.5378866080159326
GAS,0.5346075880075422
STEEM,0.5312163875803353
FIRO,0.5300824947931967
NEWB,0.52994030467943
GNO,0.5188525040617484
WAVES,0.5178689324899849
KMD,0.5167745854461293
2GIVE,0.5160353972787092
DCR,0.5077185074520729
ZEN,0.5023022414464757
RLC,0.496416313264616
AE,0.4932619594330488
SYS,0.4863568701153236
ARK,0.483957595645997
MONA,0.4827007878539267
JLP,0.4786100149192648
PXI,0.4745064744948164
PIVX,0.4665194831014749
CJ,0.4644002542093959
SNRG,0.4633489053775306
PKB,0.4582885469492624
SP,0.4560714285714285
CREVA,0.4552885398912771
AV,0.4541475723976301
SONG,0.4528273393582593
ZENI,0.4518384429516454
VEC2,0.4509811330406233
ICOB,0.4509488923476566
LUN,0.4493513341075613
ANT,0.4478703306015418
HBN,0.4449196132733676
RBIES,0.4409677796462392
GRS,0.4409497990768693
C2,0.4393429938574074
VLT,0.4377412799111116
CAB,0.4372875703314797
IMS,0.4372172411950951
SPR,0.4360045069330869
EVIL,0.4348837751300912
BLAZR,0.4334635113021612
XPY,0.4328926402597312
FRN,0.4318138790172272
IBANK,0.431605905383552
EUC,0.4315607864530809
POST,0.4305405863834844
ACES,0.4301931240478104
CANN,0.4273198850437007
LTCR,0.4261693172610559
QBC,0.4254083352869225
ADC,0.4232861454915336
OPAL,0.4226381702087105
LUNC,0.4218862839199336
NXS,0.4212527097058371
VIDZ,0.4193597284426456
TAJ,0.418266054787798
GCC,0.4170735898274408
CYT,0.4161984991522148
CF,0.415201040148687
NAV,0.4137197802506133
AMBER,0.4116399779054325
ACOIN,0.4105048955468677
ZYD,0.4104968383909647
WBB,0.4102706391031292
XQN,0.4102652841654467
SIB,0.4089692504642129
BITS,0.4075959256964345
BERN,0.4074419743503015
ADZ,0.4067826652584069
VAL,0.4064796785611008
SWING,0.4043338314856049
ZET,0.4038290862533517
BLU,0.4032443325460307
UNIT,0.4032049083769535
XHI,0.4026223842219825
MAY,0.4013096586622359
TES,0.401142377714284
KURT,0.4010820504208755
VTC,0.4003330042837996
EDRC,0.3970250022522541
ICON,0.3953725308525279
MST,0.3909771238202191
TRST,0.3907333561097716
NETKO,0.3901406708856913
ARGUS,0.3901136091241944
MOTO,0.388473943632199
RBT,0.3872552118397003
PPC,0.3854674777135954
SANDG,0.3853555260555505
KOBO,0.3832220483262779
XMS,0.3807149252705577
LAMB,0.3798538005175307
START,0.3787285910106789
ENT,0.3766040449286977
SXC,0.3749552520128965
WINGS,0.374655359496878
NXT,0.3712189017696889
PXC,0.3693810765972507
FRC,0.3685766231143688
TECH,0.3636425393746384
AMS,0.3626012068829024
LBC,0.3591170976868642
EFL,0.3578340635694635
SLS,0.3551373001539272
42,0.3544935127671483
MAID,0.3536763453934511
HMQ,0.3524253748802116
CNT,0.3521552709277802
GBYTE,0.3510355577806874
NMC,0.3508798029224588
WGR,0.3446173947162895
NEVA,0.3422635184272297
XPM,0.3413557469029395
HVCO,0.3409098512090439
CRW,0.3393513377018742
LANA,0.3378258933290339
LDOGE,0.3352126039473538
CLAM,0.3350996141741875
BTCS,0.3308130672792669
FTC,0.3306773341045091
ZCL,0.3294858248485353
PASC,0.3293763645018642
OK,0.3251276131928462
CLUB,0.3246161828594048
BLK,0.3182355469912459
SWIFT,0.3179095573837793
RBY,0.3163476978961695
CKC,0.315559288664981
NOBL,0.3125243103140798
PTOY,0.3104897105833242
CSC,0.3062281674406699
XST,0.3062040122338021
XBY,0.3057242312629886
SKULL,0.3052726984864415
CARBON,0.3001412489138497
NVC,0.2992337691031391
SWT,0.2992159523687562
KIN,0.2958711272567573
XDN,0.2956724489066374
SKR,0.2945954220585513
XPTX,0.2922689863735819
COOL,0.2885934125954782
BCN,0.287752686946052
POT,0.2875237818285979
PLU,0.2851889036745688
RDD,0.2731669350978197
XCP,0.2657210268186783
EQB,0.2641534490281566
VERI,0.2628861793292677
IXC,0.2577656733268115
ALIAS,0.2569212160055129
DEM,0.2542091142088361
DCY,0.2504604613553179
HUSH,0.2448877923812961
ZER,0.2441911287994873
CETI,0.2404010623522818
GLC,0.2394336383256836
INF,0.2357104678086854
CLOAK,0.2350258718489117
PHR,0.2341716042760803
XPX,0.2340531050584394
AGRS,0.2339972165080492
XWC,0.2331679267312294
BCDN,0.2323211307341572
HBD,0.2279040541483624
BIS,0.2267379435407736
BOLI,0.2266630689271854
XBC,0.2248920752583477
PAK,0.2248745952313643
LOG,0.2227290351267135
FOREX,0.2156366781835604
DIME,0.2147615589698009
ZUR,0.1983997128979661
LKY,0.1955761024182077
XTO,0.1865137772746763
WDC,0.1809056423308581
BTA,0.1769408020125282
HNC,0.1763548397911152
ILC,0.1744661749719162
PUT,0.1743879165962906
DGC,0.1720880526293056
IFC,0.1716818758393939
BSTY,0.1702551951810177
BRIT,0.1635008993399605
SHND,0.1624960037058785
PIE,0.1567017663524409
LOOK,0.1547443142752408
LMC,0.1528052723705222
NYC,0.1431704158711096
QTZ,0.1390210184861584
TAB,0.1322398870582839
SIGNA,0.1305910954211561
IRL,0.1255383311968051
SILK,0.1251467749356359
NEOS,0.125
BS,0.1214620781764975
WYZ,0.1201593585734247
OZO,0.0990077793239705
JKC,0.0985994397759103
DCT,0.0935636166914852
USDT,0.0906203164381954
ZOOM,0.089417719100029
PZM,0.0833218252206331
MNTC,0.0681550905030263
BTB,0.0599950124993459
WC,0.0363780423665048
MCN,0.0338915107946151
RRT,0.0251625695096631
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
