TIMESTAMP,ET22069_OPEN_PRICE_USD,ET22069_HIGH_PRICE_USD,ET22069_LOW_PRICE_USD,ET22069_CLOSE_PRICE_USD,ET22069_VOLUME_USD,ET22069_DIVIDENDS_USD,ET22069_STOCK_SPLITS_USD
2022-12-22 00:00:00+00:00,2.6145739555358887,2.6301639080047607,2.5800740718841553,2.5931289196014404,0,0.0,0.0
2022-12-23 00:00:00+00:00,2.5931060314178467,2.6399710178375244,2.5746920108795166,2.6228489875793457,0,0.0,0.0
2022-12-24 00:00:00+00:00,2.6228489875793457,2.632020950317383,2.5212690830230713,2.596980094909668,0,0.0,0.0
2022-12-25 00:00:00+00:00,2.5969719886779785,2.599735975265503,2.4997689723968506,2.510256052017212,0,0.0,0.0
2022-12-26 00:00:00+00:00,2.510235071182251,2.554893970489502,2.4143989086151123,2.4878880977630615,0,0.0,0.0
2022-12-27 00:00:00+00:00,2.487809896469116,2.8520350456237793,2.4502129554748535,2.5318210124969482,0,0.0,0.0
2022-12-28 00:00:00+00:00,2.531831979751587,2.663522958755493,2.452018976211548,2.4812190532684326,0,0.0,0.0
2022-12-29 00:00:00+00:00,2.481204032897949,2.5085599422454834,2.310847043991089,2.3126869201660156,0,0.0,0.0
2022-12-30 00:00:00+00:00,2.312678098678589,3.2609570026397705,2.161257028579712,2.659092903137207,0,0.0,0.0
2022-12-31 00:00:00+00:00,2.6591200828552246,2.74918794631958,2.4492740631103516,2.520777940750122,0,0.0,0.0
2023-01-01 00:00:00+00:00,2.520792007446289,2.5991098880767822,2.262216091156006,2.4742369651794434,0,0.0,0.0
2023-01-02 00:00:00+00:00,2.474226951599121,2.5157089233398438,2.264141082763672,2.3924529552459717,0,0.0,0.0
2023-01-03 00:00:00+00:00,2.392482042312622,2.499526023864746,2.249530076980591,2.2776520252227783,0,0.0,0.0
2023-01-04 00:00:00+00:00,2.277631998062134,2.439457893371582,2.2495179176330566,2.2995541095733643,0,0.0,0.0
2023-01-05 00:00:00+00:00,2.2995340824127197,2.349529981613159,2.284627914428711,2.3092989921569824,0,0.0,0.0
2023-01-06 00:00:00+00:00,2.309330940246582,2.346215009689331,2.284213066101074,2.285001039505005,0,0.0,0.0
