TIMESTAMP,CWIF_OPEN_PRICE_USD,CWIF_HIGH_PRICE_USD,CWIF_LOW_PRICE_USD,CWIF_CLOSE_PRICE_USD,CWIF_VOLUME_USD,CWIF_DIVIDENDS_USD,CWIF_STOCK_SPLITS_USD
2024-01-29 00:00:00+00:00,,,,0.0,36123,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,43022,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,39333,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,101098,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,111423,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,111460,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,89956,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,99724,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,72900,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,79374,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,68033,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,87638,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,98208,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,95774,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,113567,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,115116,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,134135,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,304682,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,352588,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,312400,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,239053,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,367728,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,852835,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,836010,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,752869,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,105568,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,551131,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,69742,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,73049,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,316299,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,2388252,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,1381637,0.0,0.0
2024-03-01 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,9.999999974752427e-07,9128914,0.0,0.0
2024-03-02 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,0.0,9.999999974752427e-07,6515963,0.0,0.0
2024-03-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2816485,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,3786845,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,1809514,0.0,0.0
2024-03-06 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1709144,0.0,0.0
2024-03-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1807994,0.0,0.0
2024-03-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1132024,0.0,0.0
2024-03-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,1104591,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,568696,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,634979,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,455809,0.0,0.0
2024-03-13 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1676221,0.0,0.0
2024-03-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1872695,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,1112222,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,729599,0.0,0.0
2024-03-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,721910,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,1132905,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,442847,0.0,0.0
2024-03-20 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,602604,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,518483,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,376711,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,331826,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,351867,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,440853,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,651563,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,471294,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,617242,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,909545,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,3286544,0.0,0.0
2024-03-31 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,3128077,0.0,0.0
2024-04-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2245993,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,4618427,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,9329435,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,990539,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,1214052,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,1197054,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,1205882,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,1120206,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,1042136,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,935313,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,855914,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,727621,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,1018169,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,995679,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,1843143,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,1816888,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,1281081,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,1337027,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,1462156,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,1322117,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,1297981,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,1261112,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,1201680,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,1273805,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,1209713,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,1803876,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,2129870,0.0,0.0
