TIMESTAMP,AETHWETH_OPEN_PRICE_USD,AETHWETH_HIGH_PRICE_USD,AETHWETH_LOW_PRICE_USD,AETHWETH_CLOSE_PRICE_USD,AETHWETH_VOLUME_USD,AETHWETH_DIVIDENDS_USD,AETHWETH_STOCK_SPLITS_USD
2025-05-12 00:00:00+00:00,2557.77490234375,2567.49658203125,2408.499267578125,2495.10498046875,165806,0.0,0.0
2025-05-13 00:00:00+00:00,2495.10498046875,2736.70703125,2416.619873046875,2678.853271484375,434966,0.0,0.0
2025-05-14 00:00:00+00:00,2678.853271484375,2719.084716796875,2548.607177734375,2609.9287109375,328613,0.0,0.0
2025-05-15 00:00:00+00:00,2609.9287109375,2645.066162109375,2480.619384765625,2545.980224609375,352092,0.0,0.0
2025-05-16 00:00:00+00:00,2547.650390625,2645.026123046875,2532.3193359375,2536.0908203125,300744,0.0,0.0
2025-05-17 00:00:00+00:00,2536.0908203125,2537.780029296875,2449.520263671875,2475.720703125,212348,0.0,0.0
2025-05-18 00:00:00+00:00,2475.720703125,2586.4130859375,2347.00732421875,2510.567626953125,394671,0.0,0.0
2025-05-19 00:00:00+00:00,2497.957275390625,2544.270263671875,2353.592041015625,2528.46728515625,586206,0.0,0.0
2025-05-20 00:00:00+00:00,2528.46728515625,2586.05810546875,2445.462158203125,2524.16748046875,455641,0.0,0.0
2025-05-21 00:00:00+00:00,2524.16748046875,2612.451904296875,2455.775390625,2550.682373046875,827711,0.0,0.0
2025-05-22 00:00:00+00:00,2552.55078125,2690.046630859375,2545.962890625,2664.28857421875,642325,0.0,0.0
2025-05-23 00:00:00+00:00,2663.91552734375,2730.626220703125,2503.763427734375,2525.892578125,594990,0.0,0.0
2025-05-24 00:00:00+00:00,2526.564453125,2575.40283203125,2515.345947265625,2531.944580078125,319209,0.0,0.0
2025-05-25 00:00:00+00:00,2531.944580078125,2554.5537109375,2469.609375,2552.377685546875,167912,0.0,0.0
2025-05-26 00:00:00+00:00,2552.377685546875,2597.39599609375,2529.456298828125,2563.907958984375,227634,0.0,0.0
2025-05-27 00:00:00+00:00,2563.907958984375,2712.6435546875,2512.1669921875,2662.59814453125,424541,0.0,0.0
2025-05-28 00:00:00+00:00,2662.59814453125,2688.88623046875,2613.44677734375,2682.99072265625,318340,0.0,0.0
2025-05-29 00:00:00+00:00,2682.99072265625,2780.634521484375,2622.825439453125,2630.56640625,395842,0.0,0.0
2025-05-30 00:00:00+00:00,2630.56640625,2649.13720703125,2510.8427734375,2528.814453125,456962,0.0,0.0
2025-05-31 00:00:00+00:00,2529.895751953125,2549.7080078125,2485.625,2528.28466796875,219796,0.0,0.0
2025-06-01 00:00:00+00:00,2529.58642578125,2547.71923828125,2479.731689453125,2527.54296875,178468,0.0,0.0
