TIMESTAMP,AA_OPEN_PRICE_USD,AA_HIGH_PRICE_USD,AA_LOW_PRICE_USD,AA_CLOSE_PRICE_USD,AA_VOLUME_USD,AA_DIVIDENDS_USD,AA_STOCK_SPLITS_USD
2023-05-24 00:00:00+00:00,0.806003987789154,0.9399250149726868,0.7713770270347595,0.8661479949951172,67617,0.0,0.0
2023-05-25 00:00:00+00:00,0.866146981716156,1.2955689430236816,0.6805310249328613,0.856007993221283,80758,0.0,0.0
2023-05-26 00:00:00+00:00,0.8557500243186951,1.0131510496139526,0.6752470135688782,0.7561720013618469,95576,0.0,0.0
2023-05-27 00:00:00+00:00,0.7563250064849854,0.8852220177650452,0.6952319741249084,0.7551760077476501,74994,0.0,0.0
2023-05-28 00:00:00+00:00,0.7555260062217712,0.7575470209121704,0.5652610063552856,0.6156489849090576,30572,0.0,0.0
2023-05-29 00:00:00+00:00,0.6155850291252136,0.9521920084953308,0.46144899725914,0.4689379930496216,156322,0.0,0.0
2023-05-30 00:00:00+00:00,0.468845009803772,0.731719970703125,0.3101620078086853,0.31056201457977295,811946,0.0,0.0
2023-05-31 00:00:00+00:00,0.31053200364112854,0.3187980055809021,0.23651300370693207,0.2504790127277374,1033232,0.0,0.0
2023-06-01 00:00:00+00:00,0.25057199597358704,0.2520340085029602,0.17979900538921356,0.18293499946594238,887275,0.0,0.0
2023-06-02 00:00:00+00:00,0.18292999267578125,0.19148199260234833,0.14240799844264984,0.18564799427986145,868142,0.0,0.0
2023-06-03 00:00:00+00:00,0.1856510043144226,0.26594099402427673,0.18274100124835968,0.23692600429058075,934628,0.0,0.0
2023-06-04 00:00:00+00:00,0.23693299293518066,0.2688240110874176,0.22615200281143188,0.2684299945831299,1172383,0.0,0.0
2023-06-05 00:00:00+00:00,0.2680639922618866,0.2842479944229126,0.25010401010513306,0.2808530032634735,1263661,0.0,0.0
2023-06-06 00:00:00+00:00,0.2808459997177124,0.28972700238227844,0.2430730015039444,0.26805898547172546,1369851,0.0,0.0
2023-06-07 00:00:00+00:00,0.26802799105644226,0.28281500935554504,0.24999499320983887,0.2692900002002716,1722855,0.0,0.0
2023-06-08 00:00:00+00:00,0.2692900002002716,0.3105109930038452,0.25994500517845154,0.31022799015045166,1937262,0.0,0.0
2023-06-09 00:00:00+00:00,0.31022799015045166,0.38208600878715515,0.24208000302314758,0.24855700135231018,1746351,0.0,0.0
2023-06-10 00:00:00+00:00,0.24856099486351013,0.2491530030965805,0.2090590000152588,0.2135089933872223,1528587,0.0,0.0
2023-06-11 00:00:00+00:00,0.21352800726890564,0.2267259955406189,0.21070599555969238,0.22009199857711792,1760115,0.0,0.0
2023-06-12 00:00:00+00:00,0.22007299959659576,0.22839400172233582,0.21627099812030792,0.22224000096321106,1533394,0.0,0.0
2023-06-13 00:00:00+00:00,0.22226400673389435,0.284278005361557,0.1994599997997284,0.2159540057182312,1518172,0.0,0.0
2023-06-14 00:00:00+00:00,0.2159540057182312,0.23705099523067474,0.20760299265384674,0.2327200025320053,1084376,0.0,0.0
2023-06-15 00:00:00+00:00,0.23273399472236633,0.24529199302196503,0.21884900331497192,0.2436619997024536,1949694,0.0,0.0
2023-06-16 00:00:00+00:00,0.24378100037574768,0.2863999903202057,0.2433129996061325,0.278779000043869,2157881,0.0,0.0
2023-06-17 00:00:00+00:00,0.27877700328826904,0.29624098539352417,0.276418000459671,0.2921299934387207,467452,0.0,0.0
2023-06-18 00:00:00+00:00,0.29208898544311523,0.29697901010513306,0.27211299538612366,0.287092000246048,1623559,0.0,0.0
2023-06-19 00:00:00+00:00,0.2870819866657257,0.32557499408721924,0.28706198930740356,0.32557499408721924,1774124,0.0,0.0
2023-06-20 00:00:00+00:00,0.32563701272010803,0.3429979979991913,0.2883099913597107,0.34284499287605286,2008504,0.0,0.0
2023-06-21 00:00:00+00:00,0.3428710103034973,0.36970698833465576,0.3424440026283264,0.36848199367523193,1596084,0.0,0.0
2023-06-22 00:00:00+00:00,0.36825498938560486,0.37353000044822693,0.3545779883861542,0.3591209948062897,1924890,0.0,0.0
2023-06-23 00:00:00+00:00,0.35912299156188965,0.3603399991989136,0.32999101281166077,0.33181801438331604,1649294,0.0,0.0
2023-06-24 00:00:00+00:00,0.33180901408195496,0.3323090076446533,0.32605600357055664,0.3274030089378357,1895141,0.0,0.0
2023-06-25 00:00:00+00:00,0.3273650109767914,0.33488500118255615,0.32642000913619995,0.3299430012702942,1614108,0.0,0.0
