TIMESTAMP,XRPWIF_OPEN_PRICE_USD,XRPWIF_HIGH_PRICE_USD,XRPWIF_LOW_PRICE_USD,XRPWIF_CLOSE_PRICE_USD,XRPWIF_VOLUME_USD,XRPWIF_DIVIDENDS_USD,XRPWIF_STOCK_SPLITS_USD
2024-12-28 00:00:00+00:00,,,,0.0,744,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,141,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,398,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,223,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,4308,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,452,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,625,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,264,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,394,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,123,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,2077,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,887,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,5236,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,961,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,405,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,160,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,82,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,338,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,1121,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,239525,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,10102,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,1380,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1394,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,601472,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,1202679,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,83837,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,141982,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,47459,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,20064,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,18768,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,27412,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,11281,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,5110,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,3278,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,2508,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,1197,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,517,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,426,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,373,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,3635,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,574,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,20733,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,9883,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1887,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,1902,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1695,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,1580,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,632,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,462,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,781,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,1012,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,944,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,1925,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1898,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,893,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,3060,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,1017,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,535,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,1382,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,393,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,920,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,1866,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,964,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,526,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,590,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,1048,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,302,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,404,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,150,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,179,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,109,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,1863,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,5622,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,89,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,556,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,518,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,131,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,132,0.0,0.0
