TIMESTAMP,XMONEY_OPEN_PRICE_USD,XMONEY_HIGH_PRICE_USD,XMONEY_LOW_PRICE_USD,XMONEY_CLOSE_PRICE_USD,XMONEY_VOLUME_USD,XMONEY_DIVIDENDS_USD,XMONEY_STOCK_SPLITS_USD
2025-03-01 00:00:00+00:00,0.0681530013680458,0.08401399850845337,0.0681530013680458,0.07528200000524521,24808,0.0,0.0
2025-03-02 00:00:00+00:00,0.07528200000524521,0.09558799862861633,0.06476200371980667,0.08204299956560135,42068,0.0,0.0
2025-03-03 00:00:00+00:00,0.08204299956560135,0.08204299956560135,0.06495799869298935,0.06761399656534195,16108,0.0,0.0
2025-03-04 00:00:00+00:00,0.06761399656534195,0.07401599735021591,0.06582999974489212,0.06926999986171722,17937,0.0,0.0
2025-03-05 00:00:00+00:00,0.06926999986171722,0.1471640020608902,0.06688199937343597,0.12630599737167358,231641,0.0,0.0
2025-03-06 00:00:00+00:00,0.12630599737167358,0.12778300046920776,0.08600399643182755,0.0991860032081604,95407,0.0,0.0
2025-03-07 00:00:00+00:00,0.0991860032081604,0.10656099766492844,0.0731630027294159,0.09212300181388855,81923,0.0,0.0
2025-03-08 00:00:00+00:00,0.09212300181388855,0.10286100208759308,0.09212300181388855,0.09612099826335907,28010,0.0,0.0
2025-03-09 00:00:00+00:00,0.09612099826335907,0.0985419973731041,0.07645399868488312,0.08816199749708176,30932,0.0,0.0
2025-03-10 00:00:00+00:00,0.08816199749708176,0.0985179990530014,0.07519400119781494,0.08318900316953659,40926,0.0,0.0
2025-03-11 00:00:00+00:00,0.08318900316953659,0.09514900296926498,0.07419099658727646,0.08819799870252609,31408,0.0,0.0
2025-03-12 00:00:00+00:00,0.08819799870252609,0.08819799870252609,0.08122599869966507,0.08127900213003159,7830,0.0,0.0
2025-03-13 00:00:00+00:00,0.08127900213003159,0.0902549996972084,0.0806799978017807,0.08546199649572372,19291,0.0,0.0
2025-03-14 00:00:00+00:00,0.08546199649572372,0.09504599869251251,0.08426900207996368,0.09465199708938599,35084,0.0,0.0
2025-03-15 00:00:00+00:00,0.09465199708938599,0.09465199708938599,0.07797099649906158,0.08224800229072571,19135,0.0,0.0
2025-03-16 00:00:00+00:00,0.08224800229072571,0.08469899743795395,0.0756710022687912,0.08000099658966064,0,0.0,0.0
2025-03-17 00:00:00+00:00,0.08000099658966064,0.08282800018787384,0.07346899807453156,0.07346899807453156,15544,0.0,0.0
2025-03-18 00:00:00+00:00,0.07346899807453156,0.08052600175142288,0.0699009969830513,0.07168100029230118,0,0.0,0.0
