,ETH
XEM,0.036500591951061666
ZEN,0.05946933740770434
USDT,0.06930301971961622
KMD,0.0994023702936102
DOGE,0.10991910981424098
SC,0.11459047930090911
LSK,0.12145273338858181
FIRO,0.13273882364397668
MAID,0.1767729254628478
XWC,0.1860089857908176
BTS,0.18626254373762904
ETC,0.19157724188811845
XRP,0.19337336780390205
ARK,0.20822259895817596
MONA,0.23325800410490855
QTUM,0.23385598491778856
SYS,0.24750068640684883
BTC,0.2716607911249487
RLC,0.3168368543671846
GNO,0.32527835731009397
DGB,0.33556164133194755
DCR,0.4481034538644757
STEEM,0.5193764807211403
ANT,0.6721327720629969
CON,0.6872100166782235
VERI,0.7663861974591845
