,ETH
XEM,0.0173559655473676
SC,0.040765664781850744
ZEN,0.06250715466488635
USDT,0.0690703611678774
KMD,0.0786191006873376
FIRO,0.08938815520534929
DOGE,0.1134778725847167
LSK,0.1200029775533929
QTUM,0.12341263820105375
MAID,0.1468260200841777
XWC,0.17755958624367618
XRP,0.17910668031808985
BTS,0.1822548897664117
ETC,0.19282996252877138
RLC,0.21311167729192515
ARK,0.21672712842779096
SYS,0.23308939821861552
MONA,0.23526161490938485
BTC,0.237036690143899
GNO,0.24703339456346857
DGB,0.28989839779353943
DCR,0.4305825673767921
STEEM,0.5747791763124219
ANT,0.6764968782936926
CON,0.7111255602634048
VERI,0.8244428223726562
