TIMESTAMP,DAIWO_OPEN_PRICE_USD,DAIWO_HIGH_PRICE_USD,DAIWO_LOW_PRICE_USD,DAIWO_CLOSE_PRICE_USD,DAIWO_VOLUME_USD,DAIWO_DIVIDENDS_USD,DAIWO_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,1.1988489627838135,1.2040159702301025,1.1987509727478027,1.2019649744033813,64588,0.0,0.0
2025-04-02 00:00:00+00:00,1.2019649744033813,1.2031320333480835,1.198546051979065,1.2007670402526855,67390,0.0,0.0
2025-04-03 00:00:00+00:00,1.2007670402526855,1.2020829916000366,1.1981569528579712,1.2004940509796143,64281,0.0,0.0
2025-04-04 00:00:00+00:00,1.2004940509796143,1.2018660306930542,1.197975993156433,1.1985139846801758,64285,0.0,0.0
2025-04-05 00:00:00+00:00,1.1985139846801758,1.201920986175537,1.1983599662780762,1.1996320486068726,41879,0.0,0.0
2025-04-06 00:00:00+00:00,1.1996320486068726,1.2022509574890137,1.1968309879302979,1.1972370147705078,68307,0.0,0.0
2025-04-07 00:00:00+00:00,1.1972370147705078,1.2007670402526855,1.19645094871521,1.2006529569625854,87971,0.0,0.0
2025-04-08 00:00:00+00:00,1.2006529569625854,1.2012779712677002,1.196768045425415,1.1971800327301025,70270,0.0,0.0
2025-04-09 00:00:00+00:00,1.1971800327301025,1.2028989791870117,1.1965969800949097,1.2026640176773071,79201,0.0,0.0
2025-04-10 00:00:00+00:00,1.2026640176773071,1.2027020454406738,1.1978759765625,1.2014180421829224,78145,0.0,0.0
2025-04-11 00:00:00+00:00,1.2014180421829224,1.2027560472488403,1.1987719535827637,1.199512004852295,78275,0.0,0.0
2025-04-12 00:00:00+00:00,1.199512004852295,1.2054860591888428,1.1991870403289795,1.2018259763717651,75127,0.0,0.0
2025-04-13 00:00:00+00:00,1.2018259763717651,1.2048120498657227,1.1993099451065063,1.1994539499282837,79768,0.0,0.0
2025-04-14 00:00:00+00:00,1.1994539499282837,1.2028720378875732,1.1993390321731567,1.1997469663619995,90603,0.0,0.0
