TIMESTAMP,RET20013_OPEN_PRICE_USD,RET20013_HIGH_PRICE_USD,RET20013_LOW_PRICE_USD,RET20013_CLOSE_PRICE_USD,RET20013_VOLUME_USD,RET20013_DIVIDENDS_USD,RET20013_STOCK_SPLITS_USD
2022-05-08 00:00:00+00:00,,,,0.0,487188,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,432045,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,536231,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,217339,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,95495,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,73529,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,56241,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,39739,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,25023,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,26395,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,19267,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,13327,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,12372,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,18287,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,36718,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,39985,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,33194,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,24632,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,24256,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,50385,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,51387,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,22138,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,12366,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,20152,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,17026,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,7998,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,6157,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,7186,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,7522,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,13957,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,12270,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,9386,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,10415,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,8394,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,5734,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,5596,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,10170,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,9298,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,7269,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,15491,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,7828,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,5445,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,6027,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,5561,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,4673,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,4846,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,6042,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,3237,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,2409,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,5599,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,9717,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,6641,0.0,0.0
