,K,Alpha,Tau,DC,Init,Tol,MSE
35,9,500,0.25,0,2,1e-06,0.30377296134405296
36,9,500,0.25,1,2,1e-07,0.30377297795327113
37,9,500,0.3,1,1,1e-05,0.30377307710063994
38,9,500,0.3,1,1,1e-06,0.30377307710063994
39,9,500,0.3,1,1,1e-07,0.30377307710063994
40,14,1250,0.3,0,1,1e-05,0.3037731845938955
41,14,1250,0.3,0,1,1e-06,0.3037731845938955
42,14,1250,0.3,0,1,1e-07,0.3037731845938955
43,9,500,0.25,1,2,1e-06,0.30377346721400195
44,9,500,0.25,0,1,1e-06,0.30377354813156227
45,9,500,0.25,0,1,1e-07,0.30377354813156227
46,9,500,0.25,0,1,1e-05,0.30377354813156227
47,13,1250,0.3,0,1,1e-05,0.30377371661686536
48,13,1250,0.3,0,1,1e-06,0.30377371661686536
49,13,1250,0.3,0,1,1e-07,0.30377371661686536
50,9,500,0.25,1,1,1e-05,0.30377382317852064
51,9,500,0.25,1,1,1e-06,0.30377382317852064
52,9,500,0.25,1,1,1e-07,0.30377382317852064
53,13,1000,0.3,0,1,1e-05,0.303773913661806
54,13,1000,0.3,0,1,1e-06,0.303773913661806
55,13,1000,0.3,0,1,1e-07,0.303773913661806
56,12,750,0.3,0,0,1e-05,0.3037739320351237
57,12,750,0.3,0,0,1e-06,0.3037739320351237
58,12,750,0.3,0,0,1e-07,0.3037739320351237
59,13,1000,0.25,0,1,1e-07,0.3037741250564207
60,13,1000,0.25,0,1,1e-05,0.3037741250564207
61,13,1000,0.25,0,1,1e-06,0.3037741250564207
62,12,750,0.25,0,0,1e-06,0.30377451989351684
63,12,750,0.25,0,0,1e-05,0.30377451989351684
64,12,750,0.25,0,0,1e-07,0.30377451989351684
65,6,250,0.25,0,2,1e-05,0.303775403956926
66,12,750,0.2,0,0,1e-06,0.3037754847689228
67,12,750,0.2,0,0,1e-05,0.3037754847689228
68,12,750,0.2,0,0,1e-07,0.3037754847689228
69,13,1000,0.2,0,1,1e-07,0.3037756667095201
70,13,1000,0.2,0,1,1e-06,0.3037756667095201
71,13,1000,0.2,0,1,1e-05,0.3037756667095201
72,8,250,0.3,0,2,1e-06,0.30377598679135004
73,8,250,0.3,0,2,1e-05,0.30377599819621054
74,9,250,0.3,0,2,1e-07,0.30377604087839977
75,8,250,0.3,1,2,1e-06,0.30377611031593754
76,9,250,0.3,0,2,1e-06,0.30377613373940954
77,8,250,0.3,0,2,1e-07,0.30377617723313105
78,8,250,0.3,0,0,1e-05,0.30377629822571856
79,8,250,0.3,0,0,1e-07,0.30377629822571856
80,8,250,0.3,0,0,1e-06,0.30377629822571856
81,9,250,0.3,0,2,1e-05,0.30377639522181693
82,8,250,0.3,1,2,1e-07,0.30377643773064295
83,8,250,0.3,1,2,1e-05,0.3037764619204787
84,9,250,0.3,1,2,1e-06,0.3037764931932792
85,7,250,0.3,0,2,1e-06,0.30377654043907265
86,8,250,0.3,1,0,1e-05,0.30377658787946943
87,8,250,0.3,1,0,1e-06,0.30377658787946943
88,8,250,0.3,1,0,1e-07,0.30377658787946943
89,9,250,0.3,0,0,1e-06,0.3037766061211613
90,9,250,0.3,0,0,1e-07,0.3037766061211613
91,9,250,0.3,0,0,1e-05,0.3037766061211613
92,9,250,0.3,1,2,1e-07,0.3037766618561929
93,7,250,0.3,0,2,1e-07,0.3037766635082728
94,7,250,0.3,0,2,1e-05,0.30377669078303493
95,9,250,0.3,1,2,1e-05,0.3037767323307276
96,7,250,0.3,0,0,1e-06,0.30377678922703083
97,7,250,0.3,0,0,1e-05,0.30377678922703083
98,7,250,0.3,0,0,1e-07,0.30377678922703083
99,7,250,0.3,1,2,1e-06,0.3037767955749725
100,12,750,0.3,0,1,1e-07,0.30377681937081347
101,12,750,0.3,0,1,1e-06,0.30377681937081347
102,12,750,0.3,0,1,1e-05,0.30377681937081347
103,8,250,0.3,0,1,1e-05,0.3037768578305442
104,8,250,0.3,0,1,1e-06,0.3037768578305442
105,8,250,0.3,0,1,1e-07,0.3037768578305442
106,7,250,0.3,1,2,1e-07,0.3037768610749487
107,7,250,0.3,1,2,1e-05,0.30377693506503983
108,7,250,0.3,1,0,1e-07,0.3037769386061425
109,7,250,0.3,1,0,1e-06,0.3037769386061425
110,7,250,0.3,1,0,1e-05,0.3037769386061425
111,9,250,0.3,1,0,1e-07,0.3037770038736786
112,9,250,0.3,1,0,1e-06,0.3037770038736786
113,9,250,0.3,1,0,1e-05,0.3037770038736786
114,9,250,0.3,0,1,1e-07,0.3037770516557881
115,9,250,0.3,0,1,1e-06,0.3037770516557881
116,9,250,0.3,0,1,1e-05,0.3037770516557881
117,8,250,0.3,1,1,1e-05,0.30377713551008845
118,8,250,0.3,1,1,1e-07,0.30377713551008845
119,8,250,0.3,1,1,1e-06,0.30377713551008845
120,8,250,0.25,0,2,1e-05,0.30377726467819444
121,10,500,0.3,0,2,1e-06,0.30377737715068953
122,10,500,0.3,0,2,1e-07,0.303777396029898
123,9,250,0.3,1,1,1e-07,0.30377744949665886
124,9,250,0.3,1,1,1e-05,0.30377744949665886
125,9,250,0.3,1,1,1e-06,0.30377744949665886
126,7,250,0.3,0,1,1e-07,0.30377757985974985
127,7,250,0.3,0,1,1e-06,0.30377757985974985
128,7,250,0.3,0,1,1e-05,0.30377757985974985
129,7,250,0.3,1,1,1e-06,0.3037776868691341
130,7,250,0.3,1,1,1e-07,0.3037776868691341
131,7,250,0.3,1,1,1e-05,0.3037776868691341
132,8,250,0.25,0,2,1e-07,0.30377793284989085
133,9,250,0.25,0,2,1e-06,0.30377793341091275
134,12,750,0.25,0,1,1e-06,0.3037779434978052
135,12,750,0.25,0,1,1e-07,0.3037779434978052
136,12,750,0.25,0,1,1e-05,0.3037779434978052
137,8,250,0.25,0,2,1e-06,0.30377802556402744
138,10,500,0.3,0,2,1e-05,0.30377804695742555
139,9,250,0.25,0,2,1e-07,0.30377805279425846
140,8,250,0.25,0,0,1e-05,0.3037781315266653
141,8,250,0.25,0,0,1e-07,0.3037781315266653
142,8,250,0.25,0,0,1e-06,0.3037781315266653
143,10,500,0.3,0,0,1e-07,0.3037781401830448
144,10,500,0.3,0,0,1e-05,0.3037781401830448
145,10,500,0.3,0,0,1e-06,0.3037781401830448
146,9,250,0.25,0,2,1e-05,0.3037781544110802
147,8,250,0.25,1,2,1e-06,0.3037781815839356
148,14,1000,0.3,0,1,1e-06,0.3037782403057042
149,14,1000,0.3,0,1,1e-07,0.3037782403057042
150,14,1000,0.3,0,1,1e-05,0.3037782403057042
151,8,250,0.25,1,2,1e-07,0.3037782701240602
152,8,250,0.25,1,2,1e-05,0.3037783241672009
153,7,250,0.25,0,2,1e-05,0.3037783629404597
154,14,1000,0.25,0,1,1e-07,0.30377845184781704
155,14,1000,0.25,0,1,1e-06,0.30377845184781704
156,14,1000,0.25,0,1,1e-05,0.30377845184781704
157,9,250,0.25,0,0,1e-07,0.30377846344235254
158,9,250,0.25,0,0,1e-06,0.30377846344235254
159,9,250,0.25,0,0,1e-05,0.30377846344235254
160,10,500,0.25,0,2,1e-05,0.3037784870891524
161,9,250,0.25,1,2,1e-07,0.30377859678282004
162,8,250,0.25,1,0,1e-06,0.3037785984386929
163,8,250,0.25,1,0,1e-07,0.3037785984386929
164,8,250,0.25,1,0,1e-05,0.3037785984386929
165,9,250,0.25,1,2,1e-06,0.30377866570464906
166,7,250,0.25,0,2,1e-07,0.3037786982852211
167,9,250,0.25,1,2,1e-05,0.30377872210350165
168,7,250,0.25,1,2,1e-06,0.3037787726360866
169,7,250,0.25,1,2,1e-05,0.30377877423361177
170,7,250,0.25,0,0,1e-05,0.30377878365913835
171,7,250,0.25,0,0,1e-07,0.30377878365913835
172,7,250,0.25,0,0,1e-06,0.30377878365913835
173,8,250,0.25,0,1,1e-05,0.30377892318392424
174,8,250,0.25,0,1,1e-06,0.30377892318392424
175,8,250,0.25,0,1,1e-07,0.30377892318392424
176,7,250,0.25,1,2,1e-07,0.3037789308669615
177,10,500,0.25,0,2,1e-07,0.30377893203890993
178,10,500,0.25,0,2,1e-06,0.3037790048010091
179,10,500,0.3,1,2,1e-05,0.30377901205318253
180,7,250,0.25,1,0,1e-07,0.30377904779232734
181,7,250,0.25,1,0,1e-06,0.30377904779232734
182,7,250,0.25,1,0,1e-05,0.30377904779232734
183,9,250,0.25,1,0,1e-05,0.3037790665209071
184,9,250,0.25,1,0,1e-06,0.3037790665209071
185,9,250,0.25,1,0,1e-07,0.3037790665209071
186,9,250,0.25,0,1,1e-05,0.30377910126223134
187,9,250,0.25,0,1,1e-07,0.30377910126223134
188,9,250,0.25,0,1,1e-06,0.30377910126223134
189,10,500,0.3,1,2,1e-06,0.30377916114149667
190,7,250,0.25,0,2,1e-06,0.3037792937749064
191,10,500,0.25,0,0,1e-06,0.3037793479836053
192,10,500,0.25,0,0,1e-05,0.3037793479836053
193,10,500,0.25,0,0,1e-07,0.3037793479836053
194,8,250,0.25,1,1,1e-05,0.3037793797413729
195,8,250,0.25,1,1,1e-06,0.3037793797413729
196,8,250,0.25,1,1,1e-07,0.3037793797413729
197,10,500,0.3,1,2,1e-07,0.30377945741096285
198,12,750,0.2,0,1,1e-06,0.3037795622667201
199,12,750,0.2,0,1,1e-05,0.3037795622667201
200,12,750,0.2,0,1,1e-07,0.3037795622667201
201,12,1000,0.3,1,1,1e-07,0.3037795904198132
202,12,1000,0.3,1,1,1e-05,0.3037795904198132
203,12,1000,0.3,1,1,1e-06,0.3037795904198132
204,9,250,0.25,1,1,1e-05,0.30377970696126233
205,9,250,0.25,1,1,1e-07,0.30377970696126233
206,9,250,0.25,1,1,1e-06,0.30377970696126233
207,10,500,0.3,1,0,1e-05,0.3037797934725475
208,10,500,0.3,1,0,1e-06,0.3037797934725475
209,10,500,0.3,1,0,1e-07,0.3037797934725475
210,7,250,0.25,0,1,1e-05,0.3037799147353019
211,7,250,0.25,0,1,1e-06,0.3037799147353019
212,7,250,0.25,0,1,1e-07,0.3037799147353019
213,7,250,0.25,1,1,1e-05,0.3037801246233677
214,7,250,0.25,1,1,1e-07,0.3037801246233677
215,7,250,0.25,1,1,1e-06,0.3037801246233677
216,14,1000,0.2,0,1,1e-05,0.3037803041877416
217,14,1000,0.2,0,1,1e-06,0.3037803041877416
218,14,1000,0.2,0,1,1e-07,0.3037803041877416
219,10,500,0.25,1,2,1e-05,0.3037806085233502
220,8,250,0.2,0,2,1e-05,0.30378069378027833
221,10,500,0.2,0,2,1e-06,0.3037808086757433
222,9,250,0.2,0,2,1e-05,0.3037809448500909
223,10,500,0.3,0,1,1e-06,0.30378099418436233
224,10,500,0.3,0,1,1e-07,0.30378099418436233
225,10,500,0.3,0,1,1e-05,0.30378099418436233
226,10,500,0.2,0,2,1e-05,0.30378104029853487
227,10,500,0.25,1,2,1e-07,0.30378106105925173
228,6,250,0.25,1,1,1e-05,0.30378113626908837
229,6,250,0.25,1,1,1e-06,0.30378113626908837
230,6,250,0.25,1,1,1e-07,0.30378113626908837
231,10,500,0.2,0,2,1e-07,0.3037811517407003
232,8,250,0.2,0,2,1e-07,0.3037811522449058
233,9,250,0.2,0,2,1e-06,0.3037812548718496
234,9,250,0.2,0,2,1e-07,0.30378130585925983
235,8,250,0.2,0,2,1e-06,0.30378132939567576
236,8,250,0.2,0,0,1e-05,0.3037815193323467
237,8,250,0.2,0,0,1e-06,0.3037815193323467
238,8,250,0.2,0,0,1e-07,0.3037815193323467
239,10,500,0.25,1,0,1e-07,0.3037815219921595
240,10,500,0.25,1,0,1e-06,0.3037815219921595
241,10,500,0.25,1,0,1e-05,0.3037815219921595
242,10,500,0.25,1,2,1e-06,0.3037815453139802
243,8,250,0.2,1,2,1e-07,0.3037815618430831
244,8,250,0.2,1,2,1e-06,0.3037816016095441
245,6,250,0.3,1,2,1e-07,0.30378167106954723
246,10,500,0.2,0,0,1e-07,0.303781718910827
247,10,500,0.2,0,0,1e-05,0.303781718910827
248,10,500,0.2,0,0,1e-06,0.303781718910827
249,9,250,0.2,0,0,1e-07,0.303781857314022
250,9,250,0.2,0,0,1e-06,0.303781857314022
251,9,250,0.2,0,0,1e-05,0.303781857314022
252,8,250,0.2,1,2,1e-05,0.30378187291737574
253,6,250,0.3,1,2,1e-06,0.3037819716247163
254,9,250,0.2,1,2,1e-05,0.3037820919588307
255,9,250,0.2,1,2,1e-07,0.30378212416378014
256,8,250,0.2,1,0,1e-07,0.30378232598820726
257,8,250,0.2,1,0,1e-05,0.30378232598820726
258,8,250,0.2,1,0,1e-06,0.30378232598820726
259,6,250,0.3,1,0,1e-07,0.3037823505744264
260,6,250,0.3,1,0,1e-05,0.3037823505744264
261,6,250,0.3,1,0,1e-06,0.3037823505744264
262,9,250,0.2,1,2,1e-06,0.30378237189198465
263,7,250,0.2,0,2,1e-05,0.3037823902500807
264,6,250,0.3,1,2,1e-05,0.3037823923082338
265,10,500,0.25,0,1,1e-06,0.30378242777384024
266,10,500,0.25,0,1,1e-07,0.30378242777384024
267,10,500,0.25,0,1,1e-05,0.30378242777384024
268,7,250,0.2,0,0,1e-07,0.303782438478853
269,7,250,0.2,0,0,1e-06,0.303782438478853
270,7,250,0.2,0,0,1e-05,0.303782438478853
271,7,250,0.2,0,2,1e-06,0.30378244880155747
272,7,250,0.2,0,2,1e-07,0.30378250749153834
273,7,250,0.2,1,2,1e-06,0.30378256498318074
274,10,500,0.2,1,2,1e-05,0.30378267132309333
275,8,250,0.2,0,1,1e-05,0.30378275732999327
276,8,250,0.2,0,1,1e-07,0.30378275732999327
277,8,250,0.2,0,1,1e-06,0.30378275732999327
278,7,250,0.2,1,2,1e-07,0.303782772236579
279,9,250,0.2,1,0,1e-05,0.30378285021541446
280,9,250,0.2,1,0,1e-06,0.30378285021541446
281,9,250,0.2,1,0,1e-07,0.30378285021541446
282,9,250,0.2,0,1,1e-06,0.3037828587178089
283,9,250,0.2,0,1,1e-07,0.3037828587178089
284,9,250,0.2,0,1,1e-05,0.3037828587178089
285,7,250,0.2,1,0,1e-05,0.3037829301918054
286,7,250,0.2,1,0,1e-07,0.3037829301918054
287,7,250,0.2,1,0,1e-06,0.3037829301918054
288,7,250,0.2,1,2,1e-05,0.3037829359382078
289,10,500,0.3,1,1,1e-06,0.3037830857309399
290,10,500,0.3,1,1,1e-07,0.3037830857309399
291,10,500,0.3,1,1,1e-05,0.3037830857309399
292,10,500,0.2,1,2,1e-07,0.30378346055669025
293,13,750,0.3,0,1,1e-06,0.303783482719619
294,13,750,0.3,0,1,1e-07,0.303783482719619
295,13,750,0.3,0,1,1e-05,0.303783482719619
296,8,250,0.2,1,1,1e-06,0.3037835570965077
297,8,250,0.2,1,1,1e-05,0.3037835570965077
298,8,250,0.2,1,1,1e-07,0.3037835570965077
299,15,750,0.25,0,2,1e-07,0.3037836904854545
300,10,500,0.2,1,2,1e-06,0.3037837603743858
301,9,250,0.2,1,1,1e-07,0.303783859625335
302,9,250,0.2,1,1,1e-06,0.303783859625335
303,9,250,0.2,1,1,1e-05,0.303783859625335
304,12,750,0.3,1,0,1e-05,0.3037838746328235
305,12,750,0.3,1,0,1e-07,0.3037838746328235
306,12,750,0.3,1,0,1e-06,0.3037838746328235
307,15,500,0.3,0,2,1e-05,0.30378393109146395
308,6,250,0.3,1,1,1e-07,0.30378404516631796
309,6,250,0.3,1,1,1e-05,0.30378404516631796
310,6,250,0.3,1,1,1e-06,0.30378404516631796
311,7,250,0.2,0,1,1e-05,0.30378422238972197
312,7,250,0.2,0,1,1e-06,0.30378422238972197
313,7,250,0.2,0,1,1e-07,0.30378422238972197
314,6,250,0.3,0,2,1e-07,0.3037843475501631
315,6,250,0.3,0,2,1e-05,0.30378440864819295
316,10,500,0.2,0,1,1e-05,0.30378441739237516
317,10,500,0.2,0,1,1e-06,0.30378441739237516
318,10,500,0.2,0,1,1e-07,0.30378441739237516
319,7,250,0.2,1,1,1e-07,0.3037846376456691
320,7,250,0.2,1,1,1e-06,0.3037846376456691
321,7,250,0.2,1,1,1e-05,0.3037846376456691
322,6,250,0.3,0,0,1e-05,0.3037847043730224
323,6,250,0.3,0,0,1e-06,0.3037847043730224
324,6,250,0.3,0,0,1e-07,0.3037847043730224
325,10,500,0.2,1,0,1e-05,0.3037847120606599
326,10,500,0.2,1,0,1e-06,0.3037847120606599
327,10,500,0.2,1,0,1e-07,0.3037847120606599
328,6,250,0.3,0,2,1e-06,0.3037847503678648
329,10,500,0.25,1,1,1e-06,0.3037851397911861
330,10,500,0.25,1,1,1e-05,0.3037851397911861
331,10,500,0.25,1,1,1e-07,0.3037851397911861
332,11,500,0.25,0,2,1e-06,0.303785433859794
333,6,250,0.3,0,1,1e-06,0.30378550038357666
334,6,250,0.3,0,1,1e-07,0.30378550038357666
335,6,250,0.3,0,1,1e-05,0.30378550038357666
336,11,500,0.3,0,2,1e-05,0.30378568284007956
337,11,500,0.3,0,2,1e-07,0.3037858275343151
338,12,500,0.3,0,2,1e-05,0.30378583643949797
339,13,750,0.25,0,1,1e-07,0.30378594758277133
340,13,750,0.25,0,1,1e-06,0.30378594758277133
341,13,750,0.25,0,1,1e-05,0.30378594758277133
342,11,500,0.3,0,2,1e-06,0.3037870148515924
343,8,250,0.15,0,2,1e-07,0.30378785813487985
344,10,500,0.2,1,1,1e-07,0.3037878894241246
345,10,500,0.2,1,1,1e-06,0.3037878894241246
346,10,500,0.2,1,1,1e-05,0.3037878894241246
347,6,250,0.25,0,1,1e-06,0.30378795688602794
348,6,250,0.25,0,1,1e-07,0.30378795688602794
349,6,250,0.25,0,1,1e-05,0.30378795688602794
350,11,500,0.3,1,2,1e-05,0.30378798812144575
351,8,250,0.15,0,2,1e-06,0.30378803993965403
352,9,250,0.15,0,2,1e-07,0.3037880494373819
353,12,750,0.25,1,0,1e-05,0.30378806225374594
354,12,750,0.25,1,0,1e-06,0.30378806225374594
355,12,750,0.25,1,0,1e-07,0.30378806225374594
356,8,250,0.15,0,2,1e-05,0.303788274305146
357,9,250,0.15,0,2,1e-05,0.3037883304189571
358,9,250,0.15,0,2,1e-06,0.30378863128779665
359,8,250,0.15,0,0,1e-06,0.3037889309768856
360,8,250,0.15,0,0,1e-05,0.3037889309768856
361,8,250,0.15,0,0,1e-07,0.3037889309768856
362,7,250,0.15,0,2,1e-05,0.30378916758099184
363,9,250,0.15,0,0,1e-05,0.3037892190191007
364,9,250,0.15,0,0,1e-07,0.3037892190191007
365,9,250,0.15,0,0,1e-06,0.3037892190191007
366,9,250,0.15,1,2,1e-06,0.3037892502745176
367,7,250,0.15,0,2,1e-06,0.30378937961567676
368,13,750,0.2,0,1,1e-06,0.3037895242965269
369,13,750,0.2,0,1,1e-07,0.3037895242965269
370,13,750,0.2,0,1,1e-05,0.3037895242965269
371,8,250,0.15,1,2,1e-05,0.30378958061083783
372,11,500,0.25,0,2,1e-07,0.3037897153536901
373,8,250,0.15,1,2,1e-06,0.30378996618268367
374,8,250,0.15,1,2,1e-07,0.30379004673849436
375,9,250,0.15,1,2,1e-05,0.30379021654398
376,7,250,0.15,0,0,1e-05,0.30379037370926065
377,7,250,0.15,0,0,1e-06,0.30379037370926065
378,7,250,0.15,0,0,1e-07,0.30379037370926065
379,9,250,0.15,1,2,1e-07,0.30379048832414823
380,8,250,0.15,1,0,1e-05,0.3037905123361187
381,8,250,0.15,1,0,1e-07,0.3037905123361187
382,8,250,0.15,1,0,1e-06,0.3037905123361187
383,7,250,0.15,0,2,1e-07,0.3037906742098814
384,7,250,0.15,1,2,1e-05,0.30379087570457175
385,7,250,0.15,1,2,1e-07,0.3037909278706073
386,9,250,0.15,0,1,1e-06,0.30379104453321953
387,9,250,0.15,0,1,1e-07,0.30379104453321953
388,9,250,0.15,0,1,1e-05,0.30379104453321953
389,9,250,0.15,1,0,1e-05,0.3037910858125481
390,9,250,0.15,1,0,1e-06,0.3037910858125481
391,9,250,0.15,1,0,1e-07,0.3037910858125481
392,8,250,0.15,0,1,1e-05,0.30379118730643856
393,8,250,0.15,0,1,1e-07,0.30379118730643856
394,8,250,0.15,0,1,1e-06,0.30379118730643856
395,11,500,0.25,0,2,1e-05,0.3037912110989896
396,7,250,0.15,1,2,1e-06,0.3037913917991185
397,7,250,0.15,1,0,1e-06,0.3037913945708475
398,7,250,0.15,1,0,1e-05,0.3037913945708475
399,7,250,0.15,1,0,1e-07,0.3037913945708475
400,12,750,0.15,0,1,1e-07,0.303792123702891
401,12,750,0.15,0,1,1e-06,0.303792123702891
402,12,750,0.15,0,1,1e-05,0.303792123702891
403,11,500,0.3,1,2,1e-06,0.3037925699948863
404,8,250,0.15,1,1,1e-06,0.30379277318907627
405,8,250,0.15,1,1,1e-07,0.30379277318907627
406,8,250,0.15,1,1,1e-05,0.30379277318907627
407,12,750,0.3,1,1,1e-05,0.30379278028993617
408,12,750,0.3,1,1,1e-06,0.30379278028993617
409,12,750,0.3,1,1,1e-07,0.30379278028993617
410,9,250,0.15,1,1,1e-06,0.303792932306542
411,9,250,0.15,1,1,1e-07,0.303792932306542
412,9,250,0.15,1,1,1e-05,0.303792932306542
413,11,500,0.3,1,2,1e-07,0.3037929785362282
414,12,500,0.3,1,2,1e-06,0.30379331455495795
415,7,250,0.15,0,1,1e-05,0.30379366900647936
416,7,250,0.15,0,1,1e-06,0.30379366900647936
417,7,250,0.15,0,1,1e-07,0.30379366900647936
418,12,1000,0.25,0,1,1e-06,0.30379371068337424
419,12,1000,0.25,0,1,1e-05,0.30379371068337424
420,12,1000,0.25,0,1,1e-07,0.30379371068337424
421,7,250,0.15,1,1,1e-07,0.3037945608517281
422,7,250,0.15,1,1,1e-06,0.3037945608517281
423,7,250,0.15,1,1,1e-05,0.3037945608517281
424,11,500,0.25,1,2,1e-05,0.3037946327064186
425,12,500,0.3,0,0,1e-05,0.30379463866334067
426,12,500,0.3,0,0,1e-06,0.30379463866334067
427,12,500,0.3,0,0,1e-07,0.30379463866334067
428,13,750,0.15,0,1,1e-05,0.30379498075236283
429,13,750,0.15,0,1,1e-06,0.30379498075236283
430,13,750,0.15,0,1,1e-07,0.30379498075236283
431,12,750,0.2,1,0,1e-05,0.3037952110600693
432,12,750,0.2,1,0,1e-07,0.3037952110600693
433,12,750,0.2,1,0,1e-06,0.3037952110600693
434,14,1500,0.3,0,1,1e-05,0.3037968499378563
435,14,1500,0.3,0,1,1e-06,0.3037968499378563
436,14,1500,0.3,0,1,1e-07,0.3037968499378563
437,11,500,0.2,0,2,1e-06,0.3037974441245969
438,14,750,0.3,0,1,1e-05,0.3037982036403477
439,14,750,0.3,0,1,1e-06,0.3037982036403477
440,14,750,0.3,0,1,1e-07,0.3037982036403477
441,11,500,0.2,0,2,1e-05,0.30379847341247
442,11,500,0.2,0,2,1e-07,0.30379930171921105
443,12,750,0.25,1,1,1e-05,0.3037994366476997
444,12,750,0.25,1,1,1e-06,0.3037994366476997
445,12,750,0.25,1,1,1e-07,0.3037994366476997
446,12,500,0.25,0,0,1e-05,0.30379979727203726
447,12,500,0.25,0,0,1e-06,0.30379979727203726
448,12,500,0.25,0,0,1e-07,0.30379979727203726
449,11,500,0.25,1,2,1e-06,0.3038009408035759
450,12,1000,0.25,1,1,1e-06,0.3038019593753156
451,12,1000,0.25,1,1,1e-05,0.3038019593753156
452,12,1000,0.25,1,1,1e-07,0.3038019593753156
453,10,500,0.15,0,2,1e-07,0.30380220653761986
454,15,750,0.2,1,2,1e-07,0.303803251130256
455,14,750,0.25,0,1,1e-07,0.30380335728849245
456,14,750,0.25,0,1,1e-05,0.30380335728849245
457,14,750,0.25,0,1,1e-06,0.30380335728849245
458,13,500,0.3,0,2,1e-07,0.30380547929526563
459,13,500,0.3,0,0,1e-07,0.3038060073778959
460,13,500,0.3,0,0,1e-05,0.3038060073778959
461,13,500,0.3,0,0,1e-06,0.3038060073778959
462,10,500,0.15,0,2,1e-05,0.3038077487115999
463,6,250,0.25,1,0,1e-07,0.3038078388005704
464,6,250,0.25,1,0,1e-06,0.3038078388005704
465,6,250,0.25,1,0,1e-05,0.3038078388005704
466,9,250,0.1,0,2,1e-06,0.3038085022235557
467,12,500,0.2,0,2,1e-05,0.30380857360909386
468,9,250,0.1,0,2,1e-05,0.3038086291501597
469,12,500,0.3,1,0,1e-07,0.30380866614269403
470,12,500,0.3,1,0,1e-06,0.30380866614269403
471,12,500,0.3,1,0,1e-05,0.30380866614269403
472,12,500,0.2,0,0,1e-07,0.3038088067374944
473,12,500,0.2,0,0,1e-06,0.3038088067374944
474,12,500,0.2,0,0,1e-05,0.3038088067374944
475,6,250,0.25,1,2,1e-07,0.3038089510953069
476,8,250,0.1,1,2,1e-06,0.30380911470769667
477,6,250,0.25,1,2,1e-05,0.3038095969842273
478,14,750,0.2,0,1,1e-07,0.3038101057540875
479,14,750,0.2,0,1,1e-06,0.3038101057540875
480,14,750,0.2,0,1,1e-05,0.3038101057540875
481,9,250,0.1,0,2,1e-07,0.3038102923527479
482,12,750,0.2,1,1,1e-07,0.3038105811275145
483,12,750,0.2,1,1,1e-06,0.3038105811275145
484,12,750,0.2,1,1,1e-05,0.3038105811275145
485,9,250,0.1,0,0,1e-06,0.3038108864224201
486,9,250,0.1,0,0,1e-07,0.3038108864224201
487,9,250,0.1,0,0,1e-05,0.3038108864224201
488,9,250,0.1,1,2,1e-05,0.30381129301425025
489,7,250,0.1,0,2,1e-06,0.3038115328723359
490,7,250,0.1,0,2,1e-05,0.30381170238997673
491,8,250,0.1,0,2,1e-07,0.30381178910005247
492,7,250,0.1,0,2,1e-07,0.3038119278484873
493,8,250,0.1,0,2,1e-06,0.30381200573654643
494,12,500,0.25,1,2,1e-07,0.3038121736371578
495,9,250,0.1,1,2,1e-07,0.303812507014427
496,8,250,0.1,0,0,1e-07,0.3038125599519034
