TIMESTAMP,WEBSIM_OPEN_PRICE_USD,WEBSIM_HIGH_PRICE_USD,WEBSIM_LOW_PRICE_USD,WEBSIM_CLOSE_PRICE_USD,WEBSIM_VOLUME_USD,WEBSIM_DIVIDENDS_USD,WEBSIM_STOCK_SPLITS_USD
2025-03-02 00:00:00+00:00,0.00032900000223889947,0.00040499999886378646,0.00032900000223889947,0.00040499999886378646,2955,0.0,0.0
2025-03-03 00:00:00+00:00,0.00040499999886378646,0.00040499999886378646,0.000375000003259629,0.000375000003259629,375,0.0,0.0
2025-03-04 00:00:00+00:00,0.000375000003259629,0.000375000003259629,0.00029600001289509237,0.0003020000003743917,7,0.0,0.0
2025-03-05 00:00:00+00:00,0.0003020000003743917,0.000307999987853691,0.000299000006634742,0.000299000006634742,1298,0.0,0.0
2025-03-06 00:00:00+00:00,0.000299000006634742,0.000299000006634742,0.0002570000069681555,0.0002570000069681555,0,0.0,0.0
2025-03-07 00:00:00+00:00,0.0002570000069681555,0.0002570000069681555,0.00021699999342672527,0.00021699999342672527,0,0.0,0.0
2025-03-08 00:00:00+00:00,0.00021699999342672527,0.00021800000104121864,0.00016700000560376793,0.00016700000560376793,0,0.0,0.0
2025-03-09 00:00:00+00:00,0.00016700000560376793,0.00016900000628083944,0.00012599999899975955,0.00012599999899975955,2045,0.0,0.0
2025-03-10 00:00:00+00:00,0.00012599999899975955,0.0001289999927394092,0.00011600000289035961,0.00011600000289035961,0,0.0,0.0
2025-03-11 00:00:00+00:00,0.00011600000289035961,0.00011600000289035961,0.00011100000119768083,0.0001140000022132881,0,0.0,0.0
2025-03-12 00:00:00+00:00,0.0001140000022132881,0.00011600000289035961,0.0001140000022132881,0.00011600000289035961,0,0.0,0.0
2025-03-13 00:00:00+00:00,0.00011600000289035961,0.00011600000289035961,0.00011600000289035961,0.00011600000289035961,0,0.0,0.0
2025-03-14 00:00:00+00:00,0.00011600000289035961,0.00013499999477062374,0.00011600000289035961,0.00013499999477062374,0,0.0,0.0
2025-03-15 00:00:00+00:00,0.00013499999477062374,0.0001449999981559813,0.00013499999477062374,0.0001449999981559813,0,0.0,0.0
