,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.010955985240102618,0.10467084235880887,0.10107655117985731,0.051580456856050866,3236907.0643997774,1799.1406460862856,1737.3600208333335,0.04879480159589768,0.41045029915554265
1,0.000959647865994593,0.03097818371038872,0.028351247208970257,0.015266551535025553,283525.4938466901,532.4711201996688,487.31784778225824,0.014397658975738312,0.9703617959318226
2,0.0003954793454430746,0.019886662501361927,0.01668372305754044,0.006766758349533341,116842.59754919217,341.8224649568723,286.76847278225733,0.0064721413605256985,0.98864264940743
3,0.004819468459290796,0.06942239162756347,0.05478514502233207,0.022438680826509728,1423893.6861460144,1193.2701647766169,941.6768697916666,0.02145678989605212,0.8506654313389135
4,0.009131512798518086,0.09555894933766322,0.09077951636762435,0.027505245375024707,2697877.8521193094,1642.5217965431416,1560.3702066532262,0.02660066483773006,0.8908566336782316
5,0.0057153252862604,0.07559977041142651,0.0650694238509605,0.022839515150852186,2567070.476895675,1602.2080005091957,1379.0356562500003,0.02213583426632254,0.8010873769149063
6,0.008713528411394944,0.09334628225802538,0.08118731483235302,0.06521013160184089,13029066.183110388,3609.5797792970843,3139.4080947580637,0.06270762814110356,-0.8335935747232215
7,0.002261001700617896,0.0475499915942989,0.0459999751839835,0.04514642439945665,3380804.152249666,1838.696318658866,1778.7591028225809,0.04304144230778228,0.7100939489160627
8,0.0005104650038441904,0.02259347259374243,0.019750591572728942,0.02789885296830916,1572045.3155040736,1253.8123127103488,1096.0481473214288,0.02659780085619646,0.7481982866647545
9,0.00017484964980959877,0.013223072631185188,0.011705367660922726,0.017139419767261403,614323.7095383044,783.7880514133298,693.827222782258,0.016361890543192925,0.9266036246795604
10,0.00042893266046296,0.020710689521668758,0.01913894927033484,0.03049954282643882,1630827.287832241,1277.0384833012047,1180.1233489583328,0.029058537853387318,0.7391913934290073
11,0.000575796600742527,0.023995762141314183,0.020572105455815056,0.04250954874674873,2189219.310208965,1479.601064547118,1268.49533266129,0.039918039184209234,0.8073866913968043
Mean,0.0037201660852068078,0.05146133922395396,0.046258325888618584,0.031233427366921,2728533.594116691,1446.1625169166446,1295.7658602830581,0.029795269151511514,0.6674953797324846
